"","V1","V2","V3","V4","V5","V6"
"150.00195",20.4315277365421,0,0,15.135819265676,0,0
"150.352933333333",1.98936719568603,0.812344454348827,0.147767393211159,0,0,0.854564747234594
"150.62205",2.83304707269972,0.0740751286568981,2.95254967625188,2.28207306379588,0,0.290813753078278
"150.97688",25.7043259691802,6.26245300056627,6.09133851612864,6.23432112117563,1.52094167954646,29.4021088454435
"151.4625",6.3680611911121,0.16656480066099,0.119973986131252,0.234597958651485,1.3188670765993,0.692017452963197
"152.051766666667",6.38768421925359,0.379985905890742,1.03870839524235,2.5772107983765,1.07366336238504,0.932500800182107
"152.23755",2.91696331581781,0.0215698028007825,0.623114279007017,0.430944812185795,0.99635581055961,1.23410179053117
"152.99288",71.9276047999148,4.79612942362122,4.91186502862707,5.34065292172386,0.0418631162001204,11.2612931971667
"154.81545",0.181125644580339,0.578832789443143,2.8948423661048,1.26051439773971,0.161006485516369,0.790080103185979
"155.103433333333",5.69035063950347,0.544252251910462,1.84979722381632,3.28859199237395,0.179832267044769,0.711937008377656
"155.89245",4.62986943175312,0.578527306667671,0.721619317193459,0.337922522562178,0.231411138700389,0.826989010907471
"157.089166666667",18.823292883019,0.0457630638286683,4.6895154113701,16.8123617326782,0.309641799681103,0.511525175251307
"158.13655",6.38365120914816,0.179480337679298,0.531114286115704,3.70322022942509,1.40260468379491,0.245721689059293
"162.9253",28.2567740947316,8.48003394087041,11.7229815249613,5.5161568185639,1.9076815973735,0.859764488876974
"163.0401",61.0127123847027,8.56922723964497,10.6438716136341,5.63652845436807,1.91582552692144,1.04197336428238
"164.98515",0.283877461534802,27.383851921747,11.1289832233088,9.47940829918299,1.61033873296165,10.725361670345
"165.019925",28.1484266806714,27.5611903105003,10.1259544450524,9.59491273037279,1.60487702078976,6.78917245551547
"165.0499",16.5022491365165,26.0036010392561,7.92785150306878,9.13076964219314,1.60016918980909,2.85852981368562
"166.054166666667",6.20310518079265,6.75586015735984,2.41359146631984,0.949537187972047,1.44244049168782,10.1097546452252
"167.0023",58.7077286467862,28.8770582258179,10.6351962144377,10.2194689494611,3.03208980368578,50.8038661918957
"167.014833333333",30.8831290538805,29.2202352400701,11.1493923331368,10.1803692883466,3.76200411701727,2.3164039392401
"167.070933333333",24.3970416781749,21.7070779413806,8.70535684918487,10.728156678601,3.76145984289712,18.88093333294
"168.0305",15.5928082507754,4.2419965291117,2.70086706185364,2.89211629861104,3.75215026529957,7.99255414163453
"168.84685",61.1592506031998,5.36545493269694,10.4016114205926,15.4244007911685,3.74423015517512,9.51294201555049
"168.9586",31.6840071847529,8.83794589963892,15.3209928874717,20.3506374173768,3.74314597277001,56.3942507802929
"169.01455",28.7240086713163,5.7705438114573,20.9719470933361,16.1891674373645,5.02034713816031,9.50110904485603
"169.0505",36.1909815961286,3.42022805988138,20.7530915412912,12.546637292739,5.45110860502075,30.7439626163303
"169.087",31.8856196736723,5.92723292657392,15.1865787492413,8.06020532192314,1.97260099368485,51.6515956493078
"170.0462",15.7885008251367,0.981384978691933,1.8777046310852,6.00471901177463,1.93813213593465,0
"170.83255",78.8702898067269,6.1065860219464,4.36890414077163,17.0257515142958,2.94015504579915,3.81815186013038
"170.9579",9.14356982574393,19.2093076710621,23.5066470488043,16.791191886706,4.16622138152539,34.8728683976541
"171.02925",30.9486110479254,35.5065047064132,34.8589361302829,13.6858997582572,4.86629279386843,7.44863037592027
"171.070975",78.5881594942642,43.4818281136883,39.5399575006501,33.0578209737741,6.39682672401951,53.0231393700532
