"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"150.974989374054",0.000389990306044177,0.00149355503205194,0.00170010941907776,0.00505772574753448,0.000553992101495886,0.000810849251993977,0.0018409597670073,0,0.00602544516477184
"152.990264374054",0.000199890905934283,0.00188147872095287,0.00264961982479879,0.011670319521594,0.000384115028504287,0.000733144923551984,0.00142335959921824,0.00024027182016259,0.00230780400823058
"157.112593635316",8.29950338894658e-05,0.00626177313654187,5.64842130635884e-05,0.00860006563929323,3.64383451590517e-05,0.00062806112464626,0.00349333095307307,0.000222856029603797,0.000171110247930967
"162.906033333333",0.000545415890785395,0.00220786948966848,0.00139216204741434,0.00458468738466053,0.000730082903472819,0.00145906705153371,0.00127241365494442,0.000301006559379159,0.000215540236141408
"165.000072913339",0.000880222918358128,0.000891598174793896,0.00538164932337098,0.00588914168294952,0.00249102713949262,0.00171564629708746,0.00219907178544873,0.00028650689133248,0.00409933728241998
"167.007530760593",0.00203580358413694,0.00564646163975485,0.0073549989086819,0.0103389240541209,0.00270535325060967,0.00192880444139432,0.0026476780828766,0.000279371815853809,0.0104113589779161
"167.070326968649",0.00146137537946038,0.00248638145792763,0.00351698015883844,0.0044656982814867,0.00187383396124173,0.0015119322640493,0.00276144513875799,0.00039202292713472,0.00459770808900483
"168.035152498739",0.000713671204365309,0.00200788506033754,0.000321704551406363,0.00292515400323631,0.000683925876737121,0.000573602500417579,0.00112433471753377,0.000391564050917706,0.00179177084816332
"168.854952498739",0.00114739712631408,0.00750497426601796,0.00242695391119431,0.00992314422572609,0.00189105663423112,0.00204446990728236,0.00502851043596425,0.000391174149623662,0.00221337012447185
"168.971649528762",0.00313346639018327,0.0101891830188265,0.00971905925383312,0.00958900818609519,0.00209426225892554,0.00301826958322573,0.00571171129243652,0.000424334761777153,0.012165780059104
"169.090039374054",0.00271855873418881,0.00948458655543718,0.0100160205478138,0.00662229693328184,0.00171767665532553,0.00205738300182053,0.00259364442391537,0.000410731952429531,0.0111351798755462
"170.948485832072",0.00194899084840769,0.00731732207692575,0.0090553136393551,0.00459657885967309,0.00213972589704198,0.00263143302148166,0.00483702604511463,0.000403895527815619,0.00774654365625426
