m/z,Jant_AD80_1,Jant_AD80_2,Jant_AD80_3,Serratia_PRI_1,Serratia_PRI_2,Serratia_PRI_3,TSB-agar__1,TSB-agar__2,TSB-agar__3
213.1581434,0.002678454,0.00457599,0.003717884,0.00302298,0.001958489,0.001004934,0.004590301,4.68E-05,0.011364295
214.093815,0.000768714,0.009228804,0.00608789,0.010504614,0.001187633,0.000509357,0.002345957,0.004564253,0.00045057
215.0560136,0.003289736,0.021397637,0.016886255,0.019485852,0.00345039,0.003327881,0.005491612,0.005919371,0.031399699
216.071861,0.002565029,0.00444283,0.004046937,0.009334436,0.002480685,0.001169,0.000662708,0.001572923,0.005211803
217.0874611,0.001556294,0.003409436,0.001745076,0.009505854,0.002027274,0.003061202,0.002346075,0.0016723,0.020044943
218.0129053,0.001182918,0.009409713,0.005394171,0.006597827,0.001578961,0.001295009,0.001025548,0.001744308,0.002113555
219.2185769,0.00055302,0.009901054,0.000652518,0.013621683,0.000388524,0.000207844,0.000935289,0.001772768,0.001756098
219.9568537,0.00069925,0.009248663,0.005842713,0.000778802,0.000632684,0.002018211,0.003954645,0.001895105,0.000761609
220.1641463,0.000875523,0.001972691,0.003129232,0.002540554,0.000735207,0.001733636,0.005296957,0.002236115,0.007821095
220.2627321,0.000892492,0.006774224,0.006384946,0.005241058,0.000745768,0.001756432,0.00376541,0.002226095,0
221.1698044,0.001200859,0.007567288,0.004929048,0.005052347,0.00102575,0.000847173,0.00203097,0.001835657,0.00645433
222.0632044,0.001502689,0.004475778,0.004456343,0.009409025,0.001007724,0.001918743,0.000333295,0.001688941,0.000360145
222.2831395,0.001435658,0.020953246,0.024964989,0.007559427,0.001059215,0.001517709,0.000347264,0.001652823,0.000148296
223.2090907,0.002675274,0.006183434,0.006775747,0.002339392,0.002402336,0.000471714,0.002054035,0.000574838,0.022176896
224.2731428,0.001079753,0.015611802,0.012777506,0.012623806,0.001161109,0.000261706,0.00059245,0.000636569,0
225.0833226,0.003698161,0.000245993,0.000409393,0.00057757,0.003135315,0.00108911,0.003803623,0.000683571,0.010450719
225.3221844,0.00291847,0.004775975,0.004004318,0.002951597,0.001194904,0.000458479,0.003303447,0.00069779,0.000106413
226.1066671,0.001081262,0.008031972,0.002361351,0.001739208,0.001240314,0.000443418,0.001685426,0.000757506,0.002672324
226.3284094,0.001356323,0.024025454,0.014167578,0.010725616,0.001304266,0.001333269,0.001469552,0.000730741,0.000600142
227.1049049,0.004838091,0.000786772,0.000703507,0.000220491,0.003636163,1.15E-05,0.006297405,0.001054274,0.020341588
227.3442915,0.004002737,0.005759511,0.002782996,0.002836222,0.002363609,0.000407712,0.003886191,0.002393678,0
228.1700292,0.001204789,0.007610536,0.008370919,0.002626239,0.001055874,0.000663776,0.002084297,0.002301247,0.002373282
228.3610937,0.00057059,0.009540734,0.006554408,0.010997696,0.000516882,0.001420346,0.001793979,0.00227986,0.00065482
229.0842706,0.002935607,0.000265453,0.000301847,0.000208127,0.002281558,0.002998,0.003278484,0.002198909,0.008268831
229.394832,0.002162099,0.003293903,0.001697009,0.00339527,0.001350682,0.001101208,0.001613289,0.001661579,0.000156831
230.395754,0.000575984,0.002462599,0.002455865,0.00559422,0.000811566,0.002572781,0.002201204,0.001555421,0.000117616
232.5074727,0.000387463,0.011311334,0.009683506,0.009064309,0.00045844,0.000583425,0.000825196,0.001331453,0.000344982
234.2134881,0.000623664,0.002330266,0.001467385,0.000221796,0.000618103,0.000902538,0.000724213,0.000742182,0.003267222
234.5637255,0.00059715,0.007858339,0.01114971,0.004108022,0.00041405,0.001378375,0.001247695,0.000774982,0.000508249
235.1491266,0.001926262,0.000942789,0.00050531,0.000592445,0.001331846,0.00023594,0.002502025,0.000677413,0.01117503
235.4963201,0.000719946,0.00328762,0.004340472,0.003660163,0.001109309,0.000784862,0.002440492,0.000564566,0
236.5820923,0.000945367,0.00309131,0.005129395,0.002780011,0.000675546,0.001221224,0.001304091,0.000537013,0.000111689
238.6027038,0.000904996,0.016789292,0.021469436,0.008135844,0.000563254,0.000976243,0.001440182,0.000485737,0.000185565
239.1006469,0.00370016,0.000856844,0.000779738,0.000305902,0.003135353,0.000863258,0.004027447,0.0004731,0.019139548
240.4919726,0.001629697,0.008140961,0.008819837,0.004228924,0.001431864,0.000197404,0.000599895,0.000848122,0.000549235
240.6295048,0.001700745,0.033849472,0.014033379,0.010282279,0.001355185,0.00060534,0.000672586,0.000841742,0.000560279
240.7584324,0.001776351,0.016896924,0.015529909,0.01007621,0.001281414,0.000627252,0.000555903,0.000835762,5.28E-06
241.1415137,0.006558211,0.000790748,0.000844529,0.000871892,0.005128525,0.000931261,0.005538898,0.000764781,0.020445677
241.7109233,0.001284481,0.033884632,0.036724048,0.015502156,0.001205073,0.000691029,0.001969919,0.00226697,0.000758247
242.4679645,0.001857986,0.005212233,0.005450851,0.002749088,0.003687587,0.001597314,0.001968983,0.001680911,0.000685648
242.6159371,0.001613301,0.012409898,0.0059705,0.010959912,0.003359405,0.001081297,0.002077835,0.00164185,0.000685482
242.7323159,0.001322861,0.01054988,0.011911513,0.00426996,0.0021181,0.000986328,0.001807784,0.001611129,0.000732514
243.6566129,0.002261309,0.010894451,0.009923446,0.012301014,0.000335345,0.002188466,0.000912278,0.000517424,0.002364442
244.5604713,0.000134048,0.003351223,0.006084758,0.004730831,0.00062613,0.00107631,0.001770753,0.000319095,0.000720273
244.6989551,0.000320611,0.004012612,0.004316549,0.005893171,0.000631579,0.001548414,0.001883981,0.000312598,0.000503459
246.7124928,0.000299016,0.002009653,0.001325976,0.003326497,0.000469355,0.000480219,0.000688332,0.000218137,0.000513516
248.6903888,0.000628117,0.004484049,0.010801786,0.002807494,0.000668739,0.001131513,0.000910984,0.000125347,0.000485568
248.8292816,0.000559168,0.010902614,0.015556151,0.004962559,0.000823423,0.000685431,0.001047622,0.000118831,0.000527311
249.1543655,0.002399436,0.000564074,0.000864003,0.000518123,0.002079711,0.000452929,0.001247619,0.000103581,0.011619758
249.8851527,0.000269763,0.012088444,0.01296529,0.00469202,0.00135915,0.002038618,0.001566573,6.93E-05,0.012756618
250.8455056,0.00030352,0.006977412,0.01055423,0.002999897,0.000288015,0.000968061,0.001281981,0.000159584,0.000865245
253.1537558,0.002976206,3.98E-05,0.00038994,1.75E-05,0.002861447,0.000254092,0.004047424,0.000607148,0.01387038
253.9023366,0.000906476,0.002735069,0.003963878,0.003466599,0.000915736,0.002798763,0.002722272,0.000516735,0.001077716
254.7459318,0.000734062,0.003611608,0.002857229,0.014526939,0.002198881,0.002171104,0.000745291,0.000694227,0.000830674
254.9096841,0.002075878,0.011303782,0.014065143,0.007508684,0.003680948,0.003027328,0.000435882,0.00072868,0.000894845
255.0333074,0.00316551,0.019465243,0.018474076,0.016490826,0.005435913,0.003250395,0.001782775,0.00075469,0.001344126
255.1360704,0.005149698,0.000727452,0.010009442,0.000286815,0.00613523,0.003260807,0.005384581,0.002590015,0.012642643
255.9229487,0.001412839,0.005809071,0.003002909,0.002770812,0.000984018,0.003907339,0.003960057,0.002617728,0.000865792
256.0730768,0.000837107,0.006711229,0.00633818,0.00561896,0.001556095,0.003645429,0.002279321,0.002580167,0.001773111
257.9566541,0.001856908,0.012419568,0.01191008,0.011100409,0.001918745,0.002301763,0.000970252,0.00110698,0.000450098
258.9700885,0.000778897,0.013260252,0.011573718,0.007487378,0.001500303,0.000980169,0.002031924,0.001346855,0.000739435
259.0833569,0.002650081,0.003353481,0.004496458,0.005381079,0.003201231,0.00100171,0.002602403,0.001373665,0.009274703
259.9387673,0.000910833,0.007540361,0.005290547,0.006508558,0.000839241,0.000628763,0.000882249,0.001776794,0.000432175
260.9831312,0.00199487,0.004135904,0.001284655,0.004997774,0.001113832,4.21E-06,0.001610367,0.001780323,0.001926951
261.0817587,0.003913011,0.028348637,0.032442083,0.00999511,0.00350368,0.000231411,0.002442009,0.001780656,0.028530436
262.0779832,0.000710952,0.009118222,0.010288662,0.002692794,0.001559304,0.000939436,5.52E-05,0.000405434,0.008748127
263.1128583,0.003981219,0.01578832,0.017695661,0.005041327,0.002748746,0.002692545,0.001562273,0.00075176,0.015785825
264.1150893,0.000707631,0.002797913,0.004020185,0.000667134,0.000756239,0.000795733,0.000890441,0.004010893,0.002498447
265.146962,0.008624503,0.048513135,0.06226285,0.032925942,0.013021189,0.007965571,0.005348338,0.006735942,0.076284918
266.1535442,0.002445961,0.01501312,0.019407264,0.010243008,0.004135098,0.002808606,0.001697747,0.002688849,0.024488612
266.8055882,0.001803648,0.013088202,0.004140301,0.002663276,0.001496695,0.002172772,0.001942685,0,0.004357192
267.1404159,0.00402639,0.011483203,0.014402767,0.005569021,0.004400248,0.003643626,0.00306547,0,0.014663197
267.2693134,0.003095342,0.006346439,0.004466936,0.001959084,0.001899359,0.002434561,0.001563687,0,0.008491917
268.8026531,0.001230138,0.016898548,0.006315557,0.001215992,0.00230699,0.001422241,0.001426688,0,0.006985137
269.1323298,0.003125889,0.011982579,0.014517778,0.006955638,0.003723286,0.004227462,0.003455778,0,0.013627741
269.212957,0.006110426,0.006531881,0.00902367,0.005799727,0.005827855,0.005666353,0.004089267,0.001590084,0.009976588
269.2866529,0.005382108,0.025668673,0.024197596,0.011598208,0.004744769,0.004293862,0.003225827,0.002730049,0.033387992
270.2901647,0.002524625,0.00984991,0.009292631,0.004138987,0.002393801,0.001711943,0.002055584,0.002246837,0.013119738
270.8053179,0.002378259,0.012512509,0.005804314,0.000384268,0.001455265,0.00145312,0.002356038,0.002329104,0.005183737
271.1445483,0.003010652,0.011226422,0.01389564,0.008336562,0.003184446,0.002824636,0.002253327,0.002330066,0.015031712
272.1615941,0.000530723,0.001635149,0.002952842,0.000971459,0.00055029,0.00117989,0.000935568,0.002332951,0.002969207
272.8435486,0.001597275,0.007813395,0.004091167,0.000353697,0.000744029,1.42E-05,0.001491356,0.002334885,0.002537079
273.0632254,0.002130131,0.003906211,0.000745625,0.008553838,0.001322796,0.00130601,0.001760498,0.002335509,0.001258891
273.1348769,0.001869314,0.004233963,0.00535312,0.004607471,0.001419029,0.001372966,0.001553797,0.002335712,0.005815703
274.0287778,0.001031042,0.006125033,0.004118022,0.005990832,0.001208767,0.001354619,0.000908854,0.002338248,0.000628286
275.1008762,0.001395288,0.009182353,0.004792212,0.004719658,0.001106486,0.000754438,0.002008137,0.002341289,0.008309898
277.1361928,0.00485913,0.00636587,0.011269493,0.00332694,0.003450618,0.002529157,0.00347958,0.002347063,0.00881655
277.1826488,0.004742108,0.011083544,0.01429918,0.004274024,0.002835699,0.002183365,0.003730088,0.002347194,0.015654547
278.1557109,0.001492643,0.010756903,0.010558361,0.005624825,0.00116808,0.001160519,0.002316231,0.002349955,0.011778451
279.1589869,0.003606105,0.009968223,0.013303451,0.00792653,0.003097474,0.001742098,0.005509172,0.002040238,0.029518482
280.1465345,0.000512293,0.005653557,0.005899987,0.002033524,0.000684856,0.001161948,7.19E-05,0.002063701,0.009116314
281.1835985,0.001751991,0.006539479,0.007934041,0.003758675,0.00166807,0.001852016,0.00296238,0.00208834,0.00882263
282.1042111,0.001285518,0.007164533,0.004154751,0.002159713,0.000452013,0.000462169,0.000753413,0.002110212,0.00054285
283.1714763,0.005639959,0.006330077,0.006949193,0.005081078,0.004353251,0.004277043,0.003346351,0.002135569,0.006765372
283.2657936,0.005414734,0.022448325,0.021932479,0.01362303,0.004144765,0.003811723,0.002661875,0.002584595,0.035280194
284.2693304,0.001751412,0.008577382,0.008507387,0.00493474,0.001612177,0.000947541,0.001296548,0.001567337,0.013929556
285.1425555,0.004490737,0.009247289,0.011432909,0.009599384,0.004426684,0.003955078,0.002700619,0.000610092,0.014793247
285.2380925,0.004004498,0.015467985,0.014411857,0.008679153,0.003632476,0.002786591,0.001966571,0.000703112,0.020322228
286.2397793,0.001250611,0.0051423,0.00429792,0.001715044,0.000475292,0.001060554,0.000922608,0.001633174,0.007195925
286.8317691,0.001999568,0.006003424,0.004181077,8.30E-05,0.000973652,0.000810003,0.001501877,0.00166046,0.001941114
287.112762,0.002402428,0.002257565,0.003587115,0.00839709,0.003320526,0.002259047,0.00225242,0.001673411,0.00488931
287.2220025,0.001864701,0.011744684,0.008217633,0.032156157,0.003750877,0.001689166,0.002420022,0.001445939,0.026945267
288.2291117,0.000555139,0.001994217,0.001008027,0.011431974,0.001569315,0.000753731,0.001496231,0.001532544,0.009899884
288.9099183,0.00122787,0.005209399,0.003937288,0.005034308,0.00154929,0.001434845,0.00070449,0.001612527,0.001971707
289.1252164,0.001443981,0.006124612,0.006443121,0.003777491,0.00142594,0.001157724,0.000909251,0.001637821,0.007786603
291.1071134,0.003834509,0.004577003,0.004574757,0.001757565,0.005415147,0.002906883,0.003820163,0.001870658,0.00383162
291.1725071,0.004551843,0.012394124,0.01354395,0.010307532,0.004863856,0.003609188,0.003866617,0.001878341,0.014544725
292.1115763,4.08E-06,0.001585216,0.002994748,0.002243121,0.001007731,0.001049288,0.000136811,0.003026725,0.001933408
293.1172315,0.005130663,0.007262861,0.008605213,0.003334553,0.006817158,0.004975157,0.004214896,0.003213148,0.007404884
293.1775555,0.005853667,0.037765533,0.04023624,0.019631888,0.006311854,0.004184689,0.004746566,0.003814886,0.049617358
294.1719244,0.006133691,0.013423977,0.014642029,0.005899763,0.00305135,0.003631371,0.001503414,0.003382653,0.017902019
294.8527444,0.001594075,0.003233857,0.001395567,0.005732788,0.002974629,0.002551904,0.002024846,0.002848842,0.000743141
295.0986242,0.002570816,0.004863764,0.005809178,0.003223454,0.003357836,0.003839359,0.001655899,0.002804401,0.005675259
295.1596921,0.003519593,0.00815167,0.008275582,0.003641277,0.003719889,0.002119218,0.001759947,0.002793364,0.010690655
296.9300919,0.000782716,0.005526266,0.00609047,0.000350094,0.002795294,0.001161318,0.003378857,0.00247338,0.002945727
297.1645678,0.009189069,0.040776006,0.043445169,0.01065829,0.005812989,0.005742755,0.006822704,0.000508056,0.031957643
297.2442343,0.007494481,0.007968607,0.00997238,0.006878281,0.004753519,0.005251304,0.004754904,0.000324224,0.013188171
297.8428268,0.002322606,0.003341234,0.003486304,0.00252752,0.001407571,0.001759259,0.001346189,0.000701149,0.004284411
298.1527724,0.003797585,0.01663283,0.01642889,0.004208548,0.001198673,0.001843894,0.001766099,0.000779219,0.011014136
298.8364665,0.002588242,0.026366895,0.026907562,0.023931157,0.001829055,0.003111123,0.003222994,0.002565649,0.030782633
299.147084,0.003493932,0.009138671,0.009835985,0.00477245,0.002586313,0.002586564,0.002048164,0.002688931,0.007500978
299.2516551,0.002596297,0.006528943,0.008254278,0.005548444,0.002639353,0.002434343,0.001606808,0.002730435,0.012166903
299.835008,0.000675105,0.002268908,0.001059545,0.002347011,0.000652509,0.001472003,0.001141476,0.002915671,0.003577648
300.1149212,0.00115915,0.005496871,0.008460097,0.001853764,0.000670407,0.000655901,0.001180911,0.002916426,0.004464342
301.1302849,0.001478066,0.004183657,0.0052804,0.005301876,0.001527709,0.001587341,0.000800834,0.002919167,0.005988489
302.1280778,0.000511108,0.005328001,0.002390077,0.008410861,0.000996592,0.002214101,0.000891191,0.00292186,0.000167603
303.0858111,0.001012141,0.00393828,0.002194732,0.00475728,0.001027773,0.001530743,0.000898564,0.002924446,0.00059704
305.1022805,0.001802423,0.003335863,0.003770344,0.004905684,0.001209731,0.00097205,0.002094318,0.002929889,0.003539359
305.2165464,0.002023226,0.005437288,0.002088554,0.001266432,0.001219049,0.001147868,0.002398438,0.002930197,0.005015387
307.1686028,0.002462283,0.008661168,0.010956707,0.003954802,0.002234585,0.001334618,0.003954452,0.002935466,0.028938645
308.1572404,0.00057481,0.001485377,0.001433976,0.002049746,0.000683002,0.000897698,0.001177616,0.002938135,0.008883321
309.168225,0.005997764,0.04435962,0.054641,0.021529128,0.00678744,0.004371898,0.002758702,0.002701491,0.053441607
310.1742139,0.002835318,0.01699477,0.022454631,0.007559636,0.002347054,0.002357036,0.000562688,0.003367381,0.020655841
311.1740065,0.01781086,0.074564049,0.075461972,0.026869882,0.010959004,0.008178933,0.012931029,0.004311061,0.064289061
311.2822491,0.012256269,0.005169294,0.005354131,0.00209255,0.005505598,0.00891047,0.008250337,0.001939726,0.00698033
312.1793124,0.005579174,0.02994875,0.030041875,0.010312294,0.003657274,0.001541631,0.004642089,0.00185895,0.025769326
313.1776455,0.009056669,0.016924791,0.016924878,0.006214064,0.007956745,0.006292617,0.004916425,0.001989778,0.010722551
313.2387777,0.008855753,0.025649768,0.024242005,0.013846792,0.008083519,0.006061528,0.004591852,0.00271631,0.035252289
314.2438602,0.003763615,0.010148058,0.009926247,0.005455241,0.002261208,0.001362433,0.000863853,0.001727862,0.014462094
315.1210737,0.003351907,0.019614625,0.017165579,0.024402576,0.004057416,0.00356883,0.001995287,0.001481722,0.014622269
316.1245104,0.001035707,0.00639988,0.00507543,0.007971676,0.001192079,0.001334229,0.000358703,0.001370175,0.003451705
317.1402718,0.001590639,0.003236061,0.005020863,0.005012216,0.001187024,0.001535884,0.001352131,0.001330311,0.004503936
318.9076988,0.001014896,0.003669173,0.004036336,0.003333575,0.000648969,0.001182881,0.002156361,0.001260947,0.002540964
319.1918621,0.002051177,0.002075525,0.001331734,0.001632868,0.001193271,0.001379271,0.002238219,0.001249795,0.004113741
321.2099626,0.003142126,0.017125955,0.013811279,0.006889531,0.002720205,0.001781816,0.002383311,0.001065078,0.018633964
322.2129143,0.000873656,0.005183386,0.003285682,0.000937448,0.000528721,2.62E-05,0.000114568,0.001650864,0.005601496
323.1570559,0.004374721,0.013107206,0.016585574,0.005630318,0.003545679,0.002968011,0.003192449,0.001768208,0.012809235
324.1666296,0.000346282,0.003417984,0.004861333,0.001622394,0.000462421,0.000414166,0,0.001893685,0.002023867
325.0907444,0.006789084,0.004639043,0.004959861,0.002287582,0.005750479,0.006428847,0.011951639,0.00200854,0.001143678
325.1819295,0.016904099,0.080180558,0.072742637,0.025437642,0.009594019,0.008760509,0.01321453,0.003867599,0.061843387
326.1854691,0.006409966,0.033706347,0.030093945,0.010425616,0.003643471,0.003240786,0.004520152,0.002562017,0.025759147
327.1764631,0.005608805,0.021046136,0.020202798,0.007384868,0.003310219,0.00299196,0.004791087,0.001499526,0.017838479
328.1670285,0.001186845,0.0059125,0.005171576,0.007480304,0.001093067,0.000585592,0.002770091,0.000994993,0.006361194
329.1497647,0.002936086,0.015734122,0.016510623,0.009915482,0.00306612,0.002534887,0.002808836,0.002075979,0.019103621
