m/z,Jant_AD80_1,Jant_AD80_2,Jant_AD80_3,Serratia_PRI_1,Serratia_PRI_2,Serratia_PRI_3,TSB-agar__1,TSB-agar__2,TSB-agar__3
330.1553615,0.000551102,0.005165761,0.00521364,0.001922907,0.00098244,0.000900909,0.001497773,0.00235816,0.006234237
331.1414916,0.002011721,0.010625501,0.011560784,0.004619165,0.002066483,0.002008852,0.001501756,0.002398266,0.012475678
333.1129616,0.002315394,0.009781596,0.009935132,0.021005002,0.003598647,0.00444078,0.000878141,0.004156086,0.043946455
334.2454064,0.00150662,0.01090542,0.010550973,0.012025166,0.004266821,0.003965725,0.001015221,0.003860671,0.047181538
335.1112803,0.001868902,0.003829377,0.003607481,0.011971149,0.001884611,0.004901002,0.002131282,0.000969946,0.024683563
335.2389183,0.00113228,0.004387822,0.005660631,0.004469992,0.002564085,0.002409882,0.001992593,0.000679887,0.019441044
336.2485458,0.00094089,0.004902059,0.004657958,0.005834502,0.001757817,0.002392671,0.002155007,0.000759187,0.026517264
337.2013395,0.003686767,0.012572254,0.01516676,0.01082763,0.005349105,0.004317299,0.003397546,0.002116284,0.019159234
338.1957589,0.000785409,0.003098139,0.005024886,0.002853017,0.00191219,0.002318482,0.001300497,0.002633976,0.005424766
339.1914858,0.015819175,0.07216092,0.061546375,0.021447916,0.007358046,0.006099019,0.012450196,0.002377263,0.053242125
340.2019653,0.005687781,0.030667594,0.026252791,0.009362308,0.002657163,0.002451711,0.00486476,0.00519642,0.022796639
340.984845,0.000756911,0.004916581,0.004608186,0.003857801,0.001624832,0,0.0032606,0.005277387,0.00489652
341.2505065,0.011554523,0.041711028,0.040912605,0.021384588,0.008963567,0.006625051,0.005870682,0.005305733,0.056223315
342.2715637,0.003287981,0.017646462,0.017636711,0.009002168,0.002595217,0.002230297,0.00241605,0.0029748,0.024411842
343.1390081,0.003825043,0.009464365,0.011398759,0.009707105,0.002548737,0.003078876,0.001248996,0.002327262,0.029883827
344.1441379,0.001062721,0.001115945,0.001929348,0.003504759,0.001617867,0.001822797,0.001515894,0.002149014,0.01085124
344.2796486,0.001605383,0.007278311,0.008722782,0.00197956,0.002627985,0.003854402,0.001607871,0.002124983,0.035656026
345.1073768,0.004352553,0.025378519,0.028148599,0.014127053,0.005005308,0.004937211,0.002054442,0.001978196,0.02998967
346.1501422,0.00099149,0.009347134,0.010705759,0.004594059,0.001543327,0.00148531,0.001055367,0.001796666,0.011403334
347.1501957,0.003310283,0.015889476,0.017306585,0.00883424,0.004200395,0.002576857,0.001446707,0.001321024,0.020063688
348.186782,0.000472718,0.004074359,0.005313804,0.000939708,0.003340861,0.000614527,0.001320292,0.001282212,0.007272032
349.2152879,0.004747744,0.016002582,0.036467305,0.005909587,0.003178203,0.003074142,0.003440331,0.000666991,0.013147379
350.2218574,0.00121023,0.00574953,0.014184571,0.000983829,0.000778206,0.001998908,0.002560492,0.000922938,0.005351473
351.1184634,0.002492113,0.007919712,0.011759932,0.005927343,0.002287264,0.002126495,0.002634434,0.000938866,0.012060488
351.2296747,0.001972598,0.006846783,0.010243248,0.009637963,0.002258239,0.002255065,0.002283708,0.000940842,0.011209034
353.2419649,0.004454697,0.014384285,0.015403665,0.01409727,0.005020702,0.003197998,0.004521821,0.001161133,0.020564698
354.1466699,0.003424225,0.015426534,0.011206119,0.009642736,0.001092275,0.00203521,0.003239909,0.001143748,0.007358303
355.097982,0.001876518,0.007541273,0.008511481,0.002490559,0.002067306,0.001442117,0.0026609,0.001125466,0.001465145
355.1804756,0.003542001,0.007042894,0.009100431,0.003186288,0.002875416,0.002266569,0.002264426,0.001123881,0.009158534
355.2717116,0.003360791,0.008469499,0.008791349,0.006067608,0.00394239,0.003341261,0.002202117,0.001122128,0.011079465
356.1450273,0.000484608,0.002954879,0.001512638,0.019702837,0.002791299,0.002432376,0.00119594,0.001105345,0.002756727
357.1104089,0.001012566,0.006002817,0.003770555,0.007254379,0.000764715,0.000943247,0.001134575,0.001086793,0.003496403
357.2665659,0.001303736,0.003876746,0.00561747,0.004109058,0.00160518,0.001538534,0.000719265,0.001083792,0.006592316
359.1004676,0.001364255,0.005011662,0.006140072,0.00271803,0.001311069,0.001260746,0.000349031,0.00104855,0.009749421
361.140295,0.006282333,0.016005533,0.020445538,0.008597195,0.005499462,0.002503266,0.00223984,0.001523866,0.019175398
361.2293416,0.007088562,0.040627258,0.048279951,0.010586323,0.006082037,0.006264486,0.002266233,0.002332028,0.050721404
362.2622427,0.003603464,0.016475371,0.018814581,0.017997626,0.007494131,0.008323083,0.001327418,0.00712115,0.071476174
363.1315529,0.006003448,0.0100649,0.01266758,0.005721753,0.008339719,0.007385675,0.002093761,0.006086979,0.0119268
363.2564122,0.00330777,0.010803037,0.012251003,0.007596272,0.002946599,0.005329051,0.002354991,0.006059392,0.030608082
364.275114,0.000940906,0.007158829,0.006312489,0.009994229,0.002773664,0.001617859,0.000791528,0.003132552,0.040857605
365.1182368,0.001434105,0.002676839,0.004964223,0.003303624,0.004397242,0.002219969,0.002632807,0.002583825,0.005254768
365.2414758,0.002454644,0.014098236,0.014168903,0.010211323,0.002592943,0.002753057,0.003464649,0.001636669,0.020670123
366.2454245,0.00065022,0.004435165,0.003909944,0.002573042,0.001522677,0.000712006,0.001338249,0.000646605,0.007855158
367.1224208,0.001793873,0.01009527,0.012438301,0.002492728,0.002268377,0.002064357,0.002134671,0.000654611,0.00812478
367.2269302,0.002520587,0.006483746,0.006471409,0.006106858,0.001919919,0.001993693,0.003436919,0.000655565,0.010633337
368.1306091,0.00180916,0.001957887,0.003382922,0.00103005,0.000246213,0.000940238,0.002102723,0.000663814,0.001633446
369.1587572,0.003431371,0.016887762,0.020090993,0.002383065,0.002291638,0.003476872,0.00154377,0.0006732,0.008464999
369.3027986,0.002933915,0.015948472,0.015330499,0.00599208,0.004022817,0.00319753,0.001573312,3.98E-07,0.020226889
370.1414561,0.001529971,0.004406113,0.005666606,0.015622508,0.003803045,0.001625566,0.000940534,7.74E-05,0.002763253
370.3011356,0.001894014,0.006802806,0.006662507,0.00149137,0.00310297,0.001574124,0.00132394,9.21E-05,0.009343921
371.1433787,0.002388295,0.008376518,0.010546523,0.004904671,0.001643085,0.001830391,0.001541967,0.000169394,0.006762983
371.2439918,0.001671996,0.003143043,0.006008268,0.004299396,0.001575721,0.001899773,0.001627916,0.000178632,0.007723422
372.3033381,0.002217128,0.015867566,0.015064279,0.004923517,0.003518922,0.002882121,0.001144266,0.004256863,0.053913009
373.0832849,0.002400507,0.004057651,0.00352455,0.006659982,0.002759588,0.00320724,0.001077809,0.006832291,0.001281958
373.1905069,0.001467314,0.002667372,0.004288027,0.004932568,0.00256822,0.003303992,4.31E-06,0.006864243,0.004824464
373.306903,0.001704058,0.00539285,0.004879352,0.00069308,0.002137476,0.003466391,7.08E-05,0.00689893,0.024114546
374.3005596,0.000232372,0.006350065,0.003150794,0.00047228,0.000943271,6.89E-05,0.00212506,0.007195043,0.008093349
375.2168874,0.008095462,0.046616534,0.04415776,0.037037432,0.007630091,0.005300959,0.005115865,0.009955961,0.063254547
376.220162,0.003384136,0.01860132,0.017719175,0.01531729,0.00327845,0.00340465,0.002706137,0.002092425,0.025875275
377.2364556,0.012146153,0.064794662,0.063962008,0.050070302,0.010408653,0.008014247,0.008349277,0.013710973,0.088401965
378.2336519,0.002622383,0.027161823,0.026706056,0.021212636,0.004213448,0.000691351,0.005629873,0.005180766,0.037448769
379.2276887,0.003225186,0.016089384,0.016438123,0.013552537,0.002788305,0.002283095,0.002006732,0.002723993,0.023189711
380.2326765,0.000548316,0.003766628,0.003464925,0.002889585,0.001221807,0.000129116,0.000392251,0.000676218,0.006292563
381.2225712,0.002125913,0.007048125,0.006880614,0.010725982,0.002829749,0.001979208,0.00281939,0.000813829,0.013978381
383.1435304,0.002025072,0.014377458,0.015708154,0.002053714,0.001397884,0.001038783,0.001485458,0.002681178,0.00410206
383.3178206,0.001948473,0.004486527,0.004673328,0.002741471,0.00177845,0.001385462,0.001168947,0.002965919,0.005443959
384.1925975,0.00100036,0.004629027,0.004672762,0.00415356,0.000942607,0.00097499,0.000686498,0.003015457,0.001913418
385.1355216,0.001533396,0.008588291,0.009619587,0.003017326,0.001092224,0.00100755,0.000924115,0.003068853,0.002365565
385.2331862,0.001308914,0.002124242,0.003035295,0.009761381,0.001046586,0.001040609,0.000895619,0.003074384,0.001459565
387.147051,0.00164599,0.004871367,0.001406966,0.005113074,0.002151591,0.001924788,0.001212996,0.003182763,0.003391402
387.2419135,0.001453887,0.005647423,0.005631859,0.006745203,0.002057308,0.001837738,0.001258545,0.003188135,0.009265511
388.2941305,0.00167282,0.007551319,0.007016062,0.004785645,0.001019903,0.00098798,0.000847432,0.003247721,0.007030875
389.2615116,0.008882626,0.068240839,0.07979856,0.015810044,0.004867109,0.005351674,0.002495709,0.003556794,0.083453793
390.2718566,0.000837801,0.030972487,0.036283085,0.007278042,0.003532689,0.002053089,0.002675426,0.004398367,0.038027113
391.2282028,0.005640268,0.018986228,0.022067292,0.018661378,0.005274252,0.00319026,0.004134043,0.002819396,0.028561858
392.2268241,0.002823184,0.00649136,0.007120361,0.00757633,0.00116459,0.001327491,0.002195233,0.003006276,0.011009616
393.2925598,0.003542824,0.011824441,0.010832575,0.012183351,0.003596832,0.003114941,0.002098961,0.003055079,0.029866112
394.2774692,0.001012471,0.004739243,0.003600524,0.005362026,0.000831984,0.001071171,0.000979011,0.00254742,0.013431757
395.2678144,0.001740847,0.00619194,0.004766598,0.006493987,0.001503057,0.001820029,0.002816982,0.000580965,0.015920903
397.199942,0.00274492,0.011323782,0.010491758,0.011310357,0.002923266,0.002652557,0.002141952,0,0.019730871
397.3288225,0.002896226,0.006578495,0.00729175,0.002456574,0.00266221,0.002430584,0.002267279,0,0.008278079
398.2887294,0.00123384,0.002451822,0.004781478,0.003349281,0.001484918,0.001039414,0.000851522,0,0.010840461
399.1683094,0.001569826,0.008374368,0.007121957,0.001020278,0.001163567,0.000799313,0.000640671,0,0.006876618
400.3997169,0.000604377,0.004297743,0.000404421,0.003736345,0.000274922,0.000307457,0.001161966,0,0.004481187
401.2320853,0.001722082,0.006754289,0.006319118,0.00916005,0.001490052,0.001250455,0.001009132,0.001679146,0.009514912
403.0065652,0.006141175,0.006700417,0.003932455,0.002905427,0.009685956,0.002488443,0.002679967,0.007192884,0.007519666
403.2551196,0.010742162,0.064256778,0.062262122,0.057487308,0.010127664,0.00713534,0.007226713,0.013941201,0.088696181
404.2526491,0.00614121,0.028000597,0.026698074,0.025576835,0.00066606,0.002975559,0.003488985,0.00322204,0.039588452
404.9977495,0.005335664,0.010203368,0.007491423,0.0054088,0.014653037,0.000941028,0.00726116,0.001866615,0.011324427
405.25333,0.016382957,0.090485905,0.090096929,0.081013245,0.005906501,0.009921177,0.011302847,0.020631895,0.1252156
406.2677605,0.006955229,0.041613877,0.041343968,0.037779747,0.005093698,0.002373991,0.004482563,0.005546116,0.058632323
407.0024649,0.006351663,0.008944083,0.006624842,0.004186943,0.004332731,0.003559274,0.00311448,0.005862779,0.01002926
407.2659029,0.004728945,0.02339783,0.023082296,0.02097603,0.004275076,0.003180889,0.003291569,0.001652796,0.032951579
408.2692505,0.001324868,0.007419656,0.007642529,0.006897161,0.001735162,0.000833877,0.003789256,0.00174821,0.012116714
409.1578229,0.002783101,0.006599775,0.007799448,0.006996693,0.001142404,0.004351439,0.002493965,0.001613635,0.006001772
409.2635152,0.002166106,0.000453101,0.003929188,0.007169984,0.001025966,0.005565366,0.002757424,0.0016093,0.012384711
413.0665902,0.000703297,0.002540495,0.001837241,0.00586979,0.00067479,0.001282525,0.000868087,0.001453341,0.00235571
413.2471501,0.000794187,0.000720232,0.001356957,0.003289788,0.000670857,0.000705348,0.00109137,0.001445936,0.003888018
414.2759567,0.000952793,0.003878531,0.0053096,0.00039849,0.000724635,0.001150704,0.000679469,0.001403746,0.003240932
415.040177,0.000645355,0.004167009,0.002428091,0.002189678,0.000429025,0.001153322,0.00094201,0.001372406,0.004655581
416.2482097,0,0.001752237,0.003633646,0.005952538,0.002084586,0.000625759,0.00273062,0.002067973,0.012211965
417.234138,0.003729158,0.011008736,0.008638376,0.013378264,0.002080459,0.001842176,0.002605427,0.003298459,0.011219083
418.2438173,0.000557415,0.002136782,0.00157842,0.005437001,0,0.000489382,0.002697451,0.004193009,0.00391037
419.3021606,0.005202316,0.023884505,0.024129412,0.029116359,0.003947816,0.003336861,0.003518424,0.004774043,0.033439834
420.263651,0.002233549,0.010728651,0.010601521,0.012857337,0.002312517,0.002984378,0.000476976,0.000983707,0.014845073
421.1747906,0.004781521,0.013696314,0.015660404,0.00711434,0.002885293,0.004201747,0.002706353,1.15E-05,0.014133321
421.2598163,0.003660035,0.013735759,0.013435377,0.01609762,0.0027012,0.003371286,0.002534138,0.000112858,0.016004779
422.1996985,0.000933788,0.005387842,0.005711447,0.006083368,0.001164839,0.000479017,0.003103384,0.000153627,0.004689484
423.1690123,0.001100905,0.009046908,0.010440024,0.006610914,0.00045113,0.001100245,0.00129143,0.000157596,0.007867038
425.1704757,0.001627957,0.005610416,0.006745899,0.004379996,0.002490675,0.001444966,0.001370008,0.00016579,0.007020738
427.1499442,0.00109686,0.006135769,0.006785218,0.003789658,0.000902198,0.001428372,0.000654801,0.000173895,0.003353349
428.8986024,0.000798148,0.005999536,0.006330334,0.004235327,0.000913393,0.001171022,0.000760059,0.000181055,0.007055213
430.89282,0.000375692,0.005281587,0.004062678,0.003619417,0.002937015,0.00209755,0.000901516,0.00018922,0.005855272
431.2152677,0.002761339,0.010126002,0.013470365,0.004081879,0.002708501,0.00253569,0.001208507,0.00019054,0.013415022
431.3041293,0.002937436,0.009824995,0.008442186,0.005951318,0.002196962,0.00243245,0.001185902,0.000351065,0.012937127
432.2203361,0.001980074,0.002623062,0.004706517,0.0011953,0.000244335,0.000941774,0.00069859,0.000458226,0.004977539
432.926756,0.003014384,0.002446083,0.001883377,0.002187866,0.004081968,0.002366141,0.001920794,0.000523367,0.001913478
433.2850738,0.00496795,0.013827525,0.012979623,0.01213165,0.003967597,0.003601034,0.002313753,0.000773414,0.018723718
434.3111446,0.002949989,0.00729668,0.007580834,0.005224828,0.001546422,0.00051115,6.44E-05,0.000735147,0.011307041
435.2306059,0.002482516,0.009739321,0.009906754,0.011911673,0.002037522,0.002110839,0.001182625,0.000714461,0.011374607
436.2485142,0.000630194,0.003186612,0.002745927,0.004373861,0.000960169,0.000993615,0.002166471,0.000114154,0.00238592
436.998178,0.001499685,0.00318915,0.001006085,0.001645193,0.002656845,0.00185058,0.002249522,9.47E-05,0.003499818
437.2632025,0.001374737,0.005946037,0.00439112,0.01000062,0.002063214,0.001746095,0.001828614,8.78E-05,0.017170051
438.9978211,0.001441421,0.006923158,0.005547116,0.004452932,0.001842778,0.001437618,0.001344153,0.000748219,0.009213228
440.9929798,0.001686789,0.006525808,0.005531114,0.003975477,0.001588062,0.001130046,0.001461734,0.000805193,0.00799144
441.2854278,0.001198947,0.00309983,0.00479562,0.007725598,0.001531324,0.000817205,0.001648751,0.000813544,0.008487667
442.488502,0.000919037,0.004927062,0.000399681,0.001807472,0.002574061,0.000341396,0.001479888,0.000847899,0.001667184
443.2235465,0.000694508,0.000326472,0.002198409,0.018483247,0.001659756,0.000496404,0.001148126,0.001473476,0.01096243
444.3811364,0.000398961,0.004854137,0.000195736,0.008342957,0.000349239,0.00029143,0.000253675,0.001553516,0.002800354
445.2532972,0.000592603,0.003931975,0.007150423,0.002066849,0.000660151,0.000250225,0.000445427,0.001613821,0.004376371
447.17418,0.001643653,0.003612068,0.005813407,0.004682127,0.001932905,0.00185352,0.001410254,0.00174664,0.011318209
447.3270609,0.001548393,0.00330434,0.003435122,0.004617454,0.001888852,0.001504634,0.001160156,0.001757211,0.013699994
449.1662281,0.002783347,0.011893588,0.012683616,0.012630539,0.00388133,0.003811724,0.002521839,0.001884379,0.04014933
450.2168811,0.000589078,0.002568047,0.00269448,0.004942884,0.002015615,0.002472254,0.000979142,0.002473765,0.018346209
451.2281112,0.000855215,0.003421207,0.002265167,0.005710319,0.001009974,0.001862772,0.001272399,0.002425179,0.019574154
453.2414171,0.000637099,0.000869943,0.001318819,0.02474619,0.001619463,0.000583698,0.002122705,0.001357411,0.01629683
455.2271873,0.000928136,0.002456668,0.002412608,0.004044632,0.001123273,0.000724905,0.000842169,0.001118215,0.007439606
457.1950571,0.000652873,0.002468528,0.001633655,0.00104144,6.83E-05,0.00078068,0.000120566,0.001275878,0.001546526
459.1901082,0.001278588,0.005818687,0.008066478,0.005264542,0.002469958,0.002449476,0.000841701,0.001435719,0.031756827
461.3013545,0.0021444,0.006210974,0.005834938,0.006651366,0.001581276,0.001202725,0.001514151,0.001604869,0.007573187
463.2878197,0.003289703,0.012076775,0.01059516,0.006281503,0.002906679,0.002419766,0.00194688,0.001764022,0.01063137
464.1679058,0.003447169,0.006459026,0.006620261,0.005845807,0.002509146,0.001045341,0.002762551,0.001834533,0.007435162
464.8994013,0.001641752,0.00347618,0.005830809,0.003372076,0.003485038,0.001822078,0.002345969,0.001893139,0.003577448
465.3688417,0.001577925,0.009409169,0.009941008,0.002189636,0.002805829,0.002095316,0.00201215,0.003716926,0.006378128
466.9072114,0.00138606,0.003331084,0.005544572,0.003096379,0.001243583,0.001068491,0.000992198,0.003822824,0.003920289
467.2506969,0.001025281,0.001666174,0.00185568,0.002306772,0.000351464,0.000610727,0.000925636,0.003846469,0.005688857
469.2971282,0.000900108,0.002121124,0.002976363,0.002200891,0.001451793,0.000921818,0.000994316,0.003987341,0.002922447
471.3176882,0.000811657,0.002122636,0.003743668,0.003222024,0.000578879,0.001428459,0.000456416,0.004126432,0.002740176
472.5832717,0.001649763,0.001680466,0.001676001,0.000858996,0.002196414,0.001967151,0.001688747,0.004213553,0.001732683
473.3485278,0.005136077,0.033929827,0.034913204,0.029693677,0.005741207,0.005919857,0.004100409,0.006791542,0.044361502
474.3514303,0.002854027,0.017494703,0.017848513,0.015366108,0.004477962,0.00236574,0.003694258,0.001178583,0.023356234
475.3284303,0.000787607,0.006185845,0.006024526,0.009818832,0.002062236,0.001678932,0.001471277,0.001101157,0.013761976
476.3643553,0.001507341,0.003563288,0.004755001,0.002328111,0.000873697,0.000341536,0.001552121,0.001045163,0.004977081
477.3682053,0.000623955,0.001412223,0.00173802,0.003433915,0.000818018,0.000137993,0.000900439,0.000990904,0.003056393
479.4102553,0.000542413,0.001876773,0.001854745,0.002021488,0.001141217,0.000451993,0.000854478,0.000880528,0.005517459
481.2423914,0.000349523,0.000907915,0.001439954,0.002406853,0.00048768,0.000563188,0.000871628,0.000781498,0.005096964
483.3231303,0.000783928,0.001560016,0.001447985,0.005601181,0.001221135,0.000660151,0.001028114,0.00066903,0.010845478
485.272002,0.000953358,0.005929605,0.005150893,0.005038178,0.002080063,0.000750965,0.001515456,0.000548798,0.009173767
486.9859248,0.000171864,0.000364614,0.001795189,0.005638747,0.000554504,0.000615246,0.000382681,0.000556734,0.001679357
489.3349803,0.000522891,0.00382143,0.005170307,0.008020726,0.000844474,0.001203801,0.000853659,0.000567575,0.006434088
491.3152964,0.000679066,0.002144726,0.00112581,0.003879762,0.000673055,0.000615051,2.87E-05,0.000527395,0.003357854
493.2927631,0.000390073,0.002391116,0.000430019,0.002453962,0.001044174,0.000193501,0.001224592,0.000487273,0.003523452
494.2463105,0.000220215,0.000402978,6.69E-05,0.015203763,0.00215875,0.000176902,0.001225292,0.000467926,0.010093927
495.3067053,0.000417718,0.002378477,0.002099149,0.007016245,0.000524353,0.000230177,0.000829021,0,0.003356865
497.3394053,0.000644972,0.004215826,0.001878342,0.004918505,0.000460574,0.000285422,0.00057369,0,0.004152348
499.2655803,0.000301095,0.002246525,0.002676673,0.002785204,0.000835879,0.000797287,0.00180841,0.000356277,0.004958727
501.1997803,0.001188156,0.00734517,0.009211883,0.007608173,0.002116704,0.001742454,0.000430361,0.000370521,0.008786936
502.3725803,0.000480678,0.00302268,0.003446079,0.003222845,0.000325982,0.001039626,0.001262892,0.000379159,0.006722518
503.3073964,0.000455394,0.001725554,0.001209424,0.009521733,0.000168719,2.73E-05,0.001025747,0.000386043,0.002290953
505.3633581,0.000532083,0.00078098,0.001689607,0.003559565,0.000554152,0.001022105,0.000501936,0.000401185,0.003251336
517.4954567,0.000564832,0.00240733,0.002195959,0.001029435,0.000300432,0.000467214,0.000738207,0.000490534,0.002390329
521.3735248,0.000492258,0.002355395,0.004271405,0.002085731,0.000701847,0.000594431,2.51E-05,0.000519095,0.002628603
523.2884298,0.000403111,0.003304858,0.000788873,0.002975977,0.000177598,9.25E-05,0.000509539,0.000533197,0.001785793
524.9984234,9.90E-05,0.001317625,0.001646117,0.000507899,0.00025508,0.000112683,0.000674105,0.000545791,0.003175371
527.3085553,0.00013733,0.001468255,0.001550444,0.005681098,0.001756376,0.000490279,0.001079056,0.000562804,0.0085429
528.4766105,0.000810528,0.000286963,1.54E-05,0.006481532,0.001997219,0.000540008,0.001021625,0.000571407,0.009109387
529.3276553,0.000753929,0.002273328,0.001770911,0.002966286,0.000957165,0.00042634,0.000506242,0.000577674,0.004350213
531.3075098,5.46E-05,0.001487808,0.001937788,0.003574066,0.000401292,0.000157848,0.001249114,0.000592255,0.001085399
533.4809932,0.002801434,0.014990933,0.014412127,0.006703065,0.002441269,0.002033836,0.001233143,0.000995303,0.017978518
534.5045616,0.002014787,0.008161066,0.007785918,0.00250881,0.001765299,0.002340109,0.000659006,0.001057188,0.009937874
535.5043053,0.001318404,0.009904645,0.011068147,0.00315345,0.001422275,0.001118351,0.000557281,0.001065477,0.011129609
545.5257567,0.000784121,0.002106541,0.001493972,0.000847083,0.000742261,0.000660041,0.000428062,0.001148563,0.00216209
549.4830303,0.001229069,0.005426461,0.005873408,0.002191568,0.001629804,0.001049764,0.000402969,0.001181372,0.007805644
550.4706803,0.001088184,0.001456757,0.001696173,0.003778918,0.001504144,0.001002029,0.000579076,0.00118956,0.001914626
551.8537303,0.000713391,0.003169164,0.00212123,0.002662796,0.000972072,0.000518719,0.000980846,0.001201027,0.0033934
553.3062581,0.00062263,0.000823081,0.001533581,0.004562134,0.000849991,0.000613639,2.49E-05,0.001213069,0.005082151
556.3616341,0.000591989,9.21E-05,0.000195522,0.009922895,0.001457849,0.000455303,0.002995568,0.001421407,0.008633404
561.548762,0.004146418,0.020329389,0.019076022,0.009840694,0.002707087,0.002451968,0.002737703,0.001096593,0.025258608
562.5305398,0.005030083,0.011520789,0.011338683,0.004910186,0.000547392,0.00276173,0.00234247,0.000884432,0.014540083
563.5335303,0.004381051,0.013213278,0.014471098,0.005783882,0.001771175,0.001586672,0.001764141,0.000878167,0.01498255
564.5390803,0.001753473,0.00789137,0.008137018,0.002236061,0.00156791,0.001570113,0.000879017,0.000871887,0.008900554
565.7151553,0.00059566,0.001953069,0.002521535,0.005750748,0.00056756,0.000657233,0.000505533,0.000864541,0.001801986
569.614074,0.00232924,0.007055042,0.004684675,0.004175255,0.001751883,0.001619051,0.000722452,0.000840188,0.007965546
571.4770303,0.00119558,0.007301277,0.004878746,0.003863735,0.001479868,0.001068238,0.000928387,0.000828552,0.00754849
577.5136053,0.001640593,0.008352824,0.007707584,0.00440297,0.00113132,0.001138578,0.000801828,0.000790847,0.010538697
578.5148298,0.00138428,0.003799634,0.00296419,0.001891122,0.000822016,0.001043952,0.000766839,0.000784593,0.004885457
579.5172567,0.000706675,0.001454462,0.001384939,0.000527331,0.000217935,9.61E-05,0.000643042,0.000778332,0.002774768
593.5030803,0.000719208,0.0035916,0.003713588,0.001937978,0.000414913,0.000508867,0.000651486,0.000690976,0.004157021
597.4904553,0.002415124,0.01051644,0.00726157,0.006937543,0.00157402,0.001714239,0.001280334,0.000541702,0.01195937
598.4350096,0.002913,0.005669489,0.001100359,0.003197707,0.000749498,0.001566729,0.001486305,0.00053526,0.006768745
599.5089303,0.00170201,0.011302216,0.007572654,0.006177748,0.001994106,0.001430013,0.001560186,0.000531654,0.012294317
600.4503446,0.001473696,0.00487299,0.000908012,0.004849931,0.002759561,0.001645952,0.001046507,0.000528493,0.014295308
603.5108234,0.000289806,0.001345051,0.001433481,0.000503655,0.000891679,0.000241868,0.000653911,0.000358893,0.001884959
607.52139,0.000296771,0.002039102,0.001752913,0.000534902,0.000304535,0.000214059,0.000272914,0.000343548,0.002329618
613.4358631,0.000389831,0.002029326,0.000171639,0.001879836,0.000236647,0.000302526,0.00057753,0.000320919,0.003608933
618.6732581,0.000314062,0.000854353,0.001315567,0.002180701,0.000153193,0.000245652,0.000722469,0.00030088,0.00162218
631.5481567,0.000326287,0.001338079,0.001800752,0.00060728,0.000480227,0.000158284,0.000375306,0.000265174,0.002812636
646.0549248,0.000155084,0.000421614,0.002843561,0.008392168,0.00059086,0.00024112,0.00103302,0.000331534,0.002937671
653.3658567,0.000978827,0.005548306,0.006899076,0.003763296,0.001031452,0.00174822,0.001233397,0.000810079,0.014404435
654.3885367,0.000851709,0.001256599,0.001693875,0.000895326,0.00065624,0.001858833,0.001776746,0.000820781,0.007446045
668.3915553,0.000431428,0.00539849,0.004895761,0.004597007,0.000586749,0.001162185,0.001242264,0.000967308,0.006522899
671.4133208,0.004370902,0.026670683,0.024382743,0.009902192,0.003073074,0.003600396,0.001608478,0.00148255,0.027859612
673.3184553,0.003683775,0.01582821,0.012346831,0.005321606,0.002259962,0.001062082,0.001206798,0.001496382,0.013849844
674.3854803,0.000604099,0.007772051,0.006924595,0.002630344,0.000943632,0.000809098,0.00086378,0.001504129,0.008020561
681.3753351,0.003465445,0.024064606,0.030189384,0.003571628,0.002371026,0.003054879,0.001526166,0.001554879,0.031420696
688.5602098,0.002690065,0.026509731,0.011844724,0.010562262,0.001648652,0.0025986,0.000754843,0.001607044,0.000456774
689.5157567,0.002566739,0.016652676,0.006773523,0.004234794,0.001357842,0.002992767,0.000151141,0.001613982,0.004522405
691.4821964,0.001740205,0.001575513,0.000853616,0.00458651,0.002535338,0.001591287,0.000728285,0.001628259,0.016536731
693.5553803,0.004909577,0.02351295,0.017085604,0.013135271,0.004480764,0.004123002,0.002815226,0.001504851,0.025272312
694.654855,0.00612533,0.01487716,0.010354375,0.007355032,0.00455688,0.004261022,0.003097252,0.00186813,0.015796947
695.5534053,0.004749798,0.013031213,0.008763351,0.005950526,0.002289852,0.003789497,0.002974666,0.003926352,0.014047565
700.5570765,0.001842805,0.021255908,0.008323464,0.001672092,0.000929165,0.001846733,0.000315645,0.004014514,0.000455299
702.5784757,0.002732342,0.02537713,0.024496501,0.024560629,0.003885295,0.005070136,0.000496494,0.00405013,0.000118797
703.5887964,0.002065902,0.01592155,0.014202653,0.015352625,0.003660964,0.004473438,0.000514814,0.004067931,0.002907957
713.2504053,0.000954107,0.002051809,0.003696347,0.005185099,0.001072107,0.00058481,0.001053492,0.004238163,0.002123519
714.5723432,0.001434792,0.015774786,0.0109369,0.008178623,0.001304888,0.002319379,0.000956388,0.004261455,0.000325807
719.5547098,0.001686922,0.024309917,0.015641717,0.011634336,0.004403623,0.00340162,0.001561385,0.004349241,0.00016836
721.5853004,0.012923612,0.056115262,0.039185345,0.024039163,0.007796857,0.003680694,0.005031697,0.006417075,0.060371641
722.6617162,0.011759764,0.035972509,0.025062317,0.01522304,0.004589926,0.004599296,0.005811916,0.003384465,0.03906147
723.5519016,0.008512996,0.031404211,0.021956107,0.013180711,0.005476031,0.005413373,0.005251225,0.003701968,0.034217688
724.5893765,0.005061757,0.020418144,0.014099958,0.008438845,0.004493126,0.004375184,0.000892706,0.002924571,0.0221333
728.5913432,0.000588605,0.00934424,0.017505116,0.010828833,0.001525816,0.002416738,0.000525643,0.003277722,0.000979312
