"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"150.010025",0.22625518616953,5.05833012634052,0.719153045018625,20.4315277365421,0,1.72759883361839,15.135819265676,0,0
"150.236666666667",0.457507654771307,0.489812665929575,0.665870785233695,0,0.773118845984479,0.377295998686213,0.329243818021852,0,0.642495610720821
"150.352933333333",0.171546566158592,0.349305266665601,0.028571627789775,1.98936719568603,0.812344454348827,0.147767393211159,0,0,0.854564747234594
"150.654433333333",2.15225029702225,0.88736364345963,0.438162443439935,2.83304707269972,0.00936103872251076,3.24895176611344,2.60868701202134,0,0.249079304207748
"150.8854",3.18899203519106,2.88979655915309,0.805737516874559,0,3.38466020040705,6.07180515262174,5.38761181955818,0,0
"150.975228571429",2.98098641245907,3.18900063426909,8.02928863942155,25.7043259691802,6.26245300056627,6.09133851612864,6.23432112117563,1.52162886659143,29.4021088454435
"152.01384",0.0168581493788605,2.08370387758746,0.352667904308938,6.38768421925359,0.315278147015785,0.641257056229925,2.5772107983765,1.08944528262689,0.932500800182107
"152.4767",0.0714612061682025,0.53956508133176,0.351345537329028,0.460142001926955,0.00440378721949648,0,1.75493209031418,0.89684149629164,1.16852334974114
"152.724766666667",0.124366447233077,1.31094179120679,0.937016499498736,2.17186261585147,2.5984849948513,0.476030292952377,3.7150334645816,0.793616807911509,0.781326776754698
"152.998675",1.48050522457285,8.68281653779337,12.9509190134285,71.9276047999148,4.79612942362122,4.91186502862707,5.34065292172386,0.0422419416088482,11.2612931971667
"154.1513",0.41089143856918,0.00595438565685713,1.3289198383381,0.883046704868453,0.0161006643105475,0.938526452090939,0.778006561215924,0.117590282719556,0.966752853696148
"154.523633333333",0.274978269484113,0.935732955562452,1.03433525219464,0,0.175488571964706,0.189210074367705,0.0742555451879346,0.141930114847839,1.11166945595655
"154.7823",0.117035457893623,1.01996921860288,1.98905923802516,0.216633240344444,0.572641247104009,2.76777749619509,1.1038753833845,0.158839434213629,0.790080103185979
"155.12445",0.00414252853549393,1.81476502812232,0.508232295492203,0.46525238538924,0.449452487140023,1.81681448037021,3.28859199237395,0.18120614924326,0.711937008377656
"155.894633333333",0.388329064639909,0.525276943282,1.45085947352554,4.62986943175312,0.573678582317023,0.720150741125928,0.324010916680015,0.231553865558416,0.826989010907471
"157.088725",0.105198288771597,9.41899477952946,0.0356964741458511,18.823292883019,0.0456999670483863,4.6895154113701,16.8123617326782,0.309612927454071,0.526885310438358
"158.1329",0.076410617038664,6.55934092633528,0,6.38365120914816,0.174116524316252,0.531169412325975,3.70322022942509,1.40221971261568,0.244274646386352
"159.0773",0.277761321617777,2.34028963242479,2.5895444250279,6.76940049944031,0.00369186793121113,1.53021645279683,0.112773492985764,1.5018270500594,0.348290374957679
"161.0457",2.16586203746557,9.73712575570264,4.12543052936397,52.9080224371956,2.28906656948132,8.5015327533242,2.38092266716705,1.70943726080084,0.670883153044899
"162.92632",3.6050954060994,9.79563861657911,4.33662070949467,28.2567740947316,8.48099972818199,11.7229815249613,5.51574627855904,1.90778917836057,0.861598462807935
"163.024025",2.14222998263161,8.10024540097183,3.94434781601644,61.0127123847027,8.56922723964497,11.4058347638528,5.47642097348637,1.91809427673514,1.64184758757803
"164.899266666667",8.05456248836447,11.0100827768369,11.9895895284006,13.6280322499191,21.1801161655277,9.07647399834711,8.40598693742332,1.62382744747001,0
"164.96986",9.21517355771782,6.92745118580467,20.69417718935,8.11126726728088,26.8316873995112,11.1289832233088,9.24969816880432,1.61274015867289,10.725361670345
"165.02005",4.21452113413002,3.20799324313234,4.02073398278587,28.1484266806714,27.5611903105003,10.117853968774,9.59491273037279,1.60485738846707,6.78917245551547
"166.0527",1.12838958091484,5.68920801457205,5.6921901146227,6.20310518079265,6.75586015735984,2.41448928678776,0.951341764456739,1.44267084427408,10.1097546452252
"166.860366666667",4.93704833993697,31.9151637791558,10.3345248119284,2.79042863481795,5.52216479125947,3.01332661416505,8.64073643918105,1.31581986327704,7.32842714254274
"167.0021",11.5633607289579,16.2267536665222,35.9500613328284,58.7077286467862,28.8696780749745,10.6249122920649,10.2200928802235,2.82447974022053,50.8038661918957
"167.0163",12.0679159529654,0,0,30.8831290538805,29.2202352400701,11.1493923331368,10.1757937960873,3.7619898876285,2.12835638693796
"167.07088",6.55428506810894,10.6126095246699,12.60854653968,24.3970416781749,21.7315941877268,8.70751902158035,10.728156678601,3.76146036032944,18.88093333294
"167.107633333333",2.48839352482841,6.7491824589407,4.12217932347929,6.29177129140915,7.16882703608365,7.37360741348985,9.07459472009629,3.76110378478287,5.14342644389403
"168.0305",4.52903971746749,8.78868316205734,1.13764532444094,15.5928082507754,4.2419965291117,2.70086706185364,2.89211629861104,3.75215026529957,7.99255414163453
"168.8503",5.30124062081751,34.6346275123921,0,61.1592506031998,5.6130405683054,10.9692804633014,15.7932769588673,3.74419668377201,9.51294201555049
"168.960166666667",24.3017320401362,47.0219545069657,37.6628379534092,31.6840071847529,8.83794589963892,15.3698629234536,20.3506374173768,3.74313077319565,56.3942507802929
"169.012325",25.1961662860946,23.3928532623011,4.21402698025091,28.7240086713163,5.46383620492149,20.9719470933361,16.6858856943236,4.9936866579442,10.1892292459814
"169.0505",23.34113992632,29.4225944676369,7.17511553713461,36.1909815961286,3.42022805988138,20.7530915412912,12.546637292739,5.45110860502075,30.7439626163303
"169.085975",21.997882586838,43.7703196324088,20.4509060800002,31.8856196736723,5.49243782392444,15.5949721085649,8.21396305769564,4.01869767453315,51.6515956493078
