"","V1","V2","V3","V4","V5","V6"
"150.012766666667",0.237466148264248,5.05833012634052,0.719153045018625,15.135819265676,0,0
"150.236666666667",0.457507654771307,0.489812665929575,0.665870785233695,0.329243818021852,0,0.642495610720821
"150.5027",0.534857288401143,0.822046245213976,0,0.332765265262149,0,0.535738023964717
"150.57945",1.72283954400361,1.03101938718025,0.0531729437408635,0.895115448018687,0,0.290813753078278
"150.65945",2.16232527945811,0.88736364345963,0.438162443439935,2.65928443786961,0,0.259809934003929
"150.8854",3.18899203519106,2.88979655915309,0.805737516874559,5.38761181955818,0,0
"150.98145",2.91262836948936,3.18900063426909,8.02928863942155,6.23432112117563,1.51904002612307,29.4021088454435
"151.1531",1.33008315675529,0.888113195153735,0.0447215839760032,3.32002234348585,1.44761359064702,0.443038031319473
"151.37735",0,0,0.461758320392971,0.822067032734347,1.3542994155494,0.692017452963197
"151.5974",0.350713890311832,0.507062487020232,0.338813140439966,1.16995593770949,1.26273293068774,0.219678296849272
"151.8247",0.310008062817156,0.364068338901403,1.02591535991593,1.7149215722603,1.16814959958546,0.0489754911000404
"152.008425",0.0157241909258679,2.08370387758746,0.352667904308938,2.5772107983765,1.09169855468108,0.932500800182107
"152.40155",0.0603474626329746,0.421575393969039,0.838282389975324,0,0.928112668013316,0
"152.4767",0.0714612061682025,0.53956508133176,0.351345537329028,1.75493209031418,0.89684149629164,1.16852334974114
"152.724766666667",0.124366447233077,1.31094179120679,0.937016499498736,3.7150334645816,0.793616807911509,0.781326776754698
"152.986266666667",1.33314894443398,8.68281653779337,12.9509190134285,5.08518585112272,0.119250965832558,11.2612931971667
"153.075",1.48050522457285,0.601925330497465,1.56399327720713,5.34065292172386,0.0472313892915503,0.0986842989783948
"153.26805",1.19524604412858,0.60328779378173,0.811790172343534,3.29668765583676,0.059851276289856,0.524748928871682
"153.47",0.013163017232605,0.872468075788305,0.532642717199964,0.424040052341094,0.0730529659003608,0.00750119408912853
"153.87485",0.00144578663436445,0.934770859642707,0.0813704605684539,0.679090940474179,0.099518447647391,1.9242020212269
"154.1513",0.41089143856918,0.00595438565685713,1.3289198383381,0.778006561215924,0.117590282719556,0.966752853696148
"154.523633333333",0.274978269484113,0.935732955562452,1.03433525219464,0.0742555451879346,0.141930114847839,1.11166945595655
"154.7823",0.117035457893623,1.01996921860288,1.98905923802516,1.1038753833845,0.158839434213629,0.790080103185979
"155.12445",0.00414252853549393,1.81476502812232,0.508232295492203,3.28859199237395,0.18120614924326,0.711937008377656
"155.34535",0.00178128143121823,0,0.948396771594552,3.04669753169002,0.195646620820187,1.57254628935808
"155.858866666667",0.418876540948535,0.973680466369558,1.45085947352554,0.437069339073858,0.229215759929663,0.826989010907471
"156.3519",0.0678719814587667,1.37432646352842,0.455898630470144,0.156514694307894,0.261445881416637,1.19703196296633
"156.53705",0.343335864338446,1.36716373608726,0.752246157907057,0.437311507391566,0.273549336882766,0.0154584972011394
"156.7744",0.233961743364208,1.29661835695222,0.695548764156747,0.0589823580531815,0.289065162726061,0.247869883696502
"157.0908",0.106291223803266,9.41899477952946,0.0352736387877674,16.8123617326782,0.309748572445117,0.422303043272837
