m/z;Intensity
182.6678;4.1
182.7443;4.1
182.8075;4.8
182.8973;4.4
182.958;47
182.9966;1394.8
183.0045;142
183.0121;2850.1
183.0216;140.7
183.0297;486.1
183.0566;4.6
183.0659;721.5
183.0825;4.7
183.0919;4.5
183.1023;2277.2
183.1386;473.1
183.2478;4.2
183.7751;4.7
183.9692;4.5
183.9815;4.8
184.0155;139.8
184.0251;41.8
184.0335;42.5
184.0613;62.9
184.0738;23.9
184.1055;104.9
184.2258;4.6
184.312;4.9
184.3289;4.5
184.4198;3.9
184.4472;4.1
184.5125;4.3
184.5603;4.2
184.6052;4.1
184.7107;5.5
184.9083;4.7
184.9658;4.8
184.9761;79
184.9854;100.5
184.9912;170.5
185.0091;337.1
185.0453;853.2
185.0566;231.7
185.0816;1640.4
185.0884;9.5
185.1179;1553.5
185.1543;6689.9
185.1654;4
185.3066;5.1
185.35;4.6
185.5;6.4
185.6184;4.6
185.6593;4.5
185.7011;27.2
185.8201;4.3
185.8585;4.5
186.0404;141.4
186.0771;130.8
186.0849;36.4
186.1212;29.8
186.1576;556.1
186.1671;4.8
186.2685;5.1
186.2838;4.4
186.3766;4.2
186.4408;4.2
186.6765;4.5
186.8042;4.8
186.8464;4.7
186.8639;4.3
186.9647;5376
186.9852;17.5
187.0245;751.4
187.0609;981
187.0973;2121.6
187.1335;233.9
187.1687;6.1
187.2319;4.4
187.2445;4.8
187.2969;12.8
187.6036;5.4
187.7606;4.4
187.9682;27.9
187.9848;7.9
188.0299;4.2
188.0352;7.1
188.0563;231.5
188.0855;3.8
188.0928;49.9
188.1005;9.2
188.1441;5.2
188.1885;5.2
188.226;4.3
188.3346;18.8
188.4263;4.9
188.4414;4.8
188.5273;4
188.5757;4.3
188.6671;814
188.8277;4.8
188.9272;4.8
188.9803;105.1
188.9992;189.3
189.0038;181.9
189.0085;44.6
189.0403;888.7
189.0767;302.1
189.0909;17
189.1935;5.3
189.265;4.6
189.4116;4.8
189.4316;4.3
189.4924;3.8
189.6442;4.9
189.8725;4.3
189.9296;8.9
190.0136;5
190.0673;5.1
190.1033;12.8
190.3298;4.3
190.4324;35.6
190.4363;4.4
190.5256;4.7
190.6192;4.4
190.6527;37.5
190.6734;4.7
190.7238;4.4
190.7929;4.4
190.8377;4.1
190.9591;4.2
190.9715;4.9
190.9823;12.3
190.9982;6.4
191.0195;19618.2
191.056;399.8
191.0709;86
191.0912;4.3
191.1073;299.2
191.3618;4.9
191.3648;5.9
191.3666;4.9
191.3992;5.2
191.4389;4.3
191.5283;4.4
191.5935;4.6
191.6042;39.5
191.7544;4.3
191.8622;4.2
192.0228;1081.3
192.0387;4.6
192.0576;4.1
192.0783;5.2
192.2304;4.7
192.2993;3.7
192.3017;3.7
192.3405;4.6
192.5301;4
192.6682;4.6
192.6987;4.9
192.8513;4.2
192.8898;4.4
192.9575;787.2
193.0174;69.1
193.0239;137.2
193.0352;497.8
193.0504;145
193.0716;700.7
193.0868;356.2
193.0992;5.5
193.118;5
193.1209;4.8
193.1234;5.4
193.1657;4.5
193.1784;38.9
193.1847;3.9
193.2607;11.9
193.3348;4.3
193.4556;4.3
193.4771;4.5
193.6124;4.3
193.6796;8.3
193.7614;4.7
193.8303;4.2
193.8384;20
193.8999;4.9
193.9504;5.5
194.0439;50.4
194.0486;22.5
194.0502;20.3
194.0531;12.8
194.0818;113.6
194.1853;44.1
194.3533;4.7
194.3691;8.5
194.546;4.2
194.5714;4.4
194.6699;18.2
194.7105;4.3
194.8465;4.9
194.8598;146.2
194.8768;51.1
194.9066;3.9
194.9274;42
194.9368;2650.8
194.9463;11282
194.9699;52.1
194.9967;1440.3
195.0117;26.1
195.0174;39.5
195.0314;354
195.066;307.1
195.1026;127.6
195.112;4.2
195.1389;697.7
195.3055;4.4
195.3107;4.3
195.4109;4.2
195.4458;4.3
195.4856;5.3
195.6266;4.9
195.701;4.2
195.8095;4.9
195.8254;4.4
195.9937;4
196.0199;40.2
196.0261;4.5
196.0612;21.5
196.0689;6.2
196.1496;4.9
196.2578;4.1
196.3269;5.4
196.3607;3.9
196.5531;4.4
196.582;4.4
196.6958;11.6
196.8425;1253.3
196.8568;30.3
196.8893;30.7
196.9507;62.5
196.9647;6.1
196.9758;184.5
196.9854;55
197.0119;601.7
197.0216;245.6
197.0274;224.2
197.0453;361.2
197.0638;4.4
197.0816;1150.9
197.0967;130
197.1179;299.4
197.1542;816.4
197.1727;3.9
197.2466;4.3
197.3279;5.5
197.3539;5.1
197.4448;4.9
197.5922;4.3
197.8079;4.3
197.9214;4.9
197.9825;4.1
198.0039;46.2
198.0187;5.2
198.0304;6.3
198.0403;75.4
198.0886;5.5
198.1117;39.6
198.1576;22.5
198.1775;4.1
198.3131;4.4
198.3261;27.5
198.3568;4.9
198.3894;3.9
198.3985;4.9
198.4086;4.8
198.632;4.3
198.7021;5.4
198.7096;8.3
198.7258;4.8
198.7776;4.6
198.8395;750.3
198.9395;17.3
198.9464;4.8
198.9644;106
198.9914;147.4
199.0069;264.9
199.0246;388.5
199.0438;33.8
199.0475;49.6
199.061;723.5
199.0722;3325.1
199.0972;1272.1
199.1335;694.9
199.1561;18.4
199.1698;34581.9
199.1784;180.6
199.2106;113.5
199.2798;31
199.2922;40.1
199.3129;4.5
199.3271;4.9
199.3781;4.3
199.4104;4.9
199.4538;4.7
199.5644;3.9
199.6356;4.3
199.6654;4
199.7999;4.4
199.8647;4.4
199.867;5.4
199.8687;4.2
199.9874;6.2
200.0412;4.9
200.076;49.3
200.0927;500.5
200.1;26.3
200.1157;4.7
200.1258;4.8
200.1371;4.5
200.1732;3942
200.2572;5
200.3217;4.4
200.6852;4.7
200.7309;4.8
200.733;5.1
200.7355;4.4
200.8373;62
200.9189;4.4
200.9803;1929.1
200.9859;360.8
201.0035;146.2
201.0402;710.4
201.0513;58.2
201.0766;732
201.1128;1086.7
201.1494;21.2
201.1767;52.8
201.4809;4.1
201.6755;22.8
201.7914;4.4
202.0143;4.5
202.0352;120.4
202.0467;31.7
202.0721;165.7
202.1154;9.1
202.2656;14.3
202.3391;4.6
202.373;4.4
202.4767;4.5
202.4851;4.7
202.5743;4.5
202.6048;3.8
202.6839;6.1
202.7008;4.3
202.7067;30.2
202.7838;4.5
202.8094;4
202.8154;4.1
202.9104;3.7
202.9476;25.8
203.0196;289.1
203.048;4.4
203.0558;727
203.0926;76.5
203.1167;4.1
203.272;4.4
203.6103;5.1
203.6337;3.8
203.6416;5.1
203.712;4.4
203.8117;4.3
203.8664;4.3
203.9376;4
204.0152;15.3
204.1432;4.6
204.3555;43.8
204.3686;7.9
204.4464;4
204.4628;5.1
204.6443;4.6
204.7869;3.9
204.7935;4.2
204.9807;34.5
204.9987;886.4
205.0352;497.1
205.0525;394
205.0715;44.5
205.0866;121.5
205.1233;72.1
205.1409;3.7
205.1593;1014.6
205.2005;25.2
205.2984;4.5
205.4389;5.4
205.5172;4.1
205.5365;5.4
205.6497;4
205.7436;3.9
205.8333;26.9
205.9142;4.4
206.1627;53.6
206.2739;9.7
206.3231;16
206.339;4.4
206.4006;5.1
206.4259;9.1
206.6782;4
206.7935;4.7
206.8776;4
206.9304;4
206.9964;62.7
207.0302;72
207.0507;121.2
207.0688;24.3
207.0797;4.1
207.1023;160.5
207.1388;1364.6
207.2081;4.3
207.2695;4.3
207.3006;5
207.3076;4.4
207.3955;4.2
207.4631;4.9
207.4691;32.9
207.5241;4.2
207.6708;4.3
207.6889;4.2
207.6968;4
207.7387;4.8
207.8235;4.7
207.9011;4.5
208.1057;4.3
208.1421;43.2
208.2966;4.7
208.3961;12.2
208.4065;4.8
208.4823;5.6
208.5262;4.1
208.5704;37.9
208.6625;3.9
208.7475;34.3
209.0123;4519.2
209.0305;41.4
209.0457;223.8
209.0825;177.5
209.0948;35.3
209.1177;39.8
209.1314;4.2
209.1421;7.6
209.1546;159.1
209.176;4.1
209.2125;4.8
209.2726;18.3
209.3888;5.3
209.6544;4
209.6802;7.3
210.0157;109.4
210.0588;5.3
210.078;4.4
210.0895;57.9
210.1151;3.8
210.1252;10.3
210.1587;15.5
210.1886;4.5
210.3552;4.5
210.4188;17.3
210.5454;4.6
210.6664;4.4
210.8649;4.3
210.9274;5.2
210.9915;411.6
211.0074;68.4
211.0254;225.6
211.0374;4.2
211.0432;38.6
211.0611;315.7
211.0973;944.3
211.1336;965.8
211.1698;338.5
211.2635;4.7
211.3047;4.5
211.3486;5.2
211.4249;4.9
211.5348;5.6
211.6106;4.4
211.6361;3.9
211.7723;6.7
211.7756;4.9
211.8549;6.5
211.8815;4.4
211.9348;5.3
211.9565;27.3
211.9949;18.3
212.0057;4.4
212.0203;5.5
212.0601;5
212.0747;346.4
212.1007;5.1
212.1367;11.8
212.1416;4.2
212.2948;6
212.3921;5.4
212.3976;41.5
212.4152;4.3
212.512;7
212.5263;21.9
212.5495;5
212.6736;8.8
212.6904;5
212.8006;4.2
212.9732;5.6
212.9803;80
213.007;318.5
213.0171;112.7
213.0226;59.5
213.04;351.3
213.0557;54.4
213.0767;442.9
213.1021;4
213.1132;180.2
213.1494;738
213.1855;10739.4
213.1996;14.9
213.7872;4.5
213.9754;83.3
214.0351;78.4
214.1366;4.1
214.1888;1231.2
214.2503;4.8
214.293;32.9
214.3453;5.1
214.6509;4.8
214.814;4.2
214.996;539.4
215.0199;319
215.0326;12572.1
215.0558;653.1
215.0672;1315.9
215.0923;426.6
215.1284;319.2
215.3977;5.1
215.4872;4.6
215.664;5.1
215.7494;4.6
216.0359;681.7
216.0512;676.9
216.1501;5
216.3048;4.1
216.3754;4.5
216.4733;5.1
216.4907;5.2
216.4996;4.5
216.5308;4.3
216.7012;5.5
216.7831;4.7
216.8031;5.2
216.8229;5.3
216.9475;4.3
216.9805;27.5
217.0154;71.3
217.0297;3853.1
217.0481;99.9
217.0717;460.4
217.1071;5.5
217.1202;20.9
217.4306;4.3
217.4729;4.5
217.7043;4.1
217.7312;17.2
218.033;183.5
218.1261;4.4
218.1308;12.1
218.1673;1264.3
218.3944;4.6
218.4638;4.3
218.7547;4.4
218.8373;4.3
219.0063;43.5
219.0292;13.9
219.0509;241.6
219.0796;4.5
219.1383;28.1
219.175;7587.1
219.1858;5.6
219.2015;5.1
219.315;6.4
219.5056;4.5
219.52;41
219.7886;4.4
219.8051;4.3
219.9029;5.5
220.0042;39.3
220.0988;76.4
220.1127;4.3
220.1464;28582.9
220.1561;101.4
220.1684;7
220.1782;1020.5
220.1937;60.3
220.2887;16.8
220.315;4.9
220.3688;4.9
220.5196;4.8
220.6349;4.6
220.7223;5.1
220.7538;4.3
220.7885;4.4
220.9362;4.1
221.0814;81.5
221.1001;5.5
221.1179;67.5
221.1383;6.6
221.1498;3843.2
221.1816;8.2
221.2153;37.6
221.2616;4.5
221.3117;4.1
221.4391;5
221.466;4.7
221.5016;5.2
221.6212;4.2
221.6468;4.9
221.9318;27.4
221.9423;20.2
222.1536;78
222.3534;5.1
222.4322;4.4
222.5048;4.3
222.6174;4.4
222.7017;4.7
222.802;3.8
222.8324;4.3
222.8866;88.9
222.9008;4.8
222.9682;2066.4
222.9914;109.9
223.028;904
223.0608;161.5
223.099;18.4
223.1068;4
223.1338;1296.9
223.17;21.9
223.3536;4.6
223.4949;20.8
223.9609;4.9
224.0275;10.9
224.1261;4.6
224.1943;4.2
224.2388;4.4
224.5983;3.8
224.6889;5.5
224.8474;4.8
224.8669;44.5
224.9716;25.7
224.98;47
224.9924;39.5
225.0073;580.4
225.0277;5.8
225.0401;138.7
225.0586;56.3
225.0769;307.7
225.0883;486.3
225.1132;126.4
225.1494;851.2
225.1856;3647.8
225.3983;5
225.5787;4.8
225.8392;25.7
225.8461;4.6
225.8742;4.6
225.9136;4.3
225.9242;4.2
226.0122;3605
226.1055;32.6
226.1205;92.2
226.153;6.9
226.1888;383.7
226.277;4.3
226.3014;4.2
226.4715;28.1
226.5034;4
226.609;5.5
226.6465;4.2
226.8323;3.8
226.8461;5.2
226.8981;4.1
226.9866;70.2
227.0159;115.7
227.0212;60.4
227.0244;52
227.0375;58.6
227.0562;297
227.071;26
227.0923;844.5
227.1037;2584.5
227.1287;333
227.1514;41.9
227.1652;166.4
227.2012;25438.7
227.2348;5.3
227.2508;35
227.3492;4.9
227.6045;4.6
227.6334;4.8
227.7526;4.7
227.8267;4.3
227.9714;6.5
228.0505;50.8
228.1073;150.4
228.161;55.3
228.2046;3450.6
228.3394;4.2
228.3694;4.3
228.3832;5.7
228.5115;4.3
228.6724;4.8
228.91;5.5
228.9751;120
228.9977;46.9
229.0121;60.6
229.0281;4.2
229.0354;231.8
229.0717;276.1
229.083;1130.2
229.1081;414.3
229.1442;97.8
229.1562;96.6
229.1805;980.8
229.2085;73.3
229.2923;4.5
229.3114;4.5
229.5692;4.6
229.7792;4.9
229.8279;4.4
229.8532;4.7
230.0301;40.6
230.1035;59
230.1505;9.8
230.1842;54.9
230.2447;30.1
230.2557;4.4
230.2676;4.5
230.7806;4.6
230.8364;3297.9
230.9086;45.7
230.9405;5.2
230.9912;274
231.0143;60.4
231.0511;286.3
231.0875;322.6
231.1251;40.3
231.175;482.7
231.3244;4.3
231.3511;4.4
231.452;4.5
231.6397;4.1
231.6542;4.4
231.7048;16.2
231.7767;4.2
231.854;4.2
232.0435;343.1
232.1779;16.2
232.2228;4.5
232.54;4.1
232.6251;4.5
232.6454;8.6
232.6576;4.7
232.7195;38.6
232.8335;3868.8
233.01;31.2
233.0303;138.7
233.047;4.6
233.066;74.9
233.1543;7506.9
233.1708;4.8
233.1838;7.6
233.1906;48
233.2451;5.1
233.2618;5.3
233.2877;4.1
233.4966;4.2
233.6048;4.1
233.6309;5.7
233.656;4.5
233.6759;4.4
233.7746;4.7
233.8348;202
233.9704;4.9
234.0535;5
234.1579;921.5
234.2024;9.1
234.2719;5.3
234.4442;4.7
234.4505;5.3
234.5258;5.1
234.5428;5.2
234.6077;5
234.6233;4.4
234.7076;4.5
234.7319;4
234.8309;1468.6
235.0491;530.7
235.0981;4.3
235.1336;191.9
235.1702;959.6
235.5809;4.1
235.6915;4.4
235.8318;51.8
235.9157;4.8
236.0034;5.8
236.0925;108.8
236.1414;401.8
236.1743;19.2
236.1825;12.3
236.5602;4.7
236.6992;23.7
236.7823;5.5
236.8293;563.9
237.0073;83.9
237.0169;5.8
237.0436;82.1
237.0535;42.8
237.0772;87.5
237.1124;11.3
237.1181;34
237.1492;165.2
237.1702;15.3
237.1852;41
237.3277;4.3
237.4299;4.3
237.5063;4
237.6126;5
237.6402;20.8
237.9256;4.2
238.0422;41.7
238.1308;48
238.1573;5.7
238.2096;9.5
238.2189;5.8
238.2362;5.4
238.4269;5
238.7092;4
238.8676;66.1
238.9865;97
239.023;293.1
239.0592;1474.9
239.0743;68.9
239.0924;316.9
239.1286;1845.8
239.1652;79.7
239.2012;2843.3
239.2383;25.6
239.3036;4.9
239.3729;4.4
239.4039;4.7
239.5571;4.1
239.5681;4.3
239.8262;4.7
240.0513;40.6
240.0595;142.7
240.1321;14.5
240.1791;4.5
240.2046;290.1
240.5225;4
240.5341;4.7
240.5903;5
240.6104;5.3
240.7136;4.3
240.7861;4.2
240.8229;4.5
240.9667;4.3
240.9751;40.7
240.9843;224.4
241.0024;193.4
241.0118;68
241.035;72.4
241.0548;61
241.0717;282.4
241.0847;399.7
241.1082;386.1
241.1194;1990
241.1444;476.5
241.1625;12
241.1807;286.6
241.1974;4.3
241.2168;15899.3
241.2539;837.5
241.2718;9
241.2977;27.2
241.6324;4.8
241.687;3.9
241.6945;4.5
241.9232;4.3
241.995;4.8
242.0068;37.7
242.0772;49
242.0828;4.3
242.1231;163.5
242.1761;2870.6
242.2062;5.2
242.2201;2121.1
242.2574;44.3
242.3093;4.4
242.4817;4.3
242.5059;5.2
242.6351;11
242.6886;4.9
242.9812;41.7
242.9909;226.3
243.0138;72.5
243.0271;85.5
243.0509;429.7
243.0622;1399.4
243.0874;423.6
243.0995;12
243.1119;25.3
243.1238;316.9
243.1598;134.1
243.1795;271
243.1973;44
243.2229;15.6
243.5312;3.9
243.9293;5.6
243.9549;4
243.9688;4.8
244.046;67.5
244.0671;41.6
244.0824;842.9
244.4563;4.5
244.6597;11.3
244.9926;4.3
245.0068;122.9
245.0302;149.6
245.0666;408.3
245.1031;413.9
245.1815;4.8
245.2728;4.5
245.4337;4.4
245.6053;4.5
245.7391;4.5
245.8281;4.4
245.8617;4.7
245.9606;4.6
245.9718;7.1
245.9745;5.5
246.0055;3.8
246.067;28.1
246.2872;4.1
246.4709;4.4
246.5228;40.7
246.6277;4.4
246.7348;42.3
246.8226;4
246.9893;18.3
247.0103;34
247.024;54.3
247.029;45.3
247.0457;172.1
247.0821;191.3
247.1524;8.8
247.1699;909.6
247.2841;25.3
247.3505;5.2
247.4002;4.7
247.6424;25.8
247.7261;4.2
247.7584;4.9
248.0899;4.2
248.1265;3.8
248.1773;160.9
248.2172;4.5
248.2512;4.4
248.2588;4.5
248.6059;4.1
248.7541;4.7
248.8752;4.5
248.9428;4.7
249.0026;40.8
249.0319;304.8
249.1518;477.7
249.1871;23.4
249.5316;5.5
249.617;6.3
249.7242;26.3
249.8349;4.4
249.8929;4.1
249.9972;9.7
250.1445;2010.1
250.1824;4.4
250.3716;43.3
250.4485;4.9
250.5411;22.4
250.6592;4.1
250.8703;5.5
250.9271;4.9
251.023;42
251.0609;13.2
251.0959;126.8
251.1282;99.3
251.1479;98.6
251.1648;201.7
251.2011;79.3
251.3814;4.7
251.6037;5.4
251.7989;4.1
