m/z;Intensity
174.5668;20.1
174.5753;17.2
174.5981;14.5
174.602;15.3
174.689;21.4
174.7016;15.2
174.8138;15.3
174.8302;20.5
174.8782;17.7
174.9388;21.9
174.951;24.2
174.9777;1663.5
174.9914;19.4
175.0245;5167.9
175.0329;21.2
175.0444;29
175.0609;10920
175.0983;21
175.1402;16.8
175.1531;20.8
175.2864;21.3
175.3268;3.9
175.4198;21.4
175.4533;23.7
175.5216;21.3
175.5465;20.1
175.5683;22.1
175.6114;45.2
175.6843;12.8
175.7626;39.4
175.7848;15.6
175.8095;34.1
175.8482;16.1
175.8579;17.6
175.8642;12.6
175.9875;19
175.996;7.8
176.0457;6.2
176.0557;34.3
176.0641;98.3
176.1248;20.9
176.1393;25.2
176.2053;14
176.2221;21.6
176.2605;22.5
176.2944;24.4
176.4777;20.9
176.5253;20.9
176.6313;20.2
176.6538;34.2
176.6808;21.7
176.6901;25.9
176.7286;19.5
176.8726;24.2
176.9357;1110.4
176.9541;22.2
176.9742;26.3
176.9933;126
176.9972;19.2
177.0104;20.5
177.017;34
177.0224;2032.1
177.0341;15.3
177.0402;13789.2
177.0557;48.2
177.0918;416.8
177.1411;19.2
177.1893;20.8
177.2082;16.7
177.2759;18.1
177.4629;20.6
177.487;20.4
177.5081;37.4
177.7375;19.8
177.8867;20.8
177.9051;46.8
178.0429;50.6
178.0521;30.1
178.1019;19.2
178.1235;22
178.1251;35.1
178.1263;32.2
178.1553;21
178.1844;16.8
178.2752;31.3
178.3237;2.6
178.5241;15.8
178.9152;20.4
178.9514;17.6
179.0017;7686.1
179.035;169.4
179.0407;18
179.0427;20.6
179.0457;23.2
179.0558;61602.3
179.071;239
179.0923;13.7
179.107;32.6
179.1203;20.4
179.1439;668.8
179.1495;18.5
179.1658;27.8
179.1729;21.9
179.2232;24.4
179.2997;23.4
179.312;18.5
179.3145;29.9
179.518;35.8
179.5572;28.6
179.5777;20.2
179.6942;25.9
179.7216;28.8
179.903;17.6
179.936;19.3
179.9523;16.6
179.9767;20.1
180.0303;94.5
180.0592;2518.8
180.0663;59.3
180.0771;17.8
180.2966;24.1
180.5147;18.1
180.5346;26.2
180.5486;12.9
180.5607;20.6
180.5904;19.6
180.7361;20.8
180.7746;2.6
180.7901;18.3
180.8663;24.9
180.8907;18.9
180.9116;52.2
180.9296;32.4
180.9728;113.6
180.982;159
180.9869;20
181.0173;215583.9
181.0512;585.3
181.062;33.2
181.0754;15.6
181.0867;3958.5
181.1002;24.2
181.1055;15.3
181.1103;15.8
181.1411;57.8
181.1498;16.6
181.1608;17.2
181.1762;18
181.1915;20.4
181.1974;17.3
181.3511;15
181.4447;19.4
181.4865;27.3
181.517;20.8
181.5323;19.2
181.5553;23.2
181.6482;13
181.7492;18.8
181.7508;26.4
181.7527;19.1
181.8447;19
181.9261;17.4
181.9516;24.4
181.9957;27.9
182.009;25.4
182.0206;10056.2
182.0455;2234.1
182.1737;17.4
182.2509;14.8
182.2814;19.5
182.4433;10.9
182.4703;15.5
182.5691;20
182.6013;42.7
182.7003;23.8
182.8125;19.7
182.8341;31.6
182.908;24.4
182.942;14.5
182.9497;10107.8
182.9762;17.5
182.9965;1842.8
183.0131;7223
183.0217;380.9
183.0295;445.4
183.0414;20.9
183.0659;2684.2
183.0882;20.8
183.1023;2998.2
183.1387;95.8
183.1978;21.5
183.2023;3.9
183.2294;17.9
183.3904;16.9
183.5277;23.5
183.5301;22
183.5315;21.9
183.56;17.5
183.5876;21.1
183.6456;11.7
183.8072;13.3
183.988;17.1
184.0155;18
184.025;21
184.0611;740.4
184.0967;26.1
184.1492;9.6
184.1699;4.3
184.3809;16.4
184.4241;21.6
184.4437;17.5
184.4906;16.8
184.4969;20.9
184.5333;19.6
184.6696;19.9
184.6998;24.7
184.7408;21
184.7881;19.1
184.8122;25.3
184.9468;1783.4
184.9886;13.7
185.0088;190.9
185.0297;14.6
185.0451;3414
185.0564;8782.4
185.0742;20
185.0816;5279.8
185.0935;23.7
185.118;598.3
185.1543;4330.1
185.1656;18.3
185.1835;50.6
185.3082;28.8
185.3275;18.4
185.3817;17.7
185.3861;30.8
185.51;17.1
185.9931;26.5
186.0149;20.7
186.0404;921.4
186.048;14.8
186.0502;23.7
186.052;20.9
186.0596;60.4
186.0768;28324.6
186.0851;36.5
186.0979;27.6
186.1132;59.3
186.349;20.9
186.4679;19.4
186.6421;37.5
186.6883;24.6
186.7048;19.3
186.7239;20.4
186.7528;23.7
186.8107;23.4
186.9044;26
186.918;30.2
186.9824;69.7
187.0066;1070.4
187.0244;2197.2
187.0608;4954.3
187.0802;992.9
187.0972;12066.4
187.1335;179.9
187.2038;18
187.3432;26.9
187.4072;21.4
187.4138;25
187.4588;8
187.5082;17.5
187.5627;15.8
187.7537;23.6
187.7982;23.3
187.8249;16.3
187.8636;20.9
187.8986;20.5
187.921;17.3
187.9453;19.9
187.9741;33.1
188.0351;246.1
188.056;9788.8
188.0924;4128.9
188.1006;123.3
188.2411;14.3
188.2476;24.4
188.4974;20.8
188.5316;15.6
188.631;20.1
188.6657;19
188.7066;27.1
188.7206;2421.2
188.8314;23.8
188.8926;19.4
188.9124;23.3
188.9814;283.1
188.9932;94.8
189.0275;16.8
189.0401;1964.3
189.0512;120.1
189.0597;27.7
189.0764;1665.9
189.0873;17.5
189.1053;16.2
189.159;22.3
189.2001;14.7
189.2189;12.8
189.2436;17.5
189.2654;21.7
189.3165;6.3
189.3642;38.7
189.5193;25.3
189.5208;25
189.5231;14
189.5684;18.7
189.7656;17.1
189.8477;19.8
190.0808;24.1
190.2132;27.1
190.2249;19.4
190.2298;17.8
190.2692;16.8
190.2944;32.5
190.3011;12.8
190.3091;19
190.3269;25.6
190.3796;19.8
190.3915;24.5
190.4236;4.7
190.5383;34.2
190.5513;16.5
190.5941;19
190.7299;27.3
190.7731;28.8
190.775;34.6
190.7771;22
190.8846;15.3
190.9086;30.4
190.951;15.5
190.9769;134.5
191.0018;39
191.0193;257.1
191.0556;1305.8
191.0711;30.2
191.0768;17.1
191.1071;105.1
191.1958;21.2
191.2644;27
191.3091;27.9
191.3106;29.1
191.3458;17.5
191.3511;19.8
191.4404;17.7
191.4606;4.8
191.4689;17.6
191.596;17.8
191.6685;18.6
191.705;30.6
191.7323;21.9
191.8105;17
191.8626;16.5
192.0077;24.7
192.0664;180.8
192.1553;28.8
192.2096;28.8
192.2275;15.1
192.249;7.4
192.3349;15.1
192.3451;17.3
192.3646;22
192.4837;18.8
192.5174;34.7
192.5502;17
192.6036;31
192.6423;15.9
192.7028;17.6
192.7502;14.7
192.7551;21
192.8928;27.8
192.9229;23.7
192.9651;17
192.9786;368.9
193.0172;48
193.0264;71.7
193.0347;82.1
193.0515;77.9
193.0714;5845.8
193.0867;4390.7
193.0998;87
193.1528;26.2
193.1595;475.6
193.1756;23.7
193.3166;16.3
193.3286;21.8
193.4678;18.5
193.5126;22.3
193.5788;23.9
193.792;24.5
193.9824;17.2
194.027;23.8
194.0434;21.3
194.0745;31
194.0818;592
194.0905;64.1
194.1369;31.6
194.148;39.4
194.167;25.1
194.2328;18.9
194.3221;27.3
194.3338;20.6
194.3892;28.5
194.4387;21.7
194.5264;28.1
194.5419;29.7
194.5799;29.5
194.5938;30.3
194.6018;34.1
194.6207;18.9
194.6967;37.6
194.7379;22.8
194.7522;33.7
194.8359;27.9
194.9461;3640.4
194.9965;3043
195.0057;41.6
195.0323;349.1
195.0424;43.2
195.0659;972.6
195.102;205.2
195.1242;107.9
195.1387;13651.4
195.2625;21.4
195.3616;15
195.3709;16.1
195.3782;18
195.4163;21.3
195.4429;20.5
195.48;19.5
195.5;13
195.5169;18.1
195.6753;14
195.6923;21.2
195.8106;19
195.9335;16.3
196.0241;21.9
196.0615;66.2
196.0679;21
196.0779;18.3
196.1082;23.7
196.1205;18.5
196.142;466.3
196.1921;22
196.3021;28.3
196.4903;25.5
196.613;29.3
196.6724;22.2
196.6809;6.7
196.7018;17.2
196.8424;9851
196.9845;34.1
196.9972;16.5
197.0116;142
197.0215;40.8
197.0451;344.6
197.0568;87.6
197.0816;12165.7
197.1044;21.1
197.1171;115.3
197.1285;30.6
197.1544;1548.9
197.1649;19.1
197.1856;20.7
197.1951;24.4
197.3466;21.6
197.399;16.5
197.5747;15.5
197.6641;17.8
197.6746;6.1
197.737;21.5
197.7784;21
197.8575;19.5
197.8858;23
197.8882;27.1
197.8901;31.4
197.8921;29.8
197.8951;32.7
197.9381;15.1
197.9712;70.3
197.9812;22
198.0204;19.6
198.0254;13.5
198.0343;18.9
198.0403;81.7
198.0767;81.2
198.0858;196.1
198.1462;18.3
198.1605;20.2
198.2464;13.9
198.2706;25.6
198.339;17.5
198.5129;21.8
198.5775;24
198.5821;30.2
198.5993;14.5
198.6198;27.1
198.6981;15.9
198.7136;6.2
198.7638;14
198.8394;5735.1
198.8716;20.1
198.897;18.1
198.9234;155.9
199.0073;42.9
199.0244;154.8
199.0294;21.8
199.0374;38.5
199.0609;3486.4
199.072;28166.7
199.0972;3942.3
199.1085;211.1
199.1336;463.8
199.1699;2075.5
199.1867;17.7
199.3565;19.2
199.5859;21.4
199.6184;22.2
199.6927;18
199.8249;18.1
199.8393;17.3
199.8607;20
199.931;22.6
200.0197;19.7
200.0561;85.4
200.0754;1038.9
200.0924;31693.1
200.1023;21.6
200.1592;21
200.2358;24.5
200.3032;19.8
200.3171;17.2
200.3906;49.8
200.5527;16.8
200.6032;20.1
200.6584;21.7
200.7032;19.9
200.7418;22.4
200.7482;23
200.7613;27.4
200.7814;28.2
200.8366;278.3
200.8473;25.9
200.9324;19.2
200.9439;20.8
200.986;89.1
200.992;18.6
201.0194;13.8
201.04;1326.2
201.0512;204.7
201.0765;3254.7
201.0874;115.7
201.0958;1739.5
201.1129;2674.6
201.1499;11.4
201.1873;20.7
201.1978;17.6
201.2262;22.7
201.2533;18
201.2608;25.2
201.3028;23.7
201.4116;19.7
201.6052;16.1
201.6834;24.4
201.7135;19.3
201.748;24
201.7599;21.9
201.8577;21.7
201.866;22.7
201.9923;28.1
202.0028;17.7
202.0276;22.1
202.0352;1906.9
202.0547;27.1
202.0718;4743
202.0786;38.3
202.1081;6859.1
202.1891;21
202.2248;110.2
202.3382;24
202.3724;17.2
202.4003;29
202.4439;20.5
202.4606;20.8
202.5319;21.7
202.5452;22.4
202.5675;28.6
202.6663;21.6
202.7;17.5
202.7395;46.1
202.7537;20.9
202.8158;16.5
202.8251;31.1
202.948;8
202.982;13.8
203.0001;46.9
203.0194;23.3
203.0491;25.8
203.0558;2840
203.0669;439.9
203.0749;32.5
203.0919;241.2
203.1104;64.3
203.133;25.8
203.1969;25.4
203.2778;29.3
203.2962;40.1
203.3181;14.7
203.4146;24
203.4799;23.5
203.4869;24.7
203.5151;22.3
203.5876;20.3
203.6879;15.5
203.6968;23.7
203.7544;14.8
203.7821;52.4
203.87;22.1
203.9016;24.7
203.9966;13.4
204.0146;37.3
204.0429;301.3
204.0592;18.4
204.0669;18
204.0763;28.5
204.1467;23.3
204.1655;22
204.1783;35.9
204.1973;19.8
204.2111;13.4
204.3572;19.4
204.3704;21.3
204.3927;25.6
204.5083;27.3
204.5577;20.9
204.5998;18.9
204.6112;19.4
204.6539;17
204.6639;16.6
204.7574;20.3
204.7694;16.3
204.8308;23.9
204.864;20
204.9412;31.8
204.9818;22.3
204.9985;131.8
205.0246;25
205.0349;184.1
205.0516;27.6
205.0709;25.3
205.137;16.2
205.1582;21.5
205.2047;28.7
205.2648;17.9
205.3419;24.1
205.3937;18.3
205.4341;25.2
205.4427;18.6
205.5739;26.6
205.6511;15.8
205.6654;22.3
205.7779;16.8
205.8862;24.3
205.9471;23.6
205.9989;17.5
206.0393;23.1
206.0819;99.3
206.1039;16.9
206.1163;27
206.1993;28.7
206.2728;21.9
206.301;15.7
206.4027;26.7
206.4184;26
206.5428;25
206.6733;24
206.8518;120.3
206.8664;23.4
206.8794;19.6
206.9967;153.3
207.0043;167.2
207.0117;10111.2
207.0211;26.6
207.0321;35
207.0425;73.6
207.0509;166.8
207.0663;95.7
207.0764;38.8
207.1014;82.5
207.1268;19.7
207.1386;36469
207.1824;19.1
207.2164;17.5
207.2266;19.8
207.4308;23.1
207.5763;27.2
207.6011;19.8
207.6231;17.3
207.6678;32.2
207.7015;15.7
207.7308;21.8
207.7435;24.8
207.8655;18
207.8734;6.2
207.8814;20.3
207.8894;21.2
207.979;15.1
207.992;20.5
208.0152;179.9
208.0241;18.3
208.0377;14.5
208.0444;19.2
208.0519;19.2
208.0638;15.5
208.0743;62.3
208.103;19.1
208.1421;3852.4
208.153;24.8
208.2111;17.1
208.2734;24.3
208.3179;18.6
208.5194;26.8
208.5598;18.6
208.6071;19
208.6123;19.5
208.7298;24.1
208.814;21.9
208.8266;20.6
208.8449;8190.9
208.8692;15.2
208.9289;41.9
208.9842;87.8
209.0122;34772.8
209.0222;40.1
209.0288;15.2
209.0485;152.7
209.058;71.3
209.0696;499.3
209.0818;888.6
209.0945;836.3
209.1178;313.5
209.1412;26.6
209.1543;4804.2
209.1898;17.4
209.2146;28.5
209.2217;23.4
209.2732;16.2
209.3363;17.3
209.4106;26.8
209.4586;16.3
209.4763;39.6
209.5261;20.1
209.5979;24.2
209.6373;21.4
209.6921;6.7
209.7102;23.1
209.7231;21.7
209.7668;24.9
209.7748;18.6
209.9287;23.1
209.9388;17
210.0154;1183.1
210.0392;4.6
210.0493;20.8
210.0707;27.3
210.0766;55.7
210.0837;19.6
210.0921;25.9
210.1077;31
210.1173;22.3
210.1576;18.7
210.1818;3.5
210.4077;20.2
210.4997;19.4
210.5077;29.8
210.5955;22.3
210.6198;20.4
210.6657;17
210.7238;24.1
210.7479;18.7
210.7854;18.8
210.8419;10740.3
210.8996;35.4
210.921;27.3
210.9271;6.6
210.9382;21.1
210.9446;568.7
210.9642;15.1
211.0079;290.3
211.0268;80.5
211.0286;72.7
211.0373;21.6
211.0609;821.7
211.072;557.5
211.0817;15.3
211.0973;7186.2
211.1336;6291.7
211.1431;19
211.1555;17.4
211.1704;25.1
211.1967;19.8
211.262;22.7
211.3396;22.6
211.3435;20.9
211.3458;18.4
211.393;29.3
211.4235;19.3
211.4397;12.9
211.5146;4.3
211.5762;20.6
211.6031;16.4
211.6116;19.3
211.6291;16.6
211.6318;20.9
211.6336;19.7
211.7107;5.1
211.7338;19.1
211.7478;6.7
211.8255;31.1
211.8421;20.7
212.0925;108
212.103;46.9
212.1368;47.7
212.1929;17.8
212.3199;20.3
212.3288;27.4
212.3379;18.8
212.365;31
212.4126;20.2
212.4294;18.1
212.4584;16.4
212.5462;18.9
212.5511;16.1
212.6199;25.5
212.7081;16.8
212.7535;21.5
212.839;4401.4
212.8865;3919.5
212.895;22.6
212.9025;17.9
212.9423;16.3
213.0013;50.7
213.0056;32.4
213.0398;190.2
213.0554;590.3
213.0765;1882.6
213.0876;1573
213.1129;368.8
213.1492;8763.5
213.1772;18.5
213.1855;87.2
213.2233;25.9
213.2876;21.9
213.3204;2.7
213.3465;20.1
213.3902;17.8
213.4396;16.6
213.5379;15.5
213.6428;20.5
213.6778;26.4
213.6944;6.5
213.7414;22
213.7528;27.1
213.7726;23.9
213.9173;21.5
213.9644;49.1
213.9973;22.2
213.999;23.7
214.0025;22.5
214.0727;55.5
214.0829;35.8
214.1081;1668.6
214.1453;22.4
214.1526;41.5
214.1882;16.4
214.53;21.2
214.758;13.5
214.8187;29.3
214.8362;408.8
214.8758;27.8
214.8835;1898.7
214.9276;15.5
214.9474;19.3
214.9515;14.7
214.9973;23
215.0325;1892.6
215.0515;2787.8
215.067;7564.1
215.0756;22.8
215.0922;2738.2
215.1034;89.2
215.1285;1125.5
215.164;43.7
215.1745;4.3
215.2105;15.9
215.2131;25.9
215.2147;20.6
215.2666;19
215.3506;20.1
215.3788;15.9
215.6665;38
215.6856;19.3
215.7032;17.3
215.7538;20.6
215.9801;21.1
216.0038;82.2
216.0346;11.8
216.051;25687.5
216.0704;21.9
216.0874;974.7
216.0958;44.7
216.1106;19.9
216.1235;16.9
216.1674;26.2
216.5408;23
216.7055;16.3
216.7729;21.5
216.8069;25.6
216.8336;32.3
216.8809;52.7
216.9281;289.3
216.9884;21.3
217.0295;212
217.0348;346.6
217.0477;79.5
217.0543;804.5
217.0714;1511.4
217.1077;245.3
217.1517;17.1
217.1811;20.4
217.2254;3.3
217.296;27.9
217.3092;13.3
217.3496;42.1
217.3514;47.3
217.4714;27.5
217.5056;21.1
217.5212;18.3
217.5621;20.9
217.6304;19.7
217.7565;16.3
217.8148;26.9
217.931;14.8
217.9564;30
217.9783;65.9
218.0018;4.5
218.0083;6.8
218.0333;17.5
218.0666;264.8
218.0902;33
218.103;7135.6
218.1501;20.9
218.1764;20.9
218.4666;36.7
218.4692;36.9
218.4716;19.1
218.603;27.1
218.6205;25.8
218.8737;1188.9
218.9791;7.1
