m/z;Intensity
152.3959;2.8
152.3966;2.6
152.3973;2
152.4684;26.9
152.4691;83
152.4698;113.4
152.4705;107.3
152.4712;78.6
152.472;53.9
152.5047;2.2
152.5054;3.1
152.5061;3.3
152.5068;3
152.5075;2.3
152.5944;55.6
152.5951;83.4
152.5958;108
152.5965;116.2
152.5972;101.3
152.5979;69.2
152.9024;14.8
152.9031;21.5
152.9039;23.3
152.9046;21.8
152.9053;18.5
152.9081;6
152.9089;12.2
152.9096;15.3
152.9103;14.5
152.911;10.7
152.981;15.3
152.9817;69
152.9825;108.4
152.9832;373.8
152.9839;1809.4
152.9846;6537.7
152.9853;13114.7
152.986;17321.7
152.9867;15910.2
152.9875;9860.8
152.9882;3451
152.9889;407.9
152.9896;72.8
153.0046;2.1
153.0053;3.1
153.006;3.9
153.0068;3.7
153.0075;2.3
153.0175;1.9
153.0182;4.4
153.0189;6.4
153.0196;6.7
153.0203;5.4
153.0211;3.4
153.0218;14.7
153.0225;29.1
153.0232;31.9
153.0239;23
153.0246;11.2
153.0532;1.4
153.054;2.8
153.0547;5.8
153.0554;7.5
153.0561;7
153.0568;4.4
153.0575;1.9
153.0697;11.7
153.0704;14.9
153.0711;16.8
153.0718;16.7
153.0726;15.3
153.0733;12.6
153.0912;2.8
153.0919;4.2
153.0926;3.7
153.0933;1.5
153.1663;1.8
153.167;2.7
153.1677;3
153.1685;2.6
153.1692;1.7
153.1871;1.7
153.1878;2.6
153.1885;3
153.1892;2.7
153.1899;1.7
153.2172;27.9
153.2179;40.5
153.2186;46.6
153.2193;40.8
153.22;24.1
153.3103;1.8
153.3111;3
153.3118;3.4
153.3125;3.1
153.3132;2.8
153.3139;2.5
153.367;30.1
153.3677;45.4
153.3684;48.1
153.3692;39
153.3699;29.5
153.4072;10.6
153.4079;15.9
153.4086;18.5
153.4094;18.2
153.4101;15.2
153.4316;30.8
153.4323;41
153.433;41.4
153.4338;32
153.4345;19.2
153.5149;4.5
153.5156;10.3
153.5164;12.8
153.5171;10
153.5178;3.6
153.612;2.3
153.6127;2.6
153.6134;2.8
153.6141;3
153.6148;3
153.6156;2.7
153.6163;1.9
153.7084;16.4
153.7091;48.2
153.7098;60.8
153.7105;48.6
153.7113;23
153.7285;2.2
153.7293;2.7
153.73;3.3
153.7307;3.4
153.7314;2.4
153.7386;8.1
153.7393;11.1
153.7401;12.5
153.7408;11.2
153.7415;7.7
153.7912;9.5
153.7919;20.8
153.7926;24.4
153.7934;19.8
153.7941;12.1
153.7977;5.1
153.7984;6.4
153.7991;6.9
153.7998;11.7
153.8006;12.9
153.8013;9.2
153.802;7.6
153.8027;4.2
153.8359;42.7
153.8366;70.7
153.8373;88.7
153.838;88.8
153.8388;69.5
153.8395;38.6
153.8943;7.5
153.895;10.8
153.8957;11.4
153.8964;10.3
153.8972;8
153.9044;45
153.9051;67.4
153.9058;81.9
153.9065;78
153.9073;53.8
153.9881;14.2
153.9888;37.6
153.9895;52
153.9902;47.7
153.991;31.5
153.996;39.2
153.9967;53
153.9975;54.6
153.9982;43.2
153.9989;26.5
154.0574;11.2
154.0581;19.7
154.0588;23.3
154.0596;20.3
154.0603;11.8
154.0885;1.5
154.0892;2.6
154.0899;2.9
154.0906;2.6
154.0913;1.9
154.1007;16
154.1015;19.6
154.1022;20.8
154.1029;18.7
154.1036;12.7
154.1058;7.2
154.1065;13.5
154.1072;16.3
154.108;15.3
154.1087;12.3
154.134;13.8
154.1347;20.4
154.1354;22.3
154.1362;19.2
154.1369;12.1
154.1991;10.9
154.1998;16.7
154.2005;18
154.2012;15
154.202;9.2
154.3431;6.8
154.3438;12.2
154.3446;15.2
154.3453;15.6
154.346;14.1
154.3467;11.7
154.5563;1.3
154.557;2.8
154.5577;3.4
154.5585;3
154.5592;1.8
154.5621;2.3
154.5628;3.8
154.5635;4.4
154.5643;4.2
154.565;3.4
154.5657;2.4
154.6078;2.3
154.6085;2.8
154.6093;2.9
154.61;2.6
154.6107;1.7
154.6223;2.5
154.6231;2.9
154.6238;2.8
154.6245;2.6
154.6253;2.8
154.626;2.9
154.6267;2.5
154.6361;7.5
154.6369;10.9
154.6376;12.3
154.6383;10.8
154.6391;7.3
154.6703;14.2
154.671;21.2
154.6717;23.6
154.6725;20.7
154.6732;12.8
154.8179;10.9
154.8186;18.2
154.8194;20.3
154.8201;17.9
154.8208;12.4
154.9133;12
154.914;19
154.9147;21.3
154.9155;19.1
154.9162;13.8
154.9235;40.2
154.9242;62.7
154.9249;69.9
154.9257;61
154.9264;44
154.9635;15.7
154.9643;49.4
154.965;80.2
154.9657;88.2
154.9665;69.8
154.9672;39
154.9679;12.3
154.9803;9.3
154.981;53.9
154.9818;78.8
154.9825;72.1
154.9832;45.4
154.984;32.3
154.9934;2.8
154.9942;5.8
154.9949;7.6
154.9956;7
154.9963;4.6
155.0044;17.9
155.0051;37
155.0058;43.5
155.0065;37.2
155.0073;27.8
155.0204;13.1
155.0211;19.2
155.0219;21.1
155.0226;17.7
155.0233;10.2
155.0328;1.4
155.0335;3.5
155.0343;5.3
155.035;5.5
155.0357;3.8
155.0364;1.3
155.0685;3.4
155.0693;43
155.07;130.7
155.0707;214.2
155.0715;224
155.0722;156.1
155.0729;63
155.0736;15
155.105;4.4
155.1057;27.6
155.1065;66.7
155.1072;95.8
155.1079;91.9
155.1087;57.9
155.1094;20.1
155.1101;1.5
155.1276;1.7
155.1284;2.9
155.1291;3.6
155.1298;3.5
155.1306;2.4
155.1955;38.5
155.1963;51.5
155.197;51.8
155.1977;43.6
155.1985;31.6
155.2291;8.5
155.2299;15.7
155.2306;17.7
155.2313;14.2
155.2321;8.5
155.2788;2.1
155.2796;3.5
155.2803;3.8
155.281;2.7
155.2818;1.3
155.2978;13.9
155.2986;17.6
155.2993;18.9
155.3;17.6
155.3008;14.1
155.3856;1.5
155.3863;2.6
155.3871;3.1
155.3878;2.8
155.3885;1.8
155.5005;1.8
155.5013;2.7
155.502;3.1
155.5027;2.9
155.5035;1.9
155.5474;2
155.5482;2.7
155.5489;3.3
155.5496;3.4
155.5504;2.7
155.5511;1.3
155.7066;50.4
155.7073;83.2
155.708;88.2
155.7088;75.1
155.7095;67.5
155.719;1
155.7198;2.5
155.7205;3.7
155.7213;4.1
155.722;3.5
155.7227;2.5
155.7484;2.1
155.7491;3
155.7499;3.4
155.7506;2.8
155.7514;1.4
155.8424;39
155.8432;92.7
155.8439;120
155.8446;125.4
155.8454;102.3
155.8461;47.3
155.8513;16.5
155.852;21.9
155.8527;24
155.8535;22.8
155.8542;18.8
155.8711;10.6
155.8718;21.4
155.8726;26.5
155.8733;22
155.874;11.7
155.9071;2.2
155.9079;3
155.9086;3.5
155.9093;3.5
155.9101;3.1
155.9108;2.3
155.9586;1.7
155.9594;2.6
155.9601;2.9
155.9608;2.6
155.9616;2.2
155.9947;1.5
155.9954;2.6
155.9962;3.5
155.9969;3.4
155.9976;2.5
156.0212;1.5
156.0219;2.7
156.0227;3.5
156.0234;3
156.0241;1.6
156.03;15
156.0307;34.8
156.0315;43.3
156.0322;34.4
156.033;12.1
156.1604;10.4
156.1611;18.8
156.1619;22.5
156.1626;20.6
156.1634;13.4
156.2371;22.6
156.2378;43.5
156.2386;52.9
156.2393;47.4
156.2401;28.6
156.2703;2.1
156.271;3
156.2718;3.2
156.2725;2.8
156.2733;1.9
156.3914;11.3
156.3921;17.4
156.3929;19.2
156.3936;17.2
156.3944;13.1
156.4505;9
156.4513;12.7
156.452;15.4
156.4527;16.1
156.4535;13.3
156.4542;8.4
156.5023;7.2
156.503;10.5
156.5038;11.4
156.5045;10.5
156.5052;9.9
156.506;9.9
156.5067;9
156.5289;32.6
156.5296;38.7
156.5304;39.9
156.5311;39.6
156.5319;38.8
156.5326;35
156.5755;11.7
156.5763;19.3
156.577;22
156.5777;18.2
156.5785;9.9
156.5911;1.9
156.5918;3.1
156.5925;3.6
156.5933;5
156.594;4.7
156.5948;3.3
156.5955;3.1
156.5962;2.5
156.6399;15.3
156.6407;18.4
156.6414;20.4
156.6422;21.2
156.6429;18.8
156.6436;14
156.6733;15.1
156.674;20.7
156.6747;24.5
156.6755;25.4
156.6762;20.7
156.677;10.4
156.7422;2.5
156.7429;3
156.7437;3
156.7444;2.6
156.7451;1.8
156.9113;35.6
156.9121;54
156.9128;58.6
156.9136;46.6
156.9143;23.7
156.9447;6.9
156.9455;11.6
156.9462;14.1
156.947;13.1
156.9477;9.5
157.0131;26.1
157.0138;49.8
157.0146;65.4
157.0153;62.7
157.0161;45.1
157.0168;14.5
157.0176;5.1
157.048;9.5
157.0488;72.9
157.0495;124.8
157.0503;162.7
157.051;153
157.0518;94.6
157.0525;42.4
157.0532;18.6
157.054;10.5
157.0607;37.1
157.0614;60.5
157.0622;80.8
157.0629;87.9
157.0636;77.3
157.0644;51.2
157.0674;1.9
157.0681;3
157.0689;3.5
157.0696;3.2
157.0703;2.4
157.0822;1.1
157.083;4.2
157.0837;27.6
157.0845;152.3
157.0852;614.5
157.086;1138.7
157.0867;1425.8
157.0874;1268
157.0882;772.8
157.0889;248.9
157.0897;50.4
157.0904;5.1
157.0934;2.7
157.0941;4
157.0949;3.8
157.0956;2.4
157.1157;1.8
157.1165;5.2
157.1172;11.4
157.1179;21.3
157.1187;58.9
157.1194;85.6
157.1202;301.8
157.1209;1459.8
157.1217;4122.1
157.1224;7236.7
157.1231;8759.8
157.1239;7503.6
157.1246;4395.1
157.1254;1487.6
157.1261;214.9
157.1269;83
157.1276;33.9
157.1284;9.3
157.1291;2.1
157.1492;2.1
157.1499;3.4
157.1507;4.5
157.1514;4.8
157.1522;3.9
157.1529;2.5
157.278;5.4
157.2788;6.1
157.2795;19.5
157.2802;23.7
157.281;24.5
157.2817;16.8
157.2825;11.1
157.3086;7.2
157.3093;17.3
157.3101;19.8
157.3108;16.7
157.3115;13.5
157.3682;2
157.369;3
157.3697;3.4
157.3704;3.3
157.3712;2.5
157.5234;5.8
157.5242;11.7
157.5249;14.4
157.5257;12.7
157.5264;7.4
157.7597;1.4
157.7604;2.8
157.7612;3.4
157.7619;2.9
157.7627;1.5
157.8009;2.1
157.8016;3.3
157.8024;3.6
157.8031;2.9
157.8039;1.5
157.8203;25
157.8211;35.2
157.8218;36
157.8226;29.2
157.8233;18.3
157.89;9.7
157.8908;17.2
157.8915;21.4
157.8923;19.5
157.893;11.6
157.9005;16.6
157.9013;24.6
157.902;28.8
157.9028;27.6
157.9035;20.8
157.9043;10.1
157.9163;2.2
157.917;2.8
157.9178;3.2
157.9185;3.3
157.9193;2.9
157.92;2.2
157.938;2.2
157.9387;3.2
157.9395;3.3
157.9402;2.7
157.941;2
158.0423;1.8
158.043;2.6
158.0438;2.9
158.0445;46.6
158.0453;64.7
158.046;80.1
158.0468;77.8
158.0475;50.1
158.0483;2
158.0813;30.8
158.0821;48.7
158.0828;62
158.0836;65.1
158.0843;53.6
158.0851;31.3
158.0858;5.5
158.0873;1.9
158.0881;3.9
158.0888;10.8
158.0896;18.9
158.0903;21.1
158.0911;16.3
158.0918;8.6
158.0926;1.8
158.1226;2.2
158.1234;7.4
158.1241;44.9
158.1249;208.8
158.1256;418.8
158.1264;538.4
158.1271;476.6
158.1279;279.9
158.1286;86.5
158.1294;23.3
158.1301;1.5
158.1466;42.2
158.1474;58.8
158.1481;65
158.1489;59.6
158.1496;46.8
158.1504;58.6
158.1512;83.6
158.1519;86.4
158.1527;69.8
158.1534;43.5
158.1842;1.8
158.185;2.7
158.1857;3.3
158.1865;3.4
158.1872;3
158.188;2.5
158.5101;1.7
158.5109;2.8
158.5116;3.4
158.5124;3.3
158.5131;2.6
158.5139;1.6
158.5516;38.1
158.5524;60.7
158.5531;68.4
158.5539;58.8
158.5546;38.6
158.6459;2
158.6467;2.8
158.6474;3
158.6482;2.8
158.6489;2.2
158.6633;28.8
158.664;48.7
158.6648;55
158.6655;43.3
158.6663;25.9
158.726;2.2
158.7267;2.9
158.7275;3.1
158.7282;2.6
158.729;1.6
158.7471;5.2
158.7479;11.5
158.7486;15.2
158.7494;13.4
158.7501;6.6
158.7584;10.5
158.7592;16.7
158.76;17.7
158.7607;13.1
158.7615;6.9
158.7909;3.7
158.7917;5.4
158.7925;6.1
158.7932;5.2
158.794;3.1
158.8136;31.1
158.8144;44.8
158.8151;47.6
158.8159;40.1
158.8166;28
158.8295;1.8
158.8303;2.6
158.831;3.1
158.8318;3
158.8325;2.5
158.9165;39.5
158.9172;60.3
158.918;72.6
158.9188;67.9
158.9195;47.2
158.9316;34.1
158.9324;51.3
158.9331;66.7
158.9339;64.8
158.9347;44.5
158.9354;15.7
158.9445;3.6
158.9453;6.6
158.946;7.4
158.9468;6.2
158.9475;3.5
159.0081;29.3
159.0089;60
159.0096;99.6
159.0104;113.9
159.0111;82.6
159.0119;24.5
159.0157;12.3
159.0164;17.8
159.0172;20.6
159.0179;17.9
159.0187;10.6
159.0278;80.1
159.0286;326
159.0293;698.6
159.0301;957.7
159.0308;911.5
159.0316;587.4
159.0323;212.2
159.0331;55.3
159.0339;4.2
159.0376;7.5
159.0384;11.1
159.0392;12.4
159.0399;10.6
159.0407;6.5
159.0634;1.5
159.0642;17.3
159.0649;126.3
159.0657;346.9
159.0664;491.8
159.0672;447.6
159.068;242.9
159.0687;55.6
159.0695;4.8
159.0945;63.8
159.0952;88.9
159.096;89.8
159.0968;71.3
159.0975;48.9
159.0998;3.1
159.1005;14.7
159.1013;42.6
159.1021;61.5
159.1028;60.4
159.1036;40.5
159.1043;16.3
159.1051;4.4
159.1059;6.9
159.1066;12.5
159.1074;14.5
159.1081;12.1
159.1089;7.9
159.168;55.9
159.1688;72.5
159.1696;80.4
159.1703;75.9
159.1711;55.2
159.3267;1.7
159.3275;2.8
159.3282;3.1
159.329;2.6
159.3297;1.8
159.3799;19.7
159.3806;37.6
159.3814;47.2
159.3822;39.4
159.3829;17.8
159.4088;34
159.4095;41.2
159.4103;41.5
159.4111;40.8
159.4118;38
159.4126;29.5
159.5427;2.2
159.5434;3.3
159.5442;3.5
159.5449;2.8
159.5457;1.6
159.8507;27.3
159.8514;47.3
159.8522;53.7
159.8529;47.6
159.8537;40
159.8713;1.9
159.872;2.6
159.8728;3.2
159.8736;3.2
159.8743;2.6
159.8751;1.7
159.8804;1.7
159.8812;2.9
159.882;3.7
159.8827;26.3
159.8835;35.2
159.8842;37.6
159.885;30.8
159.8858;19.8
159.9645;1.5
159.9652;2.8
159.966;3.3
159.9668;2.8
159.9675;1.7
160.0463;9.2
160.047;40.7
160.0478;50.3
160.0486;52
160.0493;46.4
160.0501;33.8
160.0509;27.6
160.0585;2.3
160.0593;70.3
160.06;305.7
160.0608;744.2
160.0616;1153.8
160.0623;1218.7
160.0631;868.9
160.0639;337.4
160.0646;35.4
160.0861;20
160.0868;38.1
160.0876;49.9
160.0883;51.6
160.0891;43.4
160.0899;27.2
160.1412;2.2
160.1419;3.6
160.1427;25.8
160.1435;41.6
160.1442;50.1
160.145;46.1
160.1458;30.9
160.1549;21.3
160.1557;45.3
160.1565;56.1
160.1572;46
160.158;19.3
160.2461;27.1
160.2469;51.8
160.2476;58.5
160.2484;47.8
160.2492;31
160.3411;25.1
160.3419;45.4
160.3427;55.8
160.3434;53.3
160.3442;40.1
160.345;21.4
160.3772;7.1
160.378;10.6
160.3787;11.9
160.3795;10.5
160.3803;7.1
160.5092;13.6
160.51;19.8
160.5108;22.2
160.5115;20.6
160.5123;15.7
160.5131;9.2
160.5254;12.2
160.5261;19.2
160.5269;23
160.5277;22.9
160.5285;20.3
160.5292;16.3
160.7854;1.9
160.7861;2.7
160.7869;3.2
160.7877;3.3
160.7885;2.6
160.7892;1.9
160.79;2.9
160.7908;3.3
160.7915;2.9
160.7923;2
160.8015;18.1
160.8023;37.6
160.8031;48.9
160.8039;49.4
160.8046;40.4
160.8054;25.9
160.8956;33.1
160.8963;49.1
160.8971;54.3
160.8979;41.5
160.8986;16.9
160.9094;14.4
160.9102;21
160.911;25.9
160.9118;26.3
160.9125;20
160.9565;9.3
160.9573;13.1
160.958;14.3
160.9588;11.8
160.9596;6.9
160.9912;4.4
160.992;10.5
160.9927;13.1
160.9935;11
160.9943;8.6
160.9951;3.4
160.9958;3.6
160.9966;2.9
160.9974;1.4
161.0066;15.6
161.0074;35
161.0082;120.3
161.009;211
161.0097;246.9
161.0105;201.6
161.0113;110.6
161.012;21.3
161.029;12.4
161.0298;16.4
161.0306;17.7
161.0313;16.3
161.0321;13.4
161.0367;17.7
161.0375;58.9
161.0383;101.1
161.0391;136.5
161.0398;125.5
161.0406;93.1
161.0414;68.2
161.0421;197.8
161.0429;484.2
161.0437;1756.4
161.0445;4610.2
161.0452;7822.4
161.046;9259.6
161.0468;7747.3
161.0475;4349.1
161.0483;1332.6
161.0491;166.2
161.0499;56.3
161.0506;20.6
161.0599;7.4
161.0607;12.6
161.0614;15.3
161.0622;13.6
161.063;8.3
161.0638;2
161.0645;3
161.0653;3.6
161.0661;3.2
161.0668;1.9
161.0723;1
161.073;2.6
161.0738;3.3
161.0746;2.8
161.0753;1.3
161.1719;46.3
161.1727;73.2
161.1735;86
161.1742;76.8
161.175;52.4
161.1758;1.1
161.1766;2.7
161.1773;3.6
161.1781;3.3
161.1789;2
161.3599;1.7
161.3607;3.2
161.3615;3.4
161.3622;2.6
161.363;1.2
161.3661;42.2
161.3669;50.2
161.3676;57.6
161.3684;57.8
161.3692;45.4
161.37;23.4
161.3731;16.1
161.3738;20.1
161.3746;21.7
161.3754;19.6
161.3762;14.5
161.3793;5.2
161.38;16.2
161.3808;24.5
161.3816;25.2
161.3824;19.8
161.3831;12
161.3839;3.2
161.3847;2.3
161.404;43.8
161.4048;70.6
161.4056;78
161.4064;63.4
161.4071;37.1
161.4087;1.8
161.4095;2.8
161.4102;3.2
161.411;2.8
161.4118;1.9
161.4668;31.8
161.4676;55.1
161.4684;65.3
161.4691;51.6
161.4699;19.3
161.4815;9.3
161.4823;13.3
161.4831;14
161.4839;11.1
161.4846;6.5
161.497;1.4
161.4978;2.6
161.4986;3.2
161.4994;3.1
161.5001;64
161.5009;79.5
161.5017;84.1
161.5025;77.7
161.5032;61
161.5172;73.5
161.518;89.7
161.5187;93.4
161.5195;81.5
161.5203;55.4
161.5513;8.7
161.5521;11.6
161.5529;12.3
161.5536;11
161.5544;8.1
161.5831;22.7
161.5839;42.1
161.5847;47.9
161.5855;40.2
161.5862;23
161.587;3.5
161.5878;3.1
161.5886;2.2
161.6227;49.3
161.6235;78.4
161.6243;90.8
161.625;84.6
161.6258;64.1
161.7299;40.9
161.7306;53.7
161.7314;57.4
161.7322;50.6
161.733;38.6
161.7664;32.2
161.7672;47
161.7679;51.4
161.7687;46
161.7695;34.2
161.7928;26.6
161.7936;38.2
161.7944;42.1
161.7952;36.3
161.7959;22.6
161.869;22.6
161.8698;39.8
161.8706;46.1
161.8714;38.4
161.8721;20.7
161.9476;34
161.9484;41.7
161.9492;47.1
161.95;48
161.9507;37
161.9515;3.3
161.9523;3.2
161.9531;2.7
161.9539;1.5
162.0473;29.1
162.0481;85.1
162.0489;151.4
162.0497;174.1
162.0504;137.1
162.0512;72.7
162.052;28.3
162.0543;15.4
162.0551;98.2
162.0559;186.5
162.0567;225.1
162.0575;190.4
162.0582;104.2
162.0707;21.2
162.0715;38.8
162.0723;47.3
162.073;39.5
162.0738;17.9
162.0808;33.9
162.0816;47.4
162.0824;49.8
162.0832;42.1
162.084;27.6
162.0918;19.4
162.0925;23.9
162.0933;23.4
162.0941;19.8
162.0949;14.3
162.2158;2.4
162.2166;3.3
162.2173;11.5
162.2181;16.5
162.2189;17.4
162.2197;13.6
162.2205;9.9
162.2493;26
162.2501;40.2
162.2509;44.9
162.2517;39.5
162.2525;36
162.2532;12.5
162.254;14.4
162.2548;53.5
162.2556;77.4
162.2564;86.1
162.2571;84.7
162.2579;67.1
162.2806;33.6
162.2814;45.2
162.2821;46
162.2829;37.4
162.2837;24.4
162.3821;4.8
162.3829;5.5
162.3837;6
162.3845;6.4
162.3853;5.9
162.3861;4.2
162.3923;2.3
162.3931;3
162.3939;3.2
162.3946;3
162.3954;2.5
162.4611;16.3
162.4619;18.5
162.4627;19.7
162.4635;17.7
162.4642;12.3
162.4908;34.7
162.4916;45.5
162.4924;51.3
162.4932;50.8
162.494;45.4
162.4948;38
162.5699;1.6
162.5707;2.7
162.5715;3.3
162.5723;3.1
162.573;2.5
162.6294;33.8
162.6302;49.8
162.631;53.4
162.6318;48.9
162.6326;39
162.7172;30.4
162.718;42.5
162.7188;43.7
162.7196;36.1
162.7203;24.6
162.7792;4.3
162.78;5.4
162.7807;5.9
162.7815;5.4
162.7823;3.8
162.9001;47.9
162.9008;355.4
162.9016;1300.7
162.9024;2579.5
162.9032;3221.6
162.904;2735.4
162.9048;1504.2
162.9055;421.3
162.9063;23.5
162.9087;8.5
162.9095;12.8
162.9103;14.6
162.911;13.1
162.9118;8.3
162.9409;10.3
162.9417;21.2
162.9425;27.1
162.9433;24.6
162.944;14.6
162.9794;1.5
162.9802;2.7
162.981;3.6
162.9818;3.6
162.9825;2.8
162.9833;2
163.0053;17.3
163.0061;42.7
163.0069;70.6
163.0077;77.2
163.0085;55.1
163.0093;24.8
163.0203;41.5
163.0211;115.8
163.0219;409.9
163.0226;1675.1
163.0234;5365.1
163.0242;10053.3
163.025;12632.4
163.0258;11116.8
163.0266;6636.6
163.0274;2294.2
163.0281;261.6
163.0289;67.5
163.0297;23.2
163.0305;3.2
163.0384;19.2
163.0392;83.1
163.0399;151.3
163.0407;164.7
163.0415;118.5
163.0423;49.4
163.0431;1.7
163.0588;66.2
163.0596;310.9
163.0604;869.9
163.0612;1366.4
163.062;1408.7
163.0627;978
163.0635;408.2
163.0643;64.9
163.0651;7.2
163.0745;4.2
163.0753;17.8
163.0761;28.7
163.0769;30
163.0777;21.1
163.0785;9.3
163.0863;14.9
163.0871;18.8
163.0879;19.7
163.0887;17.2
163.0895;11.1
163.1013;9.5
163.1021;14
163.1029;15.7
163.1037;13
163.1044;7.7
163.1257;30.9
163.1265;61.8
163.1273;80.9
163.1281;84.8
163.1288;77.4
163.1296;88
163.1304;80.1
