"","BurAD24_1","BurAD24_2","BurAD24_3","ColTer10_1","ColTer10_2","ColTer10_3","ColTer282_1","ColTer282_2","ColTer282_3","ColTer291_1","ColTer291_2","ColTer291_3","ColTer331_1","ColTer331_2","ColTer331_3","ColTer6_1","ColTer6_2","ColTer6_3","ColTer91_1","ColTer91_2","ColTer91_3","DyAD56_1","DyAD56_2","DyAD56_3","JantAD80_1","JantAD80_2","JantAD80_3","PaenAD87_1","PaenAD87_2","PaenAD87_3","PsAD210_1","PsAD210_2","PsAD210_3","SerratiaPRI_1","SerratiaPRI_2","SerratiaPRI_3","TSB-agar_1","TSB-agar_2","TSB-agar_3"
"group","BurAD24","BurAD24","BurAD24","ColTer10","ColTer10","ColTer10","ColTer282","ColTer282","ColTer282","ColTer291","ColTer291","ColTer291","ColTer331","ColTer331","ColTer331","ColTer6","ColTer6","ColTer6","ColTer91","ColTer91","ColTer91","DyAD56","DyAD56","DyAD56","JantAD80","JantAD80","JantAD80","PaenAD87","PaenAD87","PaenAD87","PsAD210","PsAD210","PsAD210","SerratiaPRI","SerratiaPRI","SerratiaPRI","TSB","TSB","TSB"
"457.3/7","0","88770.4316050781","33524.4070531329","46384.778671875","51371.6668339558","180522.342739234","16707.0710427426","35807.3059133179","33407.2873267277","5712.49675138202","0","31093.2146019861","43752.8773193359","17058.5660435371","1307855.02215473","9210.21942676883","46623.9616825238","7494.56846722495","265536.347683091","5904.15371431271","49178.156055","25498.5475747558","23381.9691054688","21547.3613857683","51531.2490886201","14971.1439346839","17916.8691197559","94669.4141367187","24941.3476831925","45882.4805385573","44717.5008964101","4538.17895544434","139363.378324052","8793.14918282488","0","6051.50662310328","29732.9529434759","62841.0991745852","159500.752456445"
"463.3/1","97870.5022596441","49523.4641621916","397775.820680847","265519.042571644","862730.676866639","787469.55616812","423559.703768007","494707.531531032","193388.15394254","944115.789693567","446401.267934018","97413.4027225328","447242.10423089","7372110.52398643","4418041.38023159","294062.298794858","636330.846139526","30803.1283030243","401098.775303233","1046785.33994228","1384721.61097581","98338.8848509766","52290.1159282114","110411.068890379","290868.085701415","152887.784959506","75978.4541451299","762867.429653462","3222273.50745493","1186170.09960757","183850.892215169","43320.5968600502","240231.902323167","181132.296665009","72312.1508026544","13658.8798231201","151365.002863597","1310968.60324491","264267.052325"
"467.1/90","0","0","12242.2816579238","57424.7537299899","17885.9047374666","0","0","0","54686.220923245","0","0","11030.4868737012","0","9949.08464000747","78489.9562786647","7074.67950835824","9626.68648877554","2677.57508770376","0","0","20251.133315795","16691.8006380493","29529.3263422574","0","13481.1578977836","0","0","241121.326651536","0","0","0","0","0","15745.5593704619","21789.4310833481","6351.36438574219","31492.9890117539","0","0"
"481.3/51","0","0","307.185322691314","842.665097172558","0","19343.4922252968","0","0","0","55728.6762649447","80765.0417952488","32713.8962280005","9542.16405337211","36419.4693308671","14596.1781024188","0","0","0","0","9226.50673063472","44655.81127","9177.54925048828","0","25219.5229638368","0","43546.6878328123","0","0","28351.6515849022","0","2460.92786182463","6342.66148480958","15093.1527553439","1355.24567313337","84987.8246445313","15319.349670625","0","195139.560546875","24342.7343201687"
"496.2/64","62665.5114902994","104660.274905935","0","0","169904.369134255","113526.704207122","4012691.16423956","176429.296713515","0","77617.6881296188","102512.033839345","106328.868953912","53170.6541936272","118856.071032114","0","0","89599.9553543888","3073.3249812418","291334.388557319","262608.138514757","0","28775.9011087891","40991.722332318","118648.446008116","20896.2802174687","75932.7040180638","100249.959420625","17755.6977738347","34791.1903164061","97116.0501093751","93257.9284074605","55732.8700750703","92090.3030210733","0","0","18982.6737496513","42493.1648490736","196143.425654471","56724.3885510763"
"497.2/38","43871.7347627344","71008.7821579948","11210.4941551758","2829.60044671018","74966.886113781","102991.626151059","23080.360120318","81848.7029910336","39863.5763305664","84271.1765235756","34895.0669559421","0","57653.2495093688","11141.7108411454","46430.6202482122","0","43409.8111226956","1640.61320272386","58670.7123522945","11885.4220672723","15108.1001197491","4162.71593847656","0","67916.5021668566","157247.8774161","46353.873478651","68521.5419079314","123460.903860213","49803.6962045874","96968.6423551568","22562.8744162396","15772.4654496257","80969.4304883679","4069.58468869503","11471.3540663371","9977.56886166334","136330.534954574","132142.906422481","24834.5191213105"
"503.4/74","0","0","2974.04925919175","24278.7518750391","0","0","0","0","76982.8740906685","0","9040.15659280121","6919.6876142323","0","0","9265.29729910195","43300.8554139111","5474.46662339568","5903.36654882813","0","0","7915.35687316731","3768.5129580241","2219.74267332978","0","3173.51078409702","0","0","34859.0884770826","0","31328.1842109561","0","12214.3469279622","0","0","1774.50899760239","3879.20507977158","0","41422.0410023332","0"
"507.3/2","21606.0489972178","50521.3065613162","509635.674707123","180213.133590305","936771.937739001","786045.453917455","451614.720214018","607407.637891689","162843.131877974","1416035.90569085","322348.768996869","186540.188397781","474743.894002294","7229558.85753878","3780771.88827344","308920.586431883","568228.857200316","36756.9173381119","237327.373641163","1104351.51860538","486975.679476202","71629.9138270833","52973.1604872586","176949.393944113","436565.358911559","180517.192464805","188009.960539552","584638.045654466","3402631.70876328","1082928.94194182","268116.09219181","36019.0622807144","87128.99245754","222742.405820296","77516.1945482315","73131.7310103408","110846.298791044","865070.146204403","160072.949137774"
"517.4/45","5371.84091297754","46878.9642008891","358138.202601969","138165.088895734","87167.5385165602","361260.239794711","24414.3573472534","83662.2592238171","25930.4263678385","57043.9507238053","159089.962407154","89229.6083743261","12944.326352899","40091.6237684578","1301231.49754441","18543.6468578925","122292.635789649","8845.30389843751","192666.209798835","56865.6096453033","24463.1454679497","4605.54828125","1153.60008990951","78902.4816246331","26551.379375267","21910.3848537058","53109.4658131157","0","51118.4166771378","145383.418242547","79283.1002101443","8545.4244543457","102424.490349962","26047.9465807521","3987.41526215337","5935.1850179974","0","81084.1008223996","21516.1509681547"
"541.3/18","0","0","31409.779886015","2776.81641337151","0","0","7151.81434660446","13227.0740902424","14966.0311805859","47852.3106065041","14433.4420109657","0","20540.8520997168","8136.23709005862","5803.93864589278","6828.50220540445","0","0","0","25147.4726266526","8630.95317291073","394.875829060872","0","0","73832.2160650976","0","0","12800.5161120552","21354.8653864572","0","0","0","19461.9798673484","14728.8594076538","11980.0525414199","13800.5675048828","0","68874.2219519062","0"
"545.4/46","3244.49104050291","34582.589117825","11132.7387525516","74495.7963478044","59447.7390376478","153223.73112912","105179.349777544","153352.043527732","24991.58437323","40663.9996084223","79019.0669828951","104577.731986016","6356.77280306816","45385.0950899223","34781.5322975486","97652.76690625","36116.4331181556","21341.2602914307","455753.498312306","0","17401.9512475356","19561.1375624219","23446.0905884514","140335.848461485","39308.2863746236","116476.369919889","44424.9038652331","10328.0856255256","13451.8870595153","173960.895961796","136455.025602075","14244.4752491048","122177.765500966","52970.8897892264","8492.5872407794","4885.26486092526","51082.7544419939","80622.5800241232","36747.7041841775"
"551.4/15","0","5801.18916850397","165297.836694641","21460.1378332212","126999.058690216","302678.274192076","386730.929106575","308560.343012571","34599.3894933756","137596.905319727","94521.6160936654","267323.976537891","111548.584447661","8549113.51167722","3271713.50608031","19245.5324154581","123003.940663666","1517.85740384515","267605.653436349","105455.153285157","82969.6748546148","13590.6872644623","24080.5334563136","69185.4392578164","225501.405426056","196471.9529905","84347.777438732","82568.6923534838","924457.110214697","436453.608617187","151274.266178752","3608.52926870734","216135.761316269","20922.8171118544","18920.2231359035","14442.5402179565","17565.6117028228","344589.226569375","303576.005382187"
"552.3/67","47994.5281214342","58729.3168911219","0","36479.4793190748","180974.4026265","210237.017639637","117780.7874375","154782.662820071","0","33148.1117223203","85745.6669179946","124909.623488282","76616.8486807739","60127.5368527882","886240.355598661","13096.3590766378","118840.656990504","7603.42712695314","161610.425810181","160980.995209374","11546.0288007706","20949.488048108","35227.6141834129","57351.5648587346","0","38348.087450251","195991.024947912","73108.9972515234","25347.3168976977","40268.4790177643","155694.784113765","22580.3881294504","101038.705803573","0","5942.98904887736","0","75090.8967058595","192304.110960275","193327.226592675"
"563.5/85","5162.70182620672","115056.155863665","0","18681.5723521039","114858.596000224","318621.692506596","82791.1450117975","135693.939853739","3401.32781651616","108100.028722074","151753.441592976","161604.025053792","7982.00232925639","134575.170674642","1479.90982962772","14489.5400286466","53917.8244283795","0","129858.732885048","179385.705313722","9219.72122869641","0","27256.9262789844","105700.377231598","6835.72672690451","79733.6410412838","66900.9132176694","11963.1960778808","15798.7852402305","114878.870416909","36072.0027565956","7004.22330270182","182790.684453776","0","1229.79390667224","0","31649.7066719383","391885.695947558","160413.575167139"
"575.5/85","0","0","69706.2123154686","0","0","0","0","0","3005.16471500248","0","0","9330.92453293875","44360.8181355794","0","19253.3980326355","0","0","440.625454884837","0","0","3325.58335269988","2681.16171093751","0","0","0","0","0","0","0","0","0","8041.07249525392","0","20839.3179265693","8262.33261366575","606.685894483235","0","0","0"
"595.4/37","0","0","8486.29742936511","0","28417.3280159682","193343.85599109","84708.7730638936","181816.125346881","45028.722283572","374248.820619881","78133.7911027074","103891.783908828","41553.4989650585","6480994.66121974","2664259.12561219","15227.1465742886","79341.2982684572","0","85509.471293319","49856.8331836313","16557.9136432381","10420.363216626","447.84458532425","80651.6063015511","197578.736309269","83504.0002146482","48775.6499007344","0","145330.418309055","210431.596850824","67405.2433037311","6380.65167671876","111237.842016231","4697.85970908171","13133.6663696411","13338.9055226818","22042.9398847371","244229.767781906","0"
"608.4/30","163867.744705193","342409.276900077","54456.5063086304","75698.3092795787","409858.658908714","303834.232083776","142720.263178084","276178.102673465","53631.6237517715","210222.85158253","397505.838514144","282408.602596189","96967.916440957","376487.059942201","57770.1472548876","48086.3426814444","178327.727291219","9372.15833795071","457355.501678604","316800.981102206","32862.4652627515","48912.1609730273","21054.6082608955","176863.854960757","264133.35405242","407930.947239421","176544.497768352","279880.777844886","155354.644716756","326614.053719044","235804.696656537","31781.7554113183","141911.835687572","6046.27983688284","7719.3187315166","35246.7148560818","545884.826358691","520651.236582014","251163.252668717"
"632.5/75","3301.35964928583","0","1550277.10344015","107775.702104586","0","0","0","0","1642471.50273472","0","24129.9865609256","0","0","0","0","161953.468038893","0","23556.7347189627","0","0","70665.0976126598","15613.2888260637","32779.3958548366","19043.5522919893","361367.929193389","0","0","0","0","0","11861.5273022354","11880.2089259728","17646.2562624841","1970003.22285779","655569.279658729","523466.275024729","0","0","0"
"635.5/26","0","0","1872.77093848342","0","0","0","0","0","1094.41843535086","0","24866.77298168","0","0","0","0","0","0","0","0","10205.3750377383","0","0","0","0","0","18426.9289300016","0","0","0","0","0","0","11440.559271723","30077.6812049219","321505.655936283","0","0","0","0"
"651.4/18","0","0","79635.9387935552","0","0","0","0","0","0","39931.0968805909","0","0","455.264242200646","0","0","10761.7557111168","0","0","31459.7697945709","23468.9252889074","0","0","0","71022.763666552","0","0","0","0","17772.9660972953","0","0","1626.76981283259","0","10330.5393829346","6733.40579919433","0","0","0","115632.493222266"
"661.6/19","0","364281.3612263","837551.128665057","492067.49248587","0","188131.597636041","1724152.47756311","14870.6783854112","323181.739367167","16669.067353949","3295654.90898618","0","68320.525359528","269732.872600225","0","738384.691009851","3361235.41062392","129890.618774063","0","398690.136968548","278696.448207022","0","255740.229869557","24210.6939379126","564828.254505385","194631.381721608","114325.871126016","15026.7779882997","0","611564.274268476","283581.427017783","0","40250.3436578542","514509.029564417","4875461.15045193","2084534.40277607","0","16831.9858292983","2613525.0823936"
"663.5/2","33974525.3769952","25246564.5171022","30905752.2387","12286653.0486371","74183667.9045435","71227326.3104786","69582001.8664688","36380467.5884083","3352308.12928669","52705520.0999908","29171244.54497","36591224.954203","50403351.45833","55811030.2523055","57048218.8695963","84719938.7866667","68592403.5861186","12429139.8495743","58436418.2676428","60334623.9488986","4856166.55729777","32632902.3154805","15732545.1478303","65885997.7631877","33916717.8199023","30780839.9258447","34855542.2559593","71848036.9369558","36795270.3733515","44136960.7852873","34725226.1378708","17950350.2238548","50122860.141694","15156050.2713054","36156603.7865423","32633927.4316761","33379615.3589698","211936.487377969","58273827.3979611"
"664.5/5","14854620.6145804","11442458.6093276","13545207.8799886","3820747.92610779","32758544.4785392","28063942.7434456","29110115.0176366","15856923.7251932","1435782.55088413","22099815.2109291","12633282.5674031","16290572.8597962","21260402.2585932","24390771.1482334","25003481.4549507","37364552.0183333","30449732.6442816","5534468.34224363","25089647.5391946","26039702.5218391","2122189.65440241","14208417.5559758","7470487.34804089","28929618.4751977","43309084.1095283","13809071.146754","15368792.1388573","36315653.8036038","15337951.6864049","18982093.5870064","14597645.8338413","8152150.26165421","22346930.666078","6617371.01037817","16244701.2268308","8873117.18372593","13194015.795886","30739018.1162465","23776356.6121742"
"665.5/2","2147576.40196717","2429901.19620833","2817808.62888239","800777.602840248","6833807.49296223","6162363.33956765","5730940.71907489","3352071.63951118","636302.644462846","4572581.65639603","2818466.18375957","3521709.16661023","4579005.59267736","5112143.70854317","5551916.07763572","8198827.08404375","6342727.37507428","1045210.45771382","5079741.10044407","5822502.82492188","477778.884860313","3249829.71054014","1230951.37034526","5754300.51778835","3316460.85711946","2824843.87086612","3310040.58837953","17796935.4232886","3044951.73777524","3954012.3362241","3093570.65067208","1663916.62292669","4496862.12867747","1499518.22743806","3538399.37370745","1792395.34228962","2590686.90500899","6426121.75166218","5070402.26730897"
"675.6/51","0","1678596.00591993","81238.6903482701","1496869.30841674","542117.144289572","608775.942178118","4057736.42885966","0","671504.901722928","53044.1590877388","5343108.98301875","4715.41790493617","470831.859159985","383619.757474899","1370.30643438594","1029091.12461719","7367688.06987721","265613.237749911","103748.484797358","262497.360858051","72138.533203125","31851.9740220872","970328.042959487","1087240.09244219","959852.85229119","153347.904418764","1050444.58346607","0","0","655588.765118386","312050.554872259","634878.200532347","37713.094744285","2506575.29873063","7800839.41728323","4891484.25481885","3009773.76584285","0","6259124.31113057"
"676.6/66","133154.957228944","80459.487159906","308745.491149519","76769.6994836442","99637.6725937502","137031.013687116","449659.760762215","119376.055917881","27270.8775600046","37283.7529792897","132034.645217711","38163.1357856989","62805.0604641493","0","27304.3649713509","78491.8504824862","35345.3994559961","133382.379787866","164683.277195483","70404.2658629119","187444.60256549","3038.59447474365","31330.8693700908","58079.7216114011","51760.1153367572","43582.0328298993","308113.853484786","33708.1166186482","68689.0332064778","109730.532562422","78593.0940925876","121286.038485557","199954.453884363","273229.663958788","1184186.30601557","551516.539535969","0","197233.682395682","509201.046804085"
"680.5/2","130022.23388225","106703.148267746","258278.46821183","23154.2043704742","226864.528869285","303173.734835292","224767.955432923","117052.724130528","0","281173.430564723","220848.934738305","288465.142152616","197780.688688718","287881.689584466","26128.1394947296","122626.034386875","298403.195775463","75245.4765389063","216718.062843311","291769.001437383","17470.1813860866","402632.169938759","40962.1979609924","372978.718035392","187684.587670607","204405.566511176","198415.976843148","313181.412391424","171181.269684091","262903.230430039","270358.26740847","77529.4741675228","270201.319627187","13695.7602127399","91311.2583661944","61196.4550423243","61689.5535131222","350717.86786993","416456.151241028"
"685.4/91","25526.9398699414","113275.720332031","15473.6955390513","46483.9602125287","29783.2122452557","94409.5947070047","106181.626977921","80931.2569959164","0","45120.439218048","84715.2595769465","186612.274214745","6127.35683762841","119416.178275228","5804.85023423471","39101.7646083729","9431.66509277341","7711.11403636476","0","105103.680320777","30614.0374837741","14330.9020751001","39494.7902942871","52228.2911280468","90987.1483593753","181075.111767992","34869.4840104356","0","12988.6503204763","86012.1495474279","79799.1418321133","49129.8943662643","58373.9011154734","2758.98809427582","0","6517.36207284639","27164.7654336691","63873.8023862898","128550.434466562"
"685.4/17","14264767.8493476","24463551.5444851","18548.5139625732","5441391.95160511","44474022.1812927","196305.92132207","15985923.0465929","38167722.4516068","28365.5808199024","63339.3376938281","18737060.426569","86630.3806415625","12584491.91634","40437159.7002525","30306440.9552075","27260783.1931614","20937205.8835487","7771598.0542472","28903480.9353334","19172526.6660842","7050172.34420986","47858.5669516992","20377767.3918674","59724260.5362511","27707215.8954048","241364.642999153","47150189.6294004","34510162.6462833","47911.7328672763","165281.197198203","39498535.6917671","9949645.84141164","15607215.0183377","689572.696931511","21973883.6020794","19326155.6806341","27333514.2078632","306647.358404062","29226776.0463715"
"685.7/25","18166.8098905571","25678.0270512924","2211.48890031595","16674.5495321571","51206.1016865503","0","4934.7003012097","30341.9455062896","48846.9612399908","0","23930.6711118132","10549.5497303642","24488.6042151563","23960.7004569471","13926.3760509817","15040.3004389983","0","0","14617.654022257","0","4019.82226035558","14646.0373271008","43182.6441095918","93119.5943085937","0","44059.7091533318","34646.3873313491","122680.117836013","25425.4265","0","36139.722313704","6538.55233610049","8707.25736555085","673.896512714447","24348.6767998827","6359.78035715036","9821.35963917226","21028.2801595423","27367.6282151714"
"686.4/32","4068643.44870949","20947592.1939545","668994.476751029","10262930.5843099","19183917.2416174","13702054.7479378","4974938.56734467","11412454.6401272","12767024.1264999","8691274.43196614","15614299.137072","7394061.11853127","2594582.09564463","17770121.774888","8172756.66219082","61248440.4131346","56135.195118203","1956549.82212225","14993239.0791035","10418132.3666096","5805781.31984777","1980242.06891666","34167.1909533691","17651270.1861191","141363.514228125","30799797.0313924","6897432.05231237","19033138.2289453","7864114.06229007","18991333.8359631","14088187.5428581","3936618.51317579","15621842.0892026","912497.099162569","4379696.57151699","16228.8552588648","23363900.8275674","16851756.3353912","16633030.5530376"
"687.6/6","4104158.17357734","4746626.35382311","2872243.01758359","2071445.87740763","16689144.6093162","9464603.73283649","11680607.7559581","7968078.53671117","1033599.32279907","8385577.53053403","3456581.64388901","6179823.89019148","12322164.9978062","7238035.42058907","5158344.45891991","11882923.0377543","12294945.6886143","2312843.62127476","11583263.7250094","6638993.84733353","1275031.12576282","3066184.45094984","4452556.53640938","9320741.95199218","6785873.34942656","6819138.79750697","6303811.35991692","13994923.4621875","7349025.38555085","10704861.3702626","6292342.84701377","1995524.07778137","7827533.08988183","5521382.86114738","3548127.490375","2849547.82183949","2391264.59877205","11759328.7993317","7385417.88514009"
"697.5/68","327202.069774133","15526.2997397844","598751.152709397","435507.729622338","36706.8551652297","20346.9777528275","26969.1857041089","56628.5751722038","4811207.6786644","0","17088.1884026796","29033.7904098796","37662.7679542357","0","1792512.31415471","824576.748219073","44284.5349513873","90909.8560701441","0","0","234708.272015126","209056.185903625","210149.291268757","119820.485564146","1819004.48219607","194218.719600269","116155.564229488","5363073.88489741","105147.552418575","1062485.59570871","464589.564512064","5397302.77256115","1534011.8680501","1548559.6766775","843949.563908175","850142.306141276","384887.629695496","48686.6383766383","0"
"698.5/92","23611.0345641375","0","342424.65246888","69222.7180969287","0","0","40409.7567187667","0","534546.980609346","0","0","0","0","14497.0157577842","121911.037337467","67984.0639742911","0","61286.9153385417","0","0","7102.6863036326","3563.59101669922","31272.6563841775","31491.6990626653","400246.910479782","0","978.178070417206","1986626.7532756","12451.2640929742","52604.5380332172","24967.7541830625","247051.428975335","76443.326778464","244566.437803125","115566.013893011","520266.547982026","0","0","0"
"699.6/37","75409.348863063","177356.544131644","169912.37447978","0","335137.433344066","236139.082680871","173368.277329439","227191.881465167","0","165589.213485956","38162.5352194309","171444.234572982","94643.4800126304","173438.294696215","1142162.06902721","49407.0051249079","94181.5674218749","118995.37733941","403034.659102696","54131.7003869534","46622.69884125","5352.81026733398","65811.1802018385","155955.187275363","270540.710557705","267299.108466446","110340.060495287","33410.4796133041","46648.3019808284","171191.538753083","147158.251672804","23444.3232196536","55846.0665070653","571.097798464238","0","0","463751.51899682","375577.687615201","262934.10133189"
"701.9/2","0","0","0","0","0","0","0","0","0","0","13835.1329369108","0","0","0","0","0","0","0","0","14503.3041122578","0","0","11787.1120934203","0","0","0","0","111400.655944049","12829.8952166362","24088.5157215212","6170153.59952224","1262125.83947396","3014837.58887822","0","0","0","0","0","0"
"705.5/98","55893.7380324663","709842.707537714","10074.3428683121","715392.19570443","4479417.71503276","2048756.71905248","1799336.96425163","1998518.99523551","5343.36297078631","1026672.08208066","1454171.31544259","1334932.26799675","1378156.27820671","694594.748184219","0","875502.409885566","463419.194131987","92329.018878188","2965960.25644577","2166048.44711909","124033.049016995","24474.1602106933","400191.206916865","1261603.46278723","32671.9792387448","1086346.74044052","367176.622221753","24458.9836120514","2990.72247510999","1164292.62141585","798363.567664683","36120.7877996947","449601.674287506","6206.21267611937","3735.75515455994","0","0","803829.652905226","3747546.42277972"
"713.9/2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7286.92844688997","0","0","0","1237541.55221612","159085.49945947","0","7100969.75153725","2041250.22541783","2191346.7952426","0","0","0","0","9220.01047746982","0"
"715.6/6","6992938.08646899","3824877.561739","4538445.72871705","2828917.67432098","13021909.4966567","7974466.84426162","9016329.16124324","5933828.97130493","1183673.42903809","6730295.18297631","2574573.6123091","3935798.25315591","8733589.07139245","4875669.73194816","5730126.51712136","16683299.4827947","10831273.8987646","2600364.3731735","8760840.74223482","5055000.07915596","1160240.88750003","4495293.87094922","2625775.91302455","6430423.86277555","6884413.274","4875289.91161579","5775707.4575388","16907646.038346","5940919.4966727","8121803.21149794","5497063.18696808","1581112.61385804","5776016.08961345","2042396.35747908","4157432.20790625","2946701.81771129","1186034.51737747","8520647.19244633","5180234.61439668"
"716.6/26","9626443.24891235","1508383.95473175","2168250.88243977","846725.774022559","5413314.68290473","3370035.20953289","3801871.75300926","2354341.75456479","529898.570725474","2924464.81676064","1186415.2127063","1842992.9873401","3505680.76456155","2104254.18707865","2684778.6901935","6042635.7805","4639473.97943923","1203365.80347359","3713538.44856975","2094762.61010815","522648.316844882","2062314.47614336","1156559.49402631","2708351.41464602","4265809.81709559","2193409.64515167","2418635.32039788","7955221.73062894","2492898.10684099","3531032.93023566","2427786.27497768","687000.162952087","2459148.70433127","881057.025881444","1853712.94367187","840452.556567923","433325.691161024","3626500.90761555","2213521.75476431"
"717.6/76","87998.9349423555","58093.0591381788","23664.5881612329","0","452639.996512413","358541.551298589","344994.871833831","210266.951873571","0","177434.621864371","151236.777214989","148549.180078109","68028.0133472085","99984.5415382609","48782.3461435102","60369.0002308004","141123.636629194","142228.898452148","191684.089936763","135988.427857757","71348.2385362312","1795.44638562826","33228.4544768767","135579.231025953","0","81803.8037001044","209868.035994887","159493.107845051","82613.7791837156","239645.339999999","147429.713145097","0","104751.53779497","29764.914120622","37083.3682802171","0","75368.2264796893","356491.125156522","148803.477939382"
"722.5/4","296693.383248951","11287.0364819672","49480.0465434669","86033.3253774914","203438.720831474","288727.597904449","124704.214119797","191511.445487375","58801.6960700593","521563.801215962","286905.882286971","18347.2666967093","192660.252903848","546297.602173951","77582.5162208514","134036.862318815","0","57400.9331476953","247604.572887373","299039.39124093","1786009.4104566","6785.36328112386","182625.398038842","351753.165242465","266868.697688287","138539.881971312","18553.3855708401","62031.1443247534","156104.724129981","207695.798476577","165656.863109375","67407.0315964996","27325.9986241274","0","24895.2117964216","89009.2775687898","75036.0375703123","63470.5725969739","0"
"725.5/83","784148.455047955","185878.441151736","5873993.14144125","1166287.84086581","379411.597910566","275797.685202956","552901.084205223","323445.031486498","17790991.3894849","36126.0176254499","424273.380477753","168861.149958181","376845.500664252","0","2007212.26903588","2343541.43323778","147306.369610163","535542.369143086","486582.781670332","101331.92529357","926014.917389447","417849.112078995","1130962.69113747","972031.619559025","5852182.46662362","969013.18459951","879715.552100466","14983274.2809221","736088.139463649","3337029.52836238","1898610.14269254","40564673.9655809","3184653.41775821","8194403.66222292","6390437.79875364","216814.359404588","3012673.1127466","541464.402984904","291407.719351292"
"726.5/71","902907.221161821","91470.6176740304","1591410.12374533","993378.144788339","325039.340774407","86750.1137933135","176838.36605656","284755.765008382","13188659.9034305","0","167219.973330584","91584.398790399","251016.909886075","0","4910920.54436798","2267984.81754168","176789.651913665","204151.779623833","160521.12758952","16196.8698451534","752780.82200603","568516.721291504","656296.208267209","419248.69944469","4879634.98960357","613925.544603123","754198.250688268","31468950.1118972","367877.64589076","2290475.64735849","1451022.71915403","10310592.8797159","4027781.19628415","3406277.02783402","1743779.9602407","1781044.53515833","1164939.30978772","315255.274333676","273185.582534147"
"732.6/4","7882273.02125613","1210587.88460137","1763869.95201224","1056031.6174156","3692022.32893616","2365138.21891157","2542961.99467904","1618631.51584353","244279.54608431","2015381.72166425","839234.438492435","1347296.53482604","2512800.78970776","1262290.19207148","1480646.4712266","3111930.76595314","3989947.6397704","1319500.04017178","2937607.4248472","1610617.59783395","457747.229343133","1931792.95019392","1237600.43730031","2109190.68659126","1864453.88691383","1954961.71691058","2183707.05027398","2669318.79254563","1972278.30745089","2261837.98169856","2090774.60292144","727193.520101493","1817288.82163081","985815.429434906","1391237.14490633","929541.558770605","353811.576112344","2463503.52105191","2038441.26420601"
"738.6/60","11227.2435077374","1780641.70519242","3629122.34976964","3799893.65169943","2712110.90304668","1391251.59876687","747870.279780407","1959535.83972677","2467462.58148923","857108.145626924","1293482.28237942","938662.478306433","1407571.62263906","1471542.43452685","7403558.49529785","4515064.08903251","647015.574739315","1336588.29699539","2073904.89469357","724707.207589287","1763875.72664554","1696880.57729463","1214693.99568067","6298086.10146151","7629424.58763482","5474929.00552625","2630963.38026174","6452894.46751958","1304313.62249927","6399196.44082132","4555434.48747363","1379036.32125225","4035078.39471167","1893664.93190354","1696037.05740421","2159431.55397716","3288920.28419204","1852111.18174734","1749907.85860927"
"739.5/20","13987.9053092748","34251.2441119386","34874.0735050391","26183.1585166472","0","16874.7349919543","14476.8474629987","0","299966.552751731","9433.92906078425","0","20683.9341963334","9330.58268847177","0","102485.344370766","0","0","15278.7123695992","0","17499.7188927816","12299.1338356237","9469.58126819153","48816.0722658691","236009.54571","0","0","0","0","13386.4828736731","0","0","46508.3542473147","0","24519.5229413647","0","7317.56711288961","0","2747.79912823397","0"
"752.5/1","22316.3485626221","111580.7155771","308853.759799785","11141.1636120553","178829.635827936","225544.33095655","61464.7480081112","58465.5101634184","0","410732.940108066","362607.601394088","140530.342034293","315548.336591969","932090.773511081","319834.318515625","147655.132534103","442482.789959055","154792.515839234","1952778.11826074","535937.136026064","26220.3325517948","94545.1475147266","22031.1430146154","106597.997022614","133538.685408416","234678.236099429","59591.1016121484","78022.7402074808","674306.021789077","210781.112076066","154355.3640701","1569.41877683455","59162.8427078197","38486.7891613816","15504.0607459559","302003.662152676","34292.8853855454","213475.908139156","258900.925269076"
"753.5/75","1367439.44991432","388579.101726205","5780644.80929125","1566749.54462233","984153.090824108","800760.485652678","917767.940825519","829088.945184174","30088008.6809921","227329.109620007","817751.045448008","510525.324490057","7090.27561760743","65302.6773216018","6689186.00367457","4418438.85094998","304625.588324387","551509.228253693","632535.062692033","532382.860418838","1209226.8432854","692331.116812663","1178815.55227412","1342156.94077673","3976433.13126482","1173035.50719518","1460425.40911312","17898518.8164915","1053746.15039305","5247773.14267019","2673433.03845357","42233215.1747286","4400911.32168004","8359243.25649547","3242050.22115678","184885.736654368","2417614.02269334","1164403.32333501","796440.262573984"
"754.6/68","920587.635200543","132646.409973095","2618106.75813344","1254076.4837835","435472.583672968","82960.485155885","313188.090635566","384524.900305409","15297500.5369017","24163.7212673661","121932.229349988","258868.148538507","220238.487582574","23358.7083409323","61664.564475293","2543696.15523757","191403.447900668","38285.0762636719","269537.848886627","77353.3509445862","840949.437504525","551827.572816445","720382.524286685","553361.55848854","5606499.47646828","805459.262968494","1435662.54102616","36803768.4572012","537645.260673138","3169327.54411927","1908662.43212498","12336883.6964402","4679121.8667734","4066382.72866264","2225847.09737911","2142074.63209637","1469740.22629553","485296.818229547","284889.056034732"
