"","BurAD24_1","BurAD24_2","BurAD24_3","ColTer10_1","ColTer10_2","ColTer10_3","ColTer282_1","ColTer282_2","ColTer282_3","ColTer291_1","ColTer291_2","ColTer291_3","ColTer331_1","ColTer331_2","ColTer331_3","ColTer6_1","ColTer6_2","ColTer6_3","ColTer91_1","ColTer91_2","ColTer91_3","DyAD56_1","DyAD56_2","DyAD56_3","JantAD80_1","JantAD80_2","JantAD80_3","PaenAD87_1","PaenAD87_2","PaenAD87_3","PsAD210_1","PsAD210_2","PsAD210_3","SerratiaPRI_1","SerratiaPRI_2","SerratiaPRI_3","TSB-agar_1","TSB-agar_2","TSB-agar_3"
"group","BurAD24","BurAD24","BurAD24","ColTer10","ColTer10","ColTer10","ColTer282","ColTer282","ColTer282","ColTer291","ColTer291","ColTer291","ColTer331","ColTer331","ColTer331","ColTer6","ColTer6","ColTer6","ColTer91","ColTer91","ColTer91","DyAD56","DyAD56","DyAD56","JantAD80","JantAD80","JantAD80","PaenAD87","PaenAD87","PaenAD87","PsAD210","PsAD210","PsAD210","SerratiaPRI","SerratiaPRI","SerratiaPRI","TSB","TSB","TSB"
"562.5/30","304630.964316299","149032.941272088","77140.6339171717","207919.915000073","117534.819354019","0","98823.5401580485","56604.4075654211","43593.9909928497","0","61067.2467053919","708.13959117292","69024.3591695987","79300.7342096819","51037.3032716506","146590.036261077","41490.6536352539","116043.737743503","9763.32973210776","1969.16953109252","3252.93602469817","33639.6371523193","17063.3634641062","90523.7707868304","270215.017569058","204530.762105961","223057.782360009","76878.9551694797","222469.187268103","83371.7382029608","319731.49080599","307069.902479279","447332.282289611","131155.120929336","369988.764716465","124499.235844575","7362.11591433138","184730.670395139","294406.263018869"
"578.5/43","21310.0355566406","12421.4839101563","5078.3076916441","3083.52626010147","0","0","0","0","0","0","3349.36554330436","0","3803.64239526773","2461.10707721952","1165.84898642606","0","2118.67348089069","5491.08462652657","0","0","2281.39505002283","1717.68926800345","718.616106254398","3831.42655362049","7524.30113117024","0","7169.745358543","3269.8725420105","4089.14356610505","0","0","8605.9304102134","23871.6167886206","0","9773.12053623796","0","0","0","3406.29445243441"
"597.4/34","287599.456865927","90348.231581226","48726.5473842078","61678.0978130585","70376.3580878293","0","31887.1610386963","47394.2678898628","0","0","39214.2621908683","0","62585.3568929341","83296.2429552488","18381.379339143","85404.341992742","58443.6345849609","9168.84078566786","0","0","46354.6218470982","40099.020923584","648.734874321066","42952.5540163159","248129.68625831","91778.2026041454","64293.3496492913","89472.27052508","111644.161136139","104235.512541504","244221.213197252","97267.7336101544","250350.422914162","161527.827072525","257717.200290012","65437.6713710823","0","158638.960474237","207847.745883279"
"599.4/26","174900.221723401","74829.6338955021","46485.0469571124","61566.0633374202","55445.5371632805","0","25641.9492207204","37573.7209745493","28390.7813651469","0","20185.8959881939","0","36596.8254508352","12341.6180868021","18182.3409028206","79058.6794687319","40953.7028579102","11033.314380188","0","2015.33742523019","0","2503.60942286559","1391.11854159186","57721.8782835388","148897.31558989","101481.737768759","77868.6262838177","54209.3478866143","103127.339023944","80132.8872344619","186078.964880642","124330.532917732","215953.693261745","93408.5362362483","174859.093997509","57541.8769532645","0","64142.5561920752","147221.838455715"
"653.3/59","15439.9382315716","21338.5912026279","29683.4990382087","227647.870841271","6399.13870454346","0","42979.7177570416","0","0","0","78628.4652549997","0","22643.032147772","7316.98269093945","16241.7481576946","70413.1005437678","21530.6329947771","67758.3167428337","0","0","94016.2476731873","0","17069.969489399","682.778944569291","15494.5849758984","19231.2649461726","23915.6941578202","18928.2119737244","40834.5752042793","0","30604.2720846971","30068.9722916465","25590.7308161492","3123.36384536698","72309.1248952318","28892.9780046897","0","7587.92992079444","125553.411615501"
"671.3/33","1033205.72387881","457249.263923883","414825.497841099","851298.282116562","419481.004776525","0","232644.992514577","26047.7991006957","55816.0637195474","0","391294.371114403","0","108964.854345816","40852.9681490417","187725.414390352","307278.54905376","72167.8963028809","280112.979297446","1161.156445758","5980.85216390365","113560.551471863","144910.113829102","53677.1801222188","457994.402500651","402662.534655643","872298.181952564","933699.236603645","315035.225621909","777949.624709956","88883.3954345703","1272774.09017964","1091945.080146","1287307.06715721","395257.875839425","748695.382415993","576989.638709758","0","198919.896492976","1246843.31603013"
"672.3/69","228174.000393585","214036.447310703","167148.467255859","321530.121076335","62348.3313832834","0","42495.3083109318","38189.6607516333","0","0","43125.717475586","0","14964.1306631177","29256.4746390617","43325.888764669","31572.7614948544","24692.5158715977","99143.0567085966","0","0","36347.2924272949","55981.5809414062","11514.4026181766","50272.5212640991","131669.632479948","294809.585701525","228211.435991972","114390.949973745","265264.348375299","40309.0370951794","311573.875590481","350474.570775741","364160.26883515","92551.0620837911","201788.361633668","139330.842214187","0","32729.093807284","478102.164001912"
"673.3/40","266107.999384372","98473.9006209136","110224.207389221","198187.099514636","48241.6711014439","0","25857.8204791561","0","5213.10181941167","0","119450.690913208","0","30497.6402154506","0","46766.2779283446","24128.4819239132","0","67984.886731492","0","645.650590958908","0","77626.578017279","12707.4298589341","40248.1994921875","116175.166249099","218716.492897172","207247.249494293","55454.2578782135","171548.363229636","44947.6167954076","306195.110585733","272309.845643349","255272.377645057","58381.7424420868","177964.600918338","148221.959720062","0","33675.6771859653","337742.386483289"
"693.5/49","731436.975158672","775387.303326347","768349.010088457","369715.387416568","441827.584604191","0","273480.439236886","0","0","0","327271.35817973","0","62379.1997987366","376102.835199035","131935.987413547","3837.80490051269","1269687.50392922","194982.891658039","76359.0559402496","19103.9671973771","243679.371360169","123789.9484613","17658.4400644423","271804.550174799","1088721.67661797","782962.474889942","339121.449634706","94372.1014578551","1080373.20238965","414118.097941276","1486986.01148592","1059967.65035437","1733729.89699892","75586.415185311","20457.7146184863","268617.865690526","0","43988.89737","758253.470889014"
"694.5/43","757023.48121831","309858.838585238","185721.273957354","132497.797885971","222231.785840175","0","215448.206553622","66451.1183951758","0","0","115761.546215878","0","89566.5278643435","291539.651364272","74962.5613041902","164845.014094257","156871.615011945","40224.6277718929","16490.9295004069","1614.26851578662","113398.854522494","16987.7133870808","4608.16802946996","79935.8316139038","471910.915492644","261534.78883613","151636.864310776","364289.491226367","459907.317844518","141840.587499316","540372.333458456","276979.894700774","748716.469534074","96921.0364364078","519412.552652553","95159.9606575163","0","196587.672508759","371151.134580472"
"695.5/31","452361.401241521","163194.435269626","84855.7881432047","121974.513333705","160423.564177939","0","172318.473914901","47864.4405273438","5296.33908446599","0","82609.8743407892","0","80959.2639207176","103062.214280142","45040.8456059215","151830.193179591","124163.235974121","29731.2904762166","0","6164.78690729799","0","4442.14745479694","0","112450.115792411","281520.804930124","174794.799878997","130591.982465171","150875.749778776","329299.330950323","196380.734311511","275080.04628421","155600.381044393","525739.116302083","122713.868691412","366294.75156974","51985.6926776279","0","211209.985537891","292179.538483275"
"696.5/44","106934.116971827","73226.946326689","71546.8648874595","8060.14960990287","77910.6024015503","0","20928.5839397594","0","0","0","11983.5432492635","0","14882.4871992726","35242.4639796065","12503.3239256367","63502.0543979858","51039.2198598226","0","0","0","29088.6156052187","714.478750970738","0","26580.6235036778","93029.6193907382","52428.5178616488","19489.4741827995","172377.392294311","82928.4725792373","47777.7065165772","129692.521929988","62777.6221554508","144493.73318197","0","107965.951886464","13110.734736771","0","11443.8603844397","61116.6358267348"
"703.5/43","302270.300461979","260430.235461408","37577.7270137906","0","0","0","7689.23500923259","0","0","0","0","0","0","848.409166213544","1064.40121292323","0","3362.45571923796","3181.06549240416","0","0","6631.44653155345","135967.398633398","3450.76974930931","129141.724844638","90985.2878765752","275821.757433742","231999.684750249","0","95003.7957261765","43676.3033405045","688494.296426184","250524.000022653","672683.052204494","377642.907265625","246905.731283319","227691.035552289","0","37797.025247749","0"
"714.5/29","427984.499814458","273148.186612565","29513.0056614063","0","0","0","0","0","0","0","0","480.278621710953","0","0","0","0","0","0","0","0","0","48157.4471208008","1737.71359490501","86928.5678772912","106147.507231097","336420.025692248","226741.924454172","7142.66497359841","63962.9361227788","148046.998940972","385501.20487957","376740.846235246","771979.172229308","303288.852636779","149021.669834814","281357.033980886","574.556603882345","2230.23957660869","0"
"718.5/40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58833.4596111816","1312.59313471382","158293.410059814","4599.5725533925","15950.0345544368","22171.8218033612","0","0","137359.482953559","0","0","2854.89986760914","0","0","3546.64693873376","0","0","0"
"721.5/35","8580771.11196345","3187383.19120412","1859425.5595547","2130672.21400994","2995130.32081548","0","2957097.47467996","357763.583294271","262291.103492471","0","1366318.11774085","0","1429858.1138068","3395043.73779894","732954.777794085","2732729.68044265","1992124.90291155","674405.997212026","389779.983415723","315309.310198068","1236911.69901856","112325.542443871","73517.6931836723","992716.495045034","5094977.3111212","3174528.38952199","2463384.97144756","7409950.50997266","6113654.9391561","1687894.59851813","5331432.46177006","3150759.82867363","9539760.54047213","1681976.07024405","6200620.34943244","943793.660719828","0","3406148.6285483","5513242.68929684"
"722.5/36","3957588.04780649","1457128.60127125","868388.34713144","944937.648075909","1201901.553587","0","1295744.68269168","129898.319765625","121173.780280348","0","537533.906392122","0","583552.759591341","1510773.6606659","290194.819626069","939868.663859904","886574.013695069","266739.789739922","170122.735859216","133554.379843597","563388.675725098","72698.4557096653","24866.2302080175","467977.65784449","2162753.82832044","1361508.00852907","927222.372609159","1197756.02165037","2527383.94495989","1442308.21746416","2506034.62903821","1122876.44920459","4159905.16102791","635451.271584083","2267088.27801215","361703.413988695","0","1284417.6314852","2195423.93238412"
"723.5/43","2758766.09903832","1133319.70819247","677642.996563774","538664.963867874","726461.489685583","0","913607.721413216","111060.329153646","0","0","396806.794883988","0","284480.028093624","1140209.12727058","239749.005533241","523470.369611029","676120.768476563","159746.212479244","123205.324132855","17385.6174037121","448824.500626026","53647.8512757123","16224.5656073378","365367.979770509","1807769.61656029","958069.885118294","502008.037491061","1378892.54253867","1705401.3486255","548460.899627813","2057453.83410309","948581.291118974","2698676.05665695","201836.584690735","1898602.8914634","318414.369882539","0","333626.768930365","1417616.46335084"
"724.5/38","1582926.37144332","672686.37185059","371418.49355801","365955.378063926","525197.34922063","0","394654.778341619","156736.07148861","0","0","206853.518019562","0","211190.677977665","516443.453876203","149961.050031312","378467.396980843","301210.861696603","115904.781131329","53831.8365737915","13511.3669840276","184956.487571411","30670.7483687801","9124.84456020567","195637.816300736","1004490.03003359","618882.069171167","390255.187203938","1067941.20162418","1088398.10928527","509076.663927922","1113844.63942195","560983.182021408","1714212.42746632","226360.904464937","1138398.08867466","195916.701488709","0","473403.734982219","882879.02394877"
"728.5/30","632399.671724126","384595.999453974","30103.1426349568","0","1211.64742660766","0","0","0","1486.43900857773","0","0","0","0","0","585.861443343456","0","0","2240.30709842671","0","0","0","143081.279573047","16185.3938531566","130697.897204102","15930.1242810488","131410.634564584","615706.380829499","0","93677.2342923848","86043.4452269113","590380.709001977","601837.024194896","1282392.42296232","502437.838825438","219305.06265357","259304.702353464","0","0","0"
"731.5/29","25060.5792984698","6136.85665967531","4136.03478412656","5733.2690686956","14846.4987158289","0","20859.6532378171","3968.6237483375","0","0","15485.4950855408","0","1113.49464157393","0","10488.7191202842","0","0","16353.6003192656","0","1231.19755753793","0","80021.2302246094","2331.95058264351","16657.077208818","19876.065790712","29495.6786887565","32333.6667223842","5340.70086477051","5259.55874694586","12808.8705793431","16493.8085837924","5538.05113921976","7820.87129764678","0","22074.629627113","7922.13179888941","0","0","0"
"733.5/42","321041.32973369","210373.067064565","92235.2419672859","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6877.5226984613","915735.466546875","15278.5233757926","203391.021767954","55903.6964916954","98580.7823640336","321551.968672089","0","96869.7882618383","440665.620534357","390453.02177045","230462.636727579","710065.670137772","1079399.81361877","264900.83109639","307245.52176416","0","2392.6556822989","0"
"734.5/50","57778.3483407047","70995.4286647961","101472.46602417","0","2563.05966923153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","398948.978162109","5001.82196170231","27271.0329819733","10314.7608886507","22117.7555205937","45268.5494802073","0","27902.120127415","13189.4409514684","176716.840701013","63613.6821859476","119413.923580129","214602.476918945","76472.1150165517","82555.7444615737","0","0","0"
"744.5/69","10021.1007937607","28619.847152777","23268.3161226218","0","2910.95506805216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54900.9637712402","1134.75322595802","20160.9152469544","5806.49946700173","0","74889.1449056755","1193.21235725403","0","2233.71053586989","16586.1362319336","3919.57694822568","18345.0381858291","29497.5497829542","0","959.834641755745","676.19910820853","406.698369400699","2666.58539682246"
"745.5/55","224115.304425942","146888.192837058","9707.08138125634","0","0","0","1898.79688248876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409277.482224609","5896.28495712538","80147.4489456176","51978.2434435479","78072.9031103365","164889.353763897","0","35881.0484689941","202421.416015625","168296.031026286","54909.1184557086","277963.023286357","53047.0652496088","10280.403894904","54985.2849206621","0","0","0"
"746.5/33","123418.607493175","110386.885232098","2153.76025040772","0","0","0","0","0","1681.4697742897","0","0","0","0","0","0","0","0","0","0","0","0","177404.319307617","604.633197652303","73553.5982935855","31348.0260160584","109090.177202482","165435.272894462","0","1850.54842302437","108622.843355828","82775.0108514661","85525.2590711602","198446.096068527","26257.6035829522","7037.81649388083","75534.0636587869","0","0","0"
"749.6/43","10838148.3068785","5039343.72212525","3152275.12764512","2400132.29555971","3207310.24222367","0","3185826.36883496","597806.078749218","0","0","1450971.81245194","0","1255958.74156766","3846238.35954515","802156.872003429","2204767.92665483","2193728.96086565","880995.946964691","0","374608.865243038","1371779.27356567","461024.292406694","75216.8398868716","1779837.06447899","7195125.9831357","4379082.3729668","2406289.37496744","8622592.17152344","7546666.70173638","2049772.95535714","9224093.35278857","4424824.20482207","12315158.1332552","602461.880929341","8235591.91153357","1387266.40445205","0","2181298.39197447","17283.025989624"
"750.6/39","3864072.45958206","1550792.40286852","806221.017254064","766490.861793309","993947.73865166","0","1488137.39078838","122489.006289062","0","0","443339.929767663","0","374474.332069531","1743517.94192467","291660.74313621","690844.38576763","1024234.82480294","212398.922379004","0","19048.8445082535","643405.411444702","204715.182190586","18984.4881989825","464592.332421732","2275560.42304577","1234008.70097905","675798.047858369","2333326.56907969","2454725.12359228","942638.541964286","2781975.11208572","1046878.63842684","18315.113377207","623236.21568892","2086505.10711985","365930.216736695","0","448266.883641357","1854434.42336885"
"751.5/37","4274997.57536276","1765274.68387788","951634.656967577","962892.29002905","1453523.66462689","0","1070213.42405094","196235.136228646","0","0","546076.777415188","602.697320651938","553073.581784165","1281187.85919728","334385.845777374","1029962.92432615","749022.649282052","301898.688492706","82780.3619153402","117335.166301727","465207.30717041","65274.3321416881","32897.6929523564","570684.792239491","2785982.53683746","1600744.81497308","1092360.14383431","2748928.72324219","2819334.98646496","1727001.74453397","2970430.12366973","1565619.83873042","4727814.3310979","134212.754659424","3076915.2534581","471158.503975347","0","49271.5611004395","2357241.57003868"
"752.6/36","1416538.57969569","603154.39891271","295059.486366622","276970.780537444","396455.90186175","0","507274.042008219","46638.0483007812","0","0","175227.993162893","0","125675.864255521","591012.746684173","114948.736268245","260720.819773471","353891.985320696","78067.6405266221","0","8981.54201408871","215906.850861511","23002.5556236751","5618.22692810286","313505.77059555","866683.83612029","529252.299836091","295559.979408825","806881.807077539","882849.919910659","885786.916242676","1027025.37894071","472209.941236427","1410169.59317608","39959.1418750045","825420.508747104","145845.34734592","0","309106.153339844","719002.230518702"
"753.6/44","146148.114291166","11725.6459992676","154565.387957087","51310.6422362369","113743.508723053","0","133493.3157492","0","0","0","49459.9716113582","0","55046.6899862668","64156.3376152909","23433.5369881328","75288.2158740234","246609.471102968","11633.6057885275","0","3928.01594171347","23528.030893516","2239.6519143124","0","71698.7510000184","212206.925740148","165545.282857009","76001.8799912953","109736.730702832","269107.047931738","25687.6375586059","325335.963175591","222890.64428321","308458.376289077","1420.92831179203","263292.624292788","44859.8810406017","0","61107.3879463867","139048.583725491"
"759.5/42","117253.519128578","88441.8596816567","18454.5671617186","0","0","0","0","0","0","0","15192.7742256934","0","1021.26624774446","0","665.548566690505","0","0","0","0","0","0","295698.257727539","1750.35871615003","21737.1664441406","0","23021.9083914933","127891.178065811","0","51053.7347738525","100637.268680556","462453.10099365","146890.434667202","605594.984382909","297313.624594522","59577.6592430528","63841.4555935199","0","0","0"
"777.6/36","0","0","0","0","0","0","0","0","0","0","0","0","0","25600.3311902435","6970.52214519857","0","41404.9070800781","0","0","0","0","0","0","0","0","0","0","125590.545126892","0","0","0","0","0","0","0","0","0","0","0"
