"","BurAD24_1","BurAD24_2","BurAD24_3","ColTer10_1","ColTer10_2","ColTer10_3","ColTer282_1","ColTer282_2","ColTer282_3","ColTer291_1","ColTer291_2","ColTer291_3","ColTer331_1","ColTer331_2","ColTer331_3","ColTer6_1","ColTer6_2","ColTer6_3","ColTer91_1","ColTer91_2","ColTer91_3","DyAD56_1","DyAD56_2","DyAD56_3","JantAD80_1","JantAD80_2","JantAD80_3","PaenAD87_1","PaenAD87_2","PaenAD87_3","PsAD210_1","PsAD210_2","PsAD210_3","SerratiaPRI_1","SerratiaPRI_2","SerratiaPRI_3","TSB-agar_1","TSB-agar_2","TSB-agar_3"
"group","BurAD24","BurAD24","BurAD24","ColTer10","ColTer10","ColTer10","ColTer282","ColTer282","ColTer282","ColTer291","ColTer291","ColTer291","ColTer331","ColTer331","ColTer331","ColTer6","ColTer6","ColTer6","ColTer91","ColTer91","ColTer91","DyAD56","DyAD56","DyAD56","JantAD80","JantAD80","JantAD80","PaenAD87","PaenAD87","PaenAD87","PsAD210","PsAD210","PsAD210","SerratiaPRI","SerratiaPRI","SerratiaPRI","TSB","TSB","TSB"
"364.3/34","142585.529577137","51423.3988975585","38436.4461969813","311874.380725932","492089.882438405","0","152067.731163936","40073.4196769908","27501.3564141355","0","252207.275918033","0","211172.220025296","194030.592237008","76611.5569835346","52561.6249908192","49466.2640410156","6465.07526886398","19415.3304805389","3970.72035015607","228135.492059784","1024.31151548456","534.442539380747","20734.2126012712","88662.9867186472","51425.3610275481","52425.4256584793","45868.6495533996","70706.0256826803","95587.1288806152","101530.973000592","77273.2077894932","134124.244112444","280361.283414855","794341.536648225","334152.742504307","0","705795.538119893","1647088.98426287"
"365.2/52","160801.951542043","221999.715525893","140591.401527009","440574.906456199","16876.9377251563","0","92080.559500205","0","0","0","171696.16464241","567.545610923592","68522.3311038455","183019.541724605","31304.0450129192","128206.729154663","114438.75956543","125083.845765407","0","0","4643.7322461023","45891.37787972","9761.20910247695","15101.899302713","175007.429364696","190984.57905136","13995.7952709961","10232.6763434088","253343.706836059","49825.2697547363","352901.497394219","360140.7337834","356089.877601477","108232.764491042","481208.152492453","156365.04509862","0","285643.670336609","488725.521601042"
"367.2/59","26110.7489558998","10618.24377056","42854.2480943459","36811.9071968327","3154.73148102371","0","24451.6477870009","0","0","0","11118.9902556713","0","21926.0450213295","34626.8174181524","0","756.836177074001","28540.2650415405","46899.0370459291","0","0","20515.4484003557","9670.15847378373","7601.24094229541","1744.62037151394","98004.7014391827","98704.729547972","124429.312987857","7826.8891078125","42938.3772364952","132820.204754232","92392.1055718392","155544.575536835","86893.072617738","24195.3194165765","13121.3654803373","11243.9848421644","0","25770.1750033137","91673.931616076"
"369.1/45","36446.1876319885","25521.0366809808","2590.48896574648","48333.3240485191","0","0","0","0","0","0","669.112654553493","0","10915.5565268273","6456.25639746902","0","30989.0983840039","0","33134.6252168566","0","0","784.247937185632","9225.22925803496","7123.39960980695","37760.2330487488","189467.875975477","124868.242670875","164368.719413258","15428.6743706116","173801.981727257","0","23476.0079737646","117373.992650177","28172.981262207","19918.7677203992","30085.1542894933","20057.9823721328","0","4763.33581393311","21749.5871821126"
"369.3/38","7264.15380981445","206756.866054984","83468.6100985718","370174.323002881","212049.803150757","0","100270.906383133","43062.4083471894","0","0","7516.42732859293","0","21178.5171567993","58014.5261246419","60960.8317017412","67313.0626267219","68133.0480084961","16498.5328145654","0","0","42411.700651375","33017.8280668945","22123.1902741525","34275.8953418335","201207.684051173","213103.28383857","186044.571424095","214478.243263953","305093.920221438","52785.9349815124","309862.386627316","270216.145514287","418408.331757495","84463.5731493903","433963.703519056","91772.4901314293","0","29819.7375707129","13625.0755077539"
"375.2/41","11393.4704516601","2063009.35696036","2581295.62878366","1930495.77916242","3703646.52622715","0","1910106.39762924","4261.75797375909","530832.591789575","209686.746299744","1445636.63382624","0","353243.625636181","718330.26335625","1157663.98847352","12089.8216796875","1523647.52648019","10730.2145356445","0","3556.59906176466","699598.774940186","719995.023897103","137356.522752261","184225.009113481","3774243.10018279","1253716.36010595","11889.9509421387","2841652.47505606","3050644.89868094","1007156.26962095","3421204.90588188","14351.0516005664","5087977.31387007","1862108.78478437","5734338.36063956","888830.496017328","1215452.30375","1207180.15182739","2379318.41370734"
"376.2/31","763927.346868718","257484.891700019","234802.351387661","549575.471421181","500100.6817317","0","415214.73508752","153381.836099635","103346.14562019","39188.4696235657","185279.218358137","0","57865.6253718556","0","165414.338305231","742654.606276268","338772.189692383","401174.847538933","0","2276.27815812165","130090.047398071","133029.453313918","48659.5380617387","118188.044979358","72455.649876409","281201.188238892","404095.120762703","183869.769136788","575099.599184746","214950.245136719","781045.280178713","490741.145063384","950494.783839056","735454.027237261","917499.77868723","274801.686732008","239139.5746875","655230.400216272","717268.669461873"
"377.2/36","9281707.70596011","4482973.5147299","4633424.2068642","5265813.07847921","8286890.05829526","0","4169170.69861404","1673890.26970447","861006.239590906","316574.802864075","12468.2130416667","0","1103362.27956171","3666087.75010608","2781461.39246321","21146.2752693164","3198488.20604736","16558.8199584961","0","16039.7890146229","1427904.40757446","1122100.83946507","471233.12775327","438426.557927239","21832.4133654931","2793936.328926","3210386.30673109","5186428.22387695","123795.695578125","922471.235846875","7583544.92269168","3889690.07152483","10770278.8240381","3370218.44469062","10827853.2039604","1875451.96348917","2217563.2825","2140776.53054374","6262877.66165996"
"378.2/33","1414434.02957684","579052.475924611","14866.4006190918","811224.375039108","1175792.06741071","0","812188.954442322","316305.298979953","175259.908488286","59838.6386604309","313924.912433168","0","132809.070399546","31318.023600392","257294.007743787","952440.052772194","563643.98015625","803479.406172037","0","6318.46004478284","264289.144680176","220488.865966475","73953.9668099491","402192.27220797","17126.0525427246","491147.716448992","723535.743229599","348423.371739054","1140742.84370585","357203.032766392","1550604.14448614","803901.781311697","1978047.23315463","1283755.14046102","1879135.05839388","423654.016218546","0","1296300.73535156","1033047.11730421"
"379.2/22","270119.20882551","103585.859563798","61580.7926214722","225225.464798746","124995.399247437","0","25659.0110133846","42407.2189156413","33435.1169171814","0","59258.3016266233","0","21334.2668160665","0","55467.3465553609","287674.149915328","24892.4910085449","233110.8636476","0","0","3289.43120387159","23139.5941992187","33345.7847465716","82021.2592823135","240025.81511289","115489.79981767","138168.176187599","21372.7999193262","181742.080219731","94914.644046031","255998.645178512","181279.684897787","332562.849358626","148389.710650813","373374.306542225","103898.083360798","13173.4807803765","265952.527095147","245010.672913744"
"381.2/46","50070.4059664004","46776.9885800554","4945.4499508667","338905.178074597","642685.064971485","0","306347.541494414","0","0","0","47336.4517030634","0","50251.7492547216","36854.0015233664","96314.3861697614","309858.813240031","67146.5542875977","201074.830309731","0","0","59488.2609173336","57033.4091381836","105177.977357415","2204.01512448901","63504.9186725635","30835.6541316863","43742.1355765945","49843.4484723291","226178.146669572","1359.4782420208","37792.4133427285","243972.04585381","36319.8730703199","98655.8732878312","471227.353476616","46868.600697218","0","59581.8031314257","165653.626150832"
"383.1/33","6297.65962983418","7242.96934925203","13795.2881542837","26987.4393274066","20769.7539344785","0","13785.339354091","0","0","0","20378.365462772","0","2084.66707834221","6858.5968340962","2283.92403838017","11725.1764878337","0","7767.444194728","0","0","0","1962.26890173469","45977.13530729","94994.4707477563","12375.8249943945","9352.1979507353","31844.0778276689","0","4057.18795206025","2825.58182632462","0","28494.0751293623","34394.4684128076","32525.8272707849","10514.8112963472","0","0","151589.891954323","152222.72928655"
"389.3/33","8610291.27520051","4355017.41529528","3080726.99118972","7347794.89837013","4547593.40786236","0","5724307.10512905","552699.181867654","856.057708515465","0","3697797.78595241","0","740992.950052874","878418.169965454","1794621.19585047","47241.3034649658","2432250.49346819","71428.6198761719","0","42569.6012902505","1977418.88047037","72321.8393554687","605666.940959309","1648886.24243192","36026.2087792969","3799778.19584033","16144.0202443897","3060006.75318273","8718398.8418474","1257239.82749389","33466.6920239257","38071.3794129297","10249145.5796429","723786.557900171","5702487.30277569","934269.951555901","184036.829526123","920893.451851478","5679578.71357292"
"390.3/43","1577983.95405152","1117179.0309453","912343.178602636","1309032.54403296","1040267.01718758","0","1262173.23162069","26621.4727482811","0","0","651892.457406061","0","84572.035029126","203301.107308932","444940.91697302","205865.275719443","523505.058005022","1248696.2005818","0","16256.4310214549","435598.660348783","17578.9947218057","232844.813254746","389590.725523661","1090674.38677088","766079.017836789","1207180.2033681","640387.3278125","1753251.78511699","295596.153389885","1547775.76450782","1228457.14687071","1963106.54321922","33617.0370034548","1020750.22231655","238827.459723072","0","579481.834094838","1196214.91735584"
"391.2/42","658223.24629464","305775.432871468","6641.94500013916","305007.763459887","540367.913334527","0","289624.107616936","56570.46702052","0","60789.42811203","168569.783804212","0","65647.1800643073","311601.277833181","196929.34561956","190092.999212504","342983.192207031","512512.651970964","0","0","160647.807301549","71782.624921875","26297.3039579412","39042.729632898","459213.196114872","161633.195421433","194298.826658385","457948.920141943","492516.106065312","208528.749748535","429329.795184035","19186.3553497461","645627.238110393","649706.034185937","805068.902848499","153938.667461434","0","234303.761578674","363028.006089918"
"391.3/47","143932.543825894","176037.440169479","221617.462533805","214292.41728268","138823.611285657","0","210538.411883506","0","0","0","68714.1187233848","0","29017.3751088203","43901.7066960661","61568.3580624562","167388.169092407","97119.3661295573","278043.629905881","0","4865.3901255331","33914.8940918889","0","36913.7313501877","75422.0098388672","187164.270477052","131457.68734052","159880.551745023","115522.952644238","292616.705631637","0","284742.149562637","200845.942484707","273803.864030074","65667.7860575463","158121.03538845","47639.0831346624","0","678.259885251056","203681.032087512"
"393.3/34","320460.362346758","139959.954302096","4223.48615824381","321736.677169444","412562.048151766","0","149842.136288761","51605.3738456692","0","0","190290.103589598","0","5128.02179649536","26844.7345061316","87051.2943738063","8024.99696261108","171734.130175781","44455.2042255513","0","3926.00274909503","187038.199216004","6143.58992104451","5529.71075941172","89511.5473908879","210866.23438663","117044.265614902","130829.749575349","103498.733662805","220234.936313246","148126.736147461","231224.76500347","176932.737518955","21108.0508051758","515773.559708075","575023.758934078","7079.59684155274","0","12411.5181082471","1185294.70111921"
"395.1/45","31373.0942931175","20219.3293108307","9698.53285816317","37983.4632506949","12672.2422918384","0","5623.26356668914","17233.5875138147","20059.3879361842","0","9566.26022643012","0","73822.4976295043","2292.44886489226","10945.8361231202","26184.02975354","16859.4481773047","0","900.176479722373","0","0","5267.19416200845","0","8943.79789564817","45536.0814095573","26542.6810917036","41743.8563258017","11655.3261108086","10678.3670119196","38466.7237625625","49826.9984208185","47318.8916706853","64733.1451308416","110364.335460888","39938.7052049415","23831.432448199","0","29898.2827733887","74558.1835031939"
"397.2/47","41842.5928270206","11483.3897322267","5424.37754633585","16340.4634042383","51281.129339091","0","383562.982528572","0","0","0","93613.8244146006","0","8555.20154077839","13697.4311982223","64010.0629339839","217559.026193619","36198.8064436035","77667.3210161738","0","0","15206.6675172949","48527.4955078125","13373.9131678864","13275.8511757534","173791.404559235","71995.6436918797","54381.9315385662","19808.6816279511","107402.986216296","6417.84945913637","6090.99087706208","238271.545578647","28362.6024766177","113372.831532329","241925.466854572","26749.3966168657","0","9844.36664700834","117828.465263116"
"403/16","98952.1815050907","40748.710440673","19215.7858706887","18919.8368788417","34358.0184096535","0","1026.45553806044","1227.34390177263","0","0","11718.7157471307","0","8709.14767426271","29324.6085195919","645.069083746464","20486.016410537","0","0","0","0","0","1397.55032566924","0","6061.75552514617","87290.5965688364","42512.7096867324","14497.6298385402","31506.7223757533","43100.2806955104","24484.1818408074","81671.7084177732","45060.1763566413","106104.674420426","7507.15944162151","93002.3569494961","9817.06946477923","2936.70398982716","7895.03559849853","59797.0949266296"
"403.3/40","10218648.3597105","4159011.93031025","5498585.43528521","4058086.75099094","8379182.53543353","0","4430206.92151384","1876082.6243628","1349827.7934715","1837612.790175","9205.58710085205","0","12076.9265625","5935785.41488437","2689995.17754565","27030.4921307129","12117.7947837744","5920427.35737022","0","10521.4925353799","1701748.46289551","1759035.91177093","301498.009691188","493737.816924767","8553143.38919967","2581285.08685296","19167.7248260156","5860139.07644883","7061542.49695365","2685840.84080078","22977.5056989258","21329.8584770508","11869656.8827445","4565341.60795","13867937.0196656","1640914.75886148","2952808.16875","7733386.96405714","5237376.88409342"
"404.3/43","2123059.69361893","926169.959102634","1097075.25341145","18617.684192402","1922473.81133836","0","977089.245774999","0","300644.697337369","105766.954238892","551915.518859631","0","250334.037501913","1188107.57547214","559863.229963323","673156.793449636","705449.949861538","1074814.58196827","0","1226.35703181551","375415.705349121","392212.087794377","69667.4948929384","101664.122937891","1675139.03366293","496213.904094324","546564.637859831","1227032.1561876","1397717.96379179","594812.154853516","1523349.53696847","76031.8955177557","2372919.96280754","978683.91204375","2797650.07136737","336617.237282632","0","637233.151157924","1092038.99300736"
"405.3/36","20483928.0516998","14632.7109332959","23777.5448840332","35389.0715401953","16766214.3066456","0","10158829.1343807","6106711.01600363","2470651.60125419","63075.8478849284","5818270.81384729","0","2549039.00973545","10315347.0607278","4358628.79872015","48000.8553989648","10182.3091809082","279336.154185156","0","243787.616873657","3700559.3357959","3359639.49761439","1019619.69624387","3176814.7836263","181811.821289062","6683201.96185375","18112.9847192969","14858.8455689746","15569561.3205139","5516133.53423828","20049935.5694511","10715616.3773982","27218199.8658095","17661674.5268062","25285641.2621739","163575.525869219","6085525.955","15155665.561737","18495762.5851701"
"406.3/41","3886262.06770192","1983619.69367791","12568.4026391602","1741560.34815145","4136359.86994231","0","2035367.51922522","0","533671.686008399","177661.271598816","14286.0961669922","0","494068.487284899","2359026.93382847","1280538.89635414","1322385.65093026","1422535.62866978","2829678.84633502","0","6244.72315094611","831460.038982544","734651.699147892","157910.52139755","207750.607812008","23635.6835474218","20868.9166748047","1242747.74667222","2583043.22843789","2711407.2236131","1209970.82126953","3404620.24887216","1703448.43510363","4980188.32235479","1840361.16898437","5646169.76404569","786357.279991444","0","1292904.47036795","1901336.45184845"
"407.3/24","38489.4917015545","28375.2598149883","32111.929195242","54550.4582473307","10979.2168183044","0","10009.7207258795","741.218225843448","0","0","18557.6066045295","0","60371.62640169","103029.638431222","7673.26440250687","13084.5124500903","316193.229901172","64845.1233474019","0","0","33776.1728166852","135173.610505745","28927.1511258467","105244.747327942","27934.6927844371","14335.4899448155","41837.6092644595","19402.4825957641","44480.8795502856","237537.36263855","16540.4826294507","7124.37176543323","34775.3543260386","89133.8439629542","45223.752229677","18027.0242456243","0","60084.8162622278","22647.9122501914"
"409.3/66","10475.8811921961","12792.7106682211","14089.7526414692","31527.867732988","12490.2907825195","0","5804.76669348816","0","0","0","76672.5508447266","0","7932.08025581665","24723.0989470147","6123.26094658176","59958.3104097305","19725.4174118675","16191.9335212646","0","0","228968.432496051","31294.9187054443","1330.93298718768","10502.4020677293","23552.0802119166","22264.1908613946","42620.3959806696","19113.3333124316","21085.2284212075","0","59872.8777668097","37856.2785269022","59944.6695400284","37961.9290395413","54789.5772047527","5001.39232287598","0","58758.2712080761","35453.6676267783"
"416.1/57","147075.272409293","59765.5997352609","40618.5592368228","129344.998088119","0","0","22503.1513544732","556.838056026792","0","0","30124.5275819092","0","58160.1666628102","791157.316555464","13688.7673210399","95288.5945365014","115731.281401001","58164.5445819436","0","0","11616.1735443115","0","8855.8042397054","0","0","0","0","50359.8641191223","49428.541195136","0","0","0","0","31714.9139880371","0","0","0","506926.521419921","183973.338684557"
"417.2/33","157262.28087315","57612.7760638387","55416.7839621753","128092.735781044","119062.998249834","0","54905.2477441618","77139.0554789783","32046.0418195981","1686.91426806552","49305.5430629899","0","21941.9789072846","80269.6961673354","41323.8331846394","113210.50717718","104974.753300781","91056.8447597054","0","0","0","54912.9293063965","13750.2830647611","13920.4862508521","161785.241821054","51469.6961393276","73208.5815297517","28286.6934846313","144238.841575585","66979.6241845703","176995.372921439","80602.9590693844","171512.155082626","539210.752572913","184522.242394198","106106.377605544","0","175786.453032306","158027.628614349"
"419.2/41","1102443.56554236","491012.911134727","539869.934206143","475587.815445475","956363.807823122","0","691115.407596428","1688.87812586191","305033.570110895","162324.924499512","4360.59654314392","0","139495.615021142","856826.932567405","261360.674828969","420469.850172423","597815.154472962","656350.833166391","0","819.188068791758","365266.19656808","349890.829743844","31449.5740282753","84530.1536647217","889754.092697501","264589.003048539","321584.913039081","906851.845164306","659578.020148766","524827.554614258","863098.314794749","400410.111690288","1253320.20343761","1526006.46554375","1391060.74573889","250151.717416376","0","576210.82224714","584145.169383287"
"420.2/44","268849.392602384","114991.482466701","133317.910603777","121381.150621977","252050.024813636","0","140650.931999149","697.391381315858","0","661.995553923072","78290.1246568456","0","31957.5181962216","176189.008610802","94402.6157037612","315065.749340376","182096.865395508","180536.550881097","0","0","64485.473399571","30912.9198000976","9772.85469585034","16487.5755447479","214371.592842732","66609.9144960999","77170.44352977","203472.838844897","55238.3442621094","107466.445276489","198780.5047606","107666.625074674","292242.508481659","337670.665701953","352533.972268445","53344.3675962199","0","100254.455893513","138169.992106867"
"421.2/43","109161.726624047","124979.966040491","67622.1603579018","156892.463099323","83655.0480326638","0","32834.3072872078","0","259097.13271387","0","33333.4440311356","0","61785.1059375001","31662.7107265951","34394.6420851618","78098.0865825861","41710.3220367432","101657.16402066","0","740.133284899639","35638.6153067453","26724.3142281087","9674.48994525889","37934.3259643189","85677.4192097357","135313.00055128","158049.857231141","98575.2612394043","281873.669456532","87989.6106278185","177989.747671323","232804.497158105","187935.828072383","130997.466084624","127661.454652749","70701.0293483295","0","87860.3993117431","254470.598168942"
"421.3/44","171023.809979067","71268.9958843922","97145.6616846857","91388.2225769758","152741.005268575","0","70740.8548570657","756.596002735617","0","0","51516.8566418742","0","23027.4294160557","82375.9566170844","43864.9679423925","136030.065119629","136108.60206131","147680.903793174","0","0","85722.8393027307","62164.6389006189","14369.0760231167","4547.63231327612","95940.7369275789","39079.1235458748","48686.1954915441","92337.2993273483","125716.242401147","11157.9473546355","115287.408632056","48792.7624554791","134186.137692373","499535.522970727","189821.018615753","81422.5907367443","0","287786.478871143","79961.9719214536"
"425.3/33","26610.298327754","3340.05760850706","4694.6605084734","130166.049638291","267496.201123336","526.195140052296","324164.374526843","17075.9001494469","23892.0833762939","561.018568289599","9115.30159790527","0","15925.096833287","494.889738632383","49505.5029362486","106818.731823188","30663.2632749023","43936.3086380202","0","684.96025684083","0","1734.20773379292","74020.5543902834","2541.40411843109","0","10825.3680919537","29015.3914348083","7614.99332137604","19488.0473554688","34048.1950962236","2819.65634290312","122469.843916041","4124.34479520506","122964.140976717","272988.985554099","59180.6735681472","0","33923.8229583381","108708.656537415"
"431.2/45","220243.317188287","94212.8102228969","47052.3437157646","192372.619529093","117478.91315429","0","31598.4930474243","31558.2685653984","15658.9197430176","0","131547.942798551","0","13555.9341401416","0","52115.2822125299","44891.8008893555","50974.7817451172","141391.675344975","0","686.265330607886","49588.5658085437","28562.4324470215","11844.2220230135","56573.801772995","182039.943401715","101584.316141707","114512.540823668","29579.881230338","173083.329472611","77472.7509845949","262566.559607116","151563.311765728","275938.583519951","89787.1904084819","284850.375054222","82436.5828763391","8135.17161593373","189796.36225212","233275.002587001"
"433.2/28","119609.847527134","64537.9073646426","53789.086527373","104664.703715986","107740.754543448","0","48804.0116089504","33111.8752010077","15099.2308427124","765.292720436963","21118.3388639323","0","87396.0833622938","86440.111848622","37919.9857028905","144837.863748779","110428.032216797","111145.156287437","0","951.772045234145","71787.107585798","17937.282357959","13043.9779565434","31732.3672047607","74974.635540708","48831.5293504009","84520.4935079174","45130.4519064331","130463.626246624","61738.4007058855","153802.980985892","85751.5980986266","161784.092037123","482113.474389067","132346.159218022","67382.463570434","0","150557.02850966","115313.122297889"
"434.3/27","15050.3862481543","26174.9191513713","23035.1822251997","48784.163374743","47628.0799178294","0","17140.1545538846","22881.5761184368","4395.24558237963","0","20808.0592316645","0","7503.33510670099","0","20486.0066031639","77925.5964404297","0","39462.5725071781","0","0","22057.14540625","0","4557.26181310415","13450.3488972886","40919.5050307968","28294.5208389764","38763.9333281463","15877.0498172266","62520.1408708822","17111.7261434191","69927.2822655649","42003.3608069513","86446.7840096008","24458.3284394531","71149.8447223111","22508.1515067605","0","58202.1635253906","11812.0197663574"
"435.2/42","114429.03714567","13735.9482451172","42162.6775463867","78578.5041674386","87700.5553047971","0","127874.284801683","0","48452.2163571472","0","47478.5907363512","0","108452.176549479","48357.6340774972","47468.7900423076","102413.341500633","98301.383503418","115703.847063388","0","0","16097.8056523682","9844.55227303784","9124.09761069377","29305.2735612793","89701.8309662946","80899.9701741516","83766.7261742221","89491.2371450684","113629.730246043","13260.6420663369","100515.630085692","122392.226750165","114435.633092724","345647.681073828","152901.412911584","41997.2597620357","0","124975.459284835","124650.713793847"
"443.2/41","1917.51279033674","0","14213.1615651632","58219.9560486267","0","0","2891.89891577126","0","0","0","12292.4004238281","0","50888.2281262207","336279.70941569","3658.58267108712","0","73748.6053417969","25087.822746573","0","0","72548.9341826242","1744.51146350149","2484.3343106389","0","0","0","9873.80626463464","3668.99531591797","6695.55025251476","0","7133.93195146229","3148.12229094328","0","715329.239589843","87110.3086376935","894.33132696338","0","315787.341727441","105748.215669653"
"447.2/70","25992.3657918166","35361.5692190602","25699.6882746797","289110.410022321","66064.4725019141","0","3806.83441222087","0","0","0","170620.581583908","0","7366.39193431735","0","34225.3302497603","10745.7717761426","12882.243279269","28008.1978564323","0","0","78244.6095079102","0","0","6824.60740425872","25626.7799966326","3647.41116472768","5155.12295560129","0","32272.1849642998","0","8181.80752494559","33420.1539649725","48649.004293967","5938.93871036544","48239.0293694884","1141.69156863831","0","0","151927.507882151"
"449.2/55","35858.8294413644","10133.0333305664","64622.0923617554","2388160.85632465","101286.254272656","0","20348.5918926324","0","0","0","8973.99124485596","0","326423.10625","65136.2628464722","113143.158388965","30066.518371582","31451.8137739258","20881.3508741211","0","2708.76834540549","276510.278557477","6931.75164093375","5923.02437887192","1109.42419976881","25951.3466341947","65669.3236155134","59670.6295627356","128585.223567538","78979.7130471095","76497.5046695186","23329.6319220117","139698.997304532","84830.9347261141","215534.221793868","598259.941784916","309310.446399422","0","261687.698375586","1789984.69191517"
"459.2/67","14520.851896151","46980.7014420373","35512.3575590509","21019.7548983838","341291.499882812","0","52856.832688947","0","0","0","186414.295743089","0","15368.8520258836","4224.05633076948","113917.919502058","0","19756.2710628609","385082.154505055","0","863.59831790335","634342.373570215","3645.23341236762","20106.4127545011","936.755428637756","6216.40933185709","28049.3198063225","60977.6314662909","32977.8367556867","58715.0541283116","18827.439392632","49301.003793595","59297.4276176722","39414.695727902","93042.4495795431","243197.410858435","135844.297641073","0","20988.1072965693","974563.133634981"
"461.2/68","40285.5586632282","62527.4269198957","36967.367773192","39338.309957646","42512.628630375","0","17124.2125194799","0","0","0","28205.9900504249","0","69303.1381211426","61423.4138559609","17563.6264169801","25286.7760436706","22070.098982666","56078.3163221274","0","2132.80361764517","27569.4960776102","0","4821.61751722431","13863.0979956698","73184.4798649149","32951.4238423503","32793.7660669524","31902.775497149","86090.112964804","613.075167084206","84839.5504876114","81820.8180300548","73635.9542079648","99233.1828493271","111987.273916429","14943.4408434261","0","119371.165212259","46724.396346904"
"463.2/45","27242.3575541469","123422.021238245","75382.7760791016","38080.2728033485","10613.0113337991","0","7521.97118750275","0","0","0","11398.9909518685","0","49287.3503307964","21778.3732707482","5483.37318661474","82663.2439287775","2729.07635473553","24549.1834927304","0","0","18775.388623585","8067.1757015842","1998.74114457215","47578.1826654053","45501.619542214","126388.874329227","101760.814298124","82123.2485432923","185240.640532114","16895.0644675098","113756.037029824","159569.69424816","140459.140494883","42755.369361341","162491.695969968","33282.2611093816","0","4116.79264672543","179790.155882355"
"465.3/49","32621.9777391698","1717.20422831224","28755.1186225307","56410.2672808209","19369.8454506929","0","105958.545096937","11759.9921077269","99027.7398967133","0","8091.74293277589","0","72596.7438679443","0","19633.2680151602","126314.02305074","0","8991.89768908685","0","0","28099.3235870361","130479.871240723","629.459494934854","20600.4932620239","62855.4005567093","50343.4374309277","76618.4977030222","10249.9197307227","658893.874050776","14625.2865625456","72939.09112019","32846.6123157487","0","12642.7943411943","153396.809579484","1356.51889017127","0","216186.974382673","47477.5120822199"
"473.3/39","1720811.77618912","1037858.27131987","1059378.2192215","1435710.14315089","1328000.8028475","0","638019.047042634","169440.820814707","668746.449335938","209628.551239014","848119.706754116","0","173998.266009641","506970.331614583","514840.696964102","745022.248822848","355042.693922866","1338114.50405404","0","1491.23270555148","2123359.27789453","336362.404351648","108248.574657073","242068.201779248","1115005.40673659","799696.352713645","747655.466288638","999398.168555566","1747168.22467939","219521.346164642","1564294.690343","1113850.79657499","1894145.16335105","1819465.73531875","1934029.22654133","1553712.08134894","0","702909.551832101","1663635.62720267"
"474.3/24","363677.195909262","140258.08722382","129979.957071921","336824.870908005","195133.820284392","463.445676290736","57415.1533043487","47069.9643740058","184029.845428711","68569.5651855469","121855.50009204","0","22280.4712974504","485340.781193704","120045.642465764","208855.722642337","34257.3879948584","207478.103730979","0","0","0","59986.5746748047","29727.4360172171","116219.043492822","228406.338665485","158687.130386755","270923.395021586","175945.48231446","283771.14702579","126734.602170573","483971.46003989","309685.008956334","478520.508361649","312018.595880127","371969.409394614","486524.088526529","6212.40038621984","451555.253602227","398077.00794578"
"475.3/40","12449.4135562134","38307.6195080001","36446.818665417","75774.2975920555","40416.9791556647","0","23883.3163138519","0","0","0","32096.2354077149","0","5569.18256911577","24276.531148838","14315.9690942711","131198.012372058","42990.6463189697","69092.4099834734","0","0","26264.1397130127","10308.7332429716","3842.27246034499","0","49309.7382921023","25298.4465197325","34230.1406783909","15660.5605972559","47298.777737498","2323.21426331419","58658.4571041943","39541.1554114574","61979.69347351","76108.8638231973","36976.2097002913","39357.1716433577","0","96368.7536837787","49192.9513767944"
"501.2/79","31593.4994507424","48569.0781489909","32573.8593459321","48164.2668141301","34029.761862915","0","0","0","0","0","171083.810822461","0","66630.1262113299","0","21292.2692695763","48501.2065050512","8980.35466918946","95474.3961642161","0","683.394505876737","55803.7095442012","0","23324.0814715787","34743.6182024557","116294.941032156","49954.1290771285","98206.7979800291","0","86009.859910775","0","102336.895464017","105533.351840783","140012.410035732","0","93194.853594047","9878.23722404258","0","0","91663.8707090393"
"533.4/27","431286.83853792","189578.696421105","110619.121521935","310281.926830905","166752.271982499","0","106196.623671625","67820.9285709722","29902.5789541351","31260.4970634522","106533.585802677","0","107657.328445108","86967.0843897095","65000.8854099889","168030.568911918","52521.6690810547","182380.462595669","4841.95679711353","3450.79264570199","0","7825.5181768226","34614.4499074214","143307.680629185","343154.379702589","289273.642762923","310446.86743646","102602.542848804","307004.644572551","112494.592143555","446874.773926829","395643.028159606","554173.869539614","152562.434848325","489715.402522839","165260.050473061","0","215490.318913594","415201.002287416"
"556.3/44","0","0","0","66202.912152996","2301.9908696499","0","127102.498511153","0","0","0","52925.5212033414","0","54336.5773648068","63017.6816027832","44761.1058367648","165044.334091886","83402.595834961","116177.188452935","0","0","35652.1783099172","0","0","0","0","0","0","0","0","0","0","0","0","156928.030151806","100475.901902234","0","0","19445.270982994","103094.834154551"
"561.5/30","765136.751566693","361509.067916001","186308.968144527","494516.590953777","295648.591847754","0","215221.111871777","145562.951390254","56517.0776297997","39354.4897956848","21398.7573974311","0","174567.511607535","408258.262460878","119804.62642069","334425.466497835","156630.385693359","283242.49733307","9747.22042370006","3098.17308973141","115690.230438232","98537.4752958984","49002.4400375278","249636.320172991","638864.248452413","489612.471866734","520146.050513501","152365.242307764","571074.199773584","296526.28690738","833743.575707311","715645.997066849","1072537.5984917","367648.640591659","945151.548137141","311382.121261541","1635.44294472053","429608.3582796","755363.995061941"
